@English@|@Polish@
@thank@|@dziękować, podziękować@
@thank God@|@Bogu dzięki@
@that@|@ten, to@
@that over there@|@tamto@
@the Canary Islands@|@Wyspy Kanaryjski@
@The German Democratic Repulic@|@NRD Niemiecka Rep. Demokrat.@
@The Middle East@|@Bliski Wschód@
@the President himself was there@|@prezydent tam był@
@the sentence is final and binding@|@wyrok jest prawomocny@
@theatre@|@teatr@
@theft@|@kradzież@
@then@|@wtedy@
@there@|@tam@
@therefore@|@więc@
@there's no doubt ...@|@nie ulega wątpliwości ...@
@these@|@ci@
@they@|@one, oni@
@third@|@trzeci@
@thou@|@ty@
@threaten@|@grozić, zagrozić@
@three@|@trzy@
@thrill@|@dreszcz@
@throat@|@gardło@
@through@|@przez@
@throw@|@rzucać@
@thug@|@zbój@
@Thursday@|@czwartek@
@ticket@|@bilet, numerek (w szatni)@
@ticket inspector@|@konduktor@
@ticket window@|@kasa biletowa@
@tights@|@rajstopy@
@tiled stove@|@piec kaflowy@
@till@|@orać@
@till now@|@dotąd@
@tillage@|@orka@
@timber@|@drewno@
@time@|@czas@
@time bomb@|@bomba zegarowa@
@tint@|@zabarwienie@
@tired@|@zmęczony@
@to@|@aby, do@
@to absolve sb from guilty@|@oczyszczać kogoś z winy@
@to appease@|@ułagodzić@
@to be about to die@|@być bliskim śmierci@
@to be absent from school@|@być nieobecnym w szkole@
@to be absorbed in work@|@być pochłoniętym pracą@
@to be in a good mood@|@mieć dobre samopoczucie@
@to be in one's element@|@być w swoim żywiole@
@to be near@|@być na ukończeniu@
@to be out of work@|@być bez pracy@
@to be rampant@|@grasować@
@to be troubled by@|@boleć nad@
@to become acquaited@|@zaznajomić się@
@to better@|@ulepszać@
@to campaign for ...@|@prowadzić kampanię na rzecz...@
@to chide@|@besztać@
@to complete@|@ukończyć@
@to concentrate on's attention on sth@|@koncentrować uwagę na czymś@
@to condense@|@kondensować@
@to congratulate@|@gratulować@
@to crucify@|@ukrzyżować@
@to crumple@|@giąć@
@to damage@|@zniszczyć@
@to decimate@|@dziesiątkować@
@to differ@|@różnić@
@to disappear into thin air@|@jak kamień w wodę@
@to engrave@|@grawerować@
@to find solace in sth@|@znaleźć ukojenie w czymś@
@to finish school@|@ukończyć szkołę@
@to flash one's torch@|@błyskać latarką@
@to get accustomed@|@przyzwyczajać się (do czegoś)@
@to get sb out of trouble@|@wybawiać kogoś z kłopotu@
@to give sb an ultimatum@|@postawić komuś ultimatum@
@to goggle@|@wybałuszać oczy@
@to hit the bull's@|@trafić w dziesiątkę@
@to hold@|@dzierżyć@
@to incise@|@nacisnąć@
@to join@|@zespalać@
@to keep abreast@|@być na bieżąco (z czymś)@
@to knock down@|@wyburzać@
@to lern sth by rote@|@wykuć coś na blachę@
@to look askance at sb@|@patrzeć na kogoś z ukosa@
@to offer one's condolences to sb@|@składać komuś kondolencja@
@to petrify@|@kamienieć@
@to place@|@umieszczać@
@to play tag@|@grać w berka@
@to plot@|@ukartować@
@to portray@|@ukazywać@
@to rent@|@dzierżawić@
@to rock a baby to sleep@|@ukołysać dziecko do snu@
@to scold@|@besztać@
@to share out@|@rozdawać@
@to stand (for Parliament)@|@kandydować (do parlamentu)@
@to steer@|@ukierunkowywać@
@to stone to death@|@ukamienować@
@to throw money down the drain@|@wyrzucać pieniądze w błoto@
@to transform@|@przeobrazić@
@to wash one's dirty linen in public@|@prać swoje brudy publicznie@
@tobacco@|@tytoń@
@today@|@dzisiaj, dziś@
@toil@|@trud@
@toilet@|@toaleta@
@tomato puree@|@koncentrat pomidorowy@
@tombstone@|@kamień grobowy@
@tomorrow@|@jutro@
@tonic@|@tonik@
@tonight@|@dziś wieczór@
@too much@|@za wiele@
@tooth@|@ząb@
@toothache@|@ból zęba@
@touch@|@dotknąć, dotyk, dotykać@
@tour@|@podróż@
@towards@|@w kierunku do@
@toy@|@zabawka@
@tracing paper@|@kalka techniczna@
@tractor@|@traktor@
@train@|@pociąg@
@translate@|@tłumaczyć@
@translation@|@tłumaczenie@
@translator@|@tłumacz@
@trash@|@śmietnik@
@travel agency@|@biuro podróży@
@traveller@|@podróżnik@
@tray@|@taca@
@treasure@|@skarb@
@tree@|@drzewo@
@tremendous@|@potężny@
@trick@|@fortel@
@trillion@|@trylion@
@trousers@|@spodnie@
@truck@|@ciężarówka@
@true@|@prawdziwy@
@truly@|@prawdziwie@
@trumpet@|@trąbka@
@trunk@|@pień@
@truth@|@prawda@
@try@|@próbować@
@tube@|@tuba@
@tuberculosis@|@gruźlica@
@Tuesday@|@wtorek@
@tunic@|@bluza (część munduru)@
@TVP@|@Telewizja Polska@
@two@|@dwa@
@two days later@|@dwa dni później@
@two-edged@|@obosieczny@
@two-piece dress@|@garsonka@
@ugly@|@brzydcy, brzydki@
@UK@|@Wielka Brytania@
@Ulster@|@Ulster@
@ultimatum@|@ultimatum@
@ultrasonic@|@ultradźwiękowy@
@ultrasound@|@ultradźwięk@
@ultrasound scanner@|@ultrasonograf@
@ultraviolet@|@ultrafiolet, ultrafioletowy@
@ultre-high frequency waves@|@ultrakrótkie fale@
@umbrella@|@parasol@
@unbeatable@|@bezkonkurencyjny@
@uncared@|@samopas@
@unceremonius@|@bezceremonialny@
@under@|@pod, poniżej@
@under threat@|@pod groźbą kary@
@undisputed@|@bezdyskusyjny@
@unforgettable@|@niezapomniany@
@unforgivable@|@nie do wybaczenia@
@unfortunately@|@na nieszczęście, niestety@
@ungodly@|@bezbożny@
@uniform@|@mundur@
@unique@|@unikat@
@unproductive@|@bezproduktywny@
@unselfish@|@altruistyczny@
@until@|@aż do@
@uphill@|@górka@
@upper@|@górny@
@USA@|@Stany Zjednoczone@
@use@|@używać@
@vacation@|@wakacje@
@valuation@|@wycena@
@value@|@wartość@
@various@|@rozmaity@
@veal@|@cielęcina@
@vegetable@|@jarzyna@
@vegetarian dishes@|@dania bezmięsne@
@veil@|@welon@
@venom@|@jad@
@verb@|@czasownik@
@villa@|@willa@
@vinegar@|@ocet@
@viola@|@altówka@
@violin@|@skrzypce@
@vision@|@wizja@
@visit@|@odwiedzać, wizyta, zwiedzać@
@visitor@|@gość@
@Vistula@|@Wisła@
@vodka@|@wódka@
@voice@|@głos@
@volume@|@głośność@
@vulture@|@sęp@
@waddle@|@kaczy chód@
@waffle@|@gofr@
@waistcoat@|@kamizelka@
@wait@|@czekać@
@wait for@|@czekać na@
@walk@|@iść@
@wall@|@mur@
@wallet@|@portfel@
@walrus@|@mors@
@wanderer@|@tułacz@
@want@|@chcieć, zechcieć@
@war@|@wojna@
@war craft@|@sztuka wojny@
@Warsaw@|@Warszawa@
@watch@|@zegarek@
@water@|@woda@
@watering can@|@konewka@
@we@|@my@
@weakly@|@słabo@
@Wednesday@|@środa@
@week@|@tydzień@
@weigh@|@waga@
@weir@|@jaz@
@weird@|@dziwny, niesamowity@
@weld@|@spajać@
@well@|@dobrze@
@wellingtons@|@kalosz@
@west@|@zachód@
@what@|@co@
@what do you think (of that)?@|@co o tym sądzisz?@
@what like@|@jaki@
@when@|@kiedy@
@where@|@gdzie@
@which@|@które, który@
@whiskers@|@wąsy@
@white@|@biały@
@white as a sheet@|@blady jak ściana@
@who@|@kto@
@whose@|@czyj@
@why@|@dlaczego@
@width@|@szerokość@
@wife@|@żona@
@wig@|@peruka@
@window@|@okno@
@wine@|@wino@
@wing@|@skrzydło@
@winter@|@zima@
@wise@|@mądry@
@with@|@z@
@with a heavy heart@|@z bólem serca@
@with difficulty@|@trudno@
@with emphasis@|@z naciskiem@
@without@|@bez@
@without doubt@|@śmiało@
@wood@|@drewno@
@wool@|@wełna@
@word@|@słowo@
@worker@|@robotnik@
@world@|@świat@
@World War@|@Wojna Światowa@
@worm@|@robak@
@worthy@|@godny@
@WP@|@Wojsko Polskie@
@write@|@pisać@
@writer@|@pisarz@
@writing table@|@biurko@
@wrong@|@źle@
@xebec@|@szebeka@
@xenon@|@ksenon@
@xenophobia@|@ksenofobia@
@Xmas@|@Boże Narodzenie@
@x-ray@|@rentgenowski@
@x-ray examination@|@prześwietlenie@
@x-ray picture@|@rentgenogram@
@xylograph@|@srzeworyt@
@xylography@|@drzeworytnictwo@
@xylonite@|@celuloid@
@xylophone@|@ksylofon@
@yacht@|@jacht, pływać jachtem@
@yachting@|@jachting, żeglarstwo@
@yachtsman@|@żeglarz@
@yaffil@|@zielony dzięcioł@
@yahoo@|@człowiek-bestia@
@yak@|@jak@
@yam@|@ignam, słodki ziemniak@
@Yank@|@Amerykanin, amerykański, Jankes@
@Yankee@|@Amerykanin, amerykański, Jankes@
@Yankee Doodle@|@amerykański hymn narodowy@
@yap@|@szczekać, trajkotać@
@yarborough@|@mizeria, plaża@
@yard@|@dziedziniec, jard, podwórze@
@yarn@|@historyjka, opowiadanie, przędza, włókno@
@yarrow@|@krwawnik pospolity@
@yashmak@|@jaszmak@
@yaw@|@zboczyć@
@yawl@|@jolka@
@yawn@|@ziewać, ziewanie, ziewnięcie@
@yawning@|@ziejący, ziewajacy, ziewanie, ziewnięcie@
@yaws@|@frambezja@
@ye@|@wy@
@yea@|@tak, zaiste, zaprawdę@
@yean@|@okocić się, urodzić@
@yeanling@|@jagnię, koźlę@
@year@|@rok@
@year-book@|@rocznik@
@yearling@|@jednoroczne zwierzę, roczniak@
@yearly@|@całoroczny, coroczny, doroczny, roczny@
@yearn@|@tęsknić, współczuć@
@yearning@|@tęsknota, tęskny@
@yeast@|@drożdże@
@yeast-powder@|@proszek do pieczenia, suche drożdże@
@yeasty@|@pienisty, spieniony@
@yell@|@ryk, ryknąć, wrzask, wycie, wyć@
@yellow@|@żólty, żółty@
@yellow metal@|@mosiądz@
@yellow-hammer@|@trznadel@
@yellowish@|@żółtawy@
@yelp@|@skamleć, skamplenie, skowyczeć, skowyt@
@yen@|@jen@
@yeoman@|@gospodarz średniorolny@
@yeomanry@|@klasa gospodarzy@
@yep@|@tak@
@yes@|@owszem, tak, tak ejst@
@yesterday@|@wczoraj, wczorajszy dzień@
@yesternight@|@ubiegłej nocy@
@yester-year@|@zeszłego roku@
@yet@|@do tej pory, dotychczas, jeszcze@
@yew@|@cis@
@Yiddish@|@język nowohebrajski@
@yield@|@plon, wydawać z siebie, wydobycie@
@yielding@|@ustępliwy, wydajność@
@yodel@|@jodlować, jodlowanie@
@yoga@|@jogizm@
@yoghourt@|@jogurt@
@yogi@|@joga@
@yogurt@|@jogurt@
@yoicks@|@bierz go!@
@yoke@|@jarzmo, niewola, ujarzmiać@
@yoke-fellow@|@współtowarzysz@
@yokel@|@kmieć, kmiotek, wieśniak@
@yolk@|@źółtko@
@yon@|@ów, tam, tamten, ten@
@yonder@|@ów, tam, tamten, ten@
@yore@|@dawniej, niegdyś, ongiś@
@you@|@pan, pani, państwo, ty, wy@
@you are welcome@|@proszę bardzo@
@young@|@młody, potomstwo@
@young lady@|@młoda panna@
@youngling@|@dziecko, młodzieniec@
@youngster@|@chłopak, dziecko@
@your@|@pani, pański, pańtwa, twój, wasz@
@Your Honour!@|@Wysoki sądzie@
@yours@|@pański, twój, wasz@
@yourself@|@osobiście, sam, siebie, się, sobie, włąsnoręcznie@
@yourselves@|@osobiście, siebie, się, sobie@
@youth@|@młodosć, młodzieniec, wczesny okres@
@youthful@|@młodociany, młody, młodzieńczy@
@ytterbium@|@iterb@
@yttrium@|@itr@
@yucca@|@juka@
@yuft@|@jucht, skóra juchtowa@
@Yugoslav@|@Jugosłowianin, jugosłowiański@
@Yule@|@Boże Narodzenie@
@Yuletide@|@Boże Narodzenie@
@zany@|@głupek, pomocnik błazna, półgłówek@
@zareba@|@zasiek z cierni, zeriba@
@zariba@|@zasiek z cierni, zeriba@
@zeal@|@gorliwość, zapał@
@zealot@|@gorliwiec, zagorzalec, zelant@
@zealous@|@gorliwy, zagorzały, zapalony, żarliwy@
@zeast@|@drożdże@
@zebra@|@pręgowany, zebra@
@zebu@|@zebu@
@zenith@|@szczyt (np. sławy), zenit@
@zephyr@|@wietrzyk, zefir@
@Zeppelin@|@sterowiec, zepelin@
@zero@|@zero, zerowy@
@zest@|@dodać smaku, pikanteria, smak, uprzyjemniać@
@zibet@|@cybet@
@zigzag@|@zygzak@
@zincography@|@chemigrafia, cynkografia@
@zink@|@cynk@
@zinnia@|@cynia@
@Zion@|@Syjon@
@Zionism@|@syjonizm@
@Zionist@|@syjonista@
@zip@|@świst@
@zip-fastener@|@zamek błyskawiczny@
@zipper@|@zamek błyskawiczny@
@zircon@|@cyrkon@
@zirconium@|@cyrkon@
@zither@|@cytra@
@zloty@|@złoty (polska waluta)@
@zodiac@|@zodiak@
@zonal@|@strefowy@
@zone@|@pasmo, podzielic na strefy, strefa@
@zoo@|@ogród zoologiczny, zoo@
@zoological@|@zoologiczny@
@zoologist@|@zoolog@
@zoology@|@zoologia@
@zoom@|@buczeć, powiekszenie, warkotać, zbliżenie@
@zoophagous@|@mięsożerny@
@zoophyte@|@zoofit@
@zootechnic@|@zootechniczny@
@zoster@|@półpasiec@
@zouave@|@żuław@
@zounds@|@na Boga!@
@Zulu@|@język zuluski, Zulus@
@zygote@|@zygota@
@zymotic@|@fermentacyjny@

