@English@|@Portuguese@
@eye@|@olhar (v. t.), olho@
@eyebrow@|@sobrancelha@
@eyelid@|@pálpebra@
@fable@|@conto@
@fabric@|@tela@
@fabricate@|@fabrique@
@face@|@cara, encarar (v.), enfrentar (v.)@
@face-ache@|@cara-face-ache@
@facile@|@fácil@
@facilitate@|@facilitar (v.), facilite@
@fact@|@fato@
@factory@|@fábrica@
@faculty@|@faculdade@
@fade@|@desvaneça-se@
@fail@|@falha, fracassar (v.)@
@failure@|@falha@
@faint@|@débil, desfalecer (v.), desmaiar (v.), fraco@
@fair@|@justo@
@fairly@|@razoavelmente@
@faith@|@fé@
@faithful@|@fiel@
@fall@|@baixar (v. t. r.), cair (v.), queda@
@fall again@|@recair (v.)@
@fall down@|@desabar (v.)@
@fall ill@|@acamar (v. t. i.)@
@fall into an abyss@|@abismar-se (v. i. r.)@
@false@|@errado, falso, vão@
@falsify@|@falsear (v.)@
@fame@|@fama, glória@
@family@|@família@
@famous@|@famoso@
@fan@|@abanar (v. t. i. r.), ventilador@
@fan oneself@|@abanar (v. t. i. r.)@
@fancier@|@mais extravagante@
@fancy@|@fantasia@
@fantastic@|@fantástico@
@far@|@distante@
@Far East@|@Extremo-Oriente@
@farewell@|@adeus@
@farm@|@fazenda, granja@
@farmer@|@fazendeiro@
@farmland@|@terra@
@fascinate@|@deslumbrar (v. t.), fascinar (v. t.)@
@fascinating@|@fascinante@
@fashion@|@forma, moda@
@fast@|@depressa, rápido@
@fast train@|@expresso@
@fasten@|@enlaçar (v.), prenda, prender (v. t.)@
@fat@|@gordo, gordura@
@father@|@pai@
@fatigue@|@cansaço, cansar (v.), estafar (v.), fatiga, fatigar (v.)@
@fatten@|@cevar (v.)@
@fault@|@falha@
@faultless@|@perfeito@
@favor (US)@|@favor, favorecer (v.)@
@favorable (US)@|@favorável@
@favorite (US)@|@favorito@
@favour (UK)@|@favor, favorecer (v.)@
@favourable (UK)@|@favorável@
@favourite (UK)@|@favorito@
@fear@|@medo, recear (v.), receio, temer (v.)@
@feast@|@festa@
@feather@|@pena@
@feature@|@característica@
@February@|@Fevereiro@
@feed@|@alimentação, alimentar (v.), apascentar (v.)@
@feel@|@apalpar (v.), conhencer-se (v.), sensação, sentir (v.)@
@feel sorry@|@compadecer (v.)@
@feeling@|@sentimento@
@feign@|@finja@
@fellow@|@companheiro, homem@
@fellow-creature@|@companheiro-criatura@
@felt@|@feltro@
@female@|@fêmea@
@female cook@|@cozinheira@
@female hairdresser@|@cabeleireira@
@female journalist@|@jornalista@
@female relative@|@parente@
@female singer@|@cantora@
@female stenographer@|@dactilógrafa, datilógrafa@
@female tailor@|@castuveira@
@female teacher@|@mestra@
@fence@|@cerca@
@ferry@|@balsa@
@fertile@|@fértil@
@fertilizer@|@fertilizante@
@fervor (US)@|@zelo@
@fervour (UK)@|@zelo@
@fetch@|@busque@
@fever@|@febre@
@few@|@poucos@
@fiancé@|@noivo@
@fiber (US)@|@fibra@
@fibre (UK)@|@fibra@
@field@|@campo, prado@
@fierce@|@feroz@
@fifteen@|@quinze@
@fifteenth@|@décimo quinta@
@fifth@|@quinta, quinto@
@fiftieth@|@quinquagésima@
@fifty@|@cinquenta, cinquênta@
@fig@|@figo@
@fig tree@|@figueira@
@fight@|@brigar (v.), combater (v.), guerrear (v.), lidar (v. t. i.), luta, lutar (v.), pelejar (v.), pugnar (v.)@
@fight (t.: bulls)@|@lidar (v. t. i.)@
@figurative@|@figurativo@
@figure@|@figura@
@file@|@arquivar (v.), fila, lima@
@file a suit@|@ajuizar (v.)@
@files@|@limas@
@fill@|@encher (v. t. i.), preencher (v.), suficiência@
@fill with earth@|@aterrar (v.)@
@fill with paste@|@empastar (v.)@
@film@|@filmar (v. t.), película@
@filter@|@filtrar (v.), filtro@
@filthy@|@sujo (adj.)@
@fin@|@aleta, barbatana@
@final@|@final@
@finally@|@finalmente@
@finance@|@finanças, financiar (v.)@
@financial@|@financeiro@
@find@|@achado, achar (v.), encontrar (v.)@
@find odd@|@estranhar (v.)@
@fine@|@acoimar (v. t.), belo, excelente, formoso, muito bem, multa, multar (v. t.)@
@finger@|@dedo@
@finish@|@acabar (v.), finalizar (v.), revestimento, terminar (v.), ultimar (v.)@
@finished@|@perfeito, pronto@
@Finland@|@Finlândia@
@Finn@|@finlandês@
@fir@|@abeto@
@fire@|@chama, demitir (v.), despedir (v.), fogo@
@fire-alarm@|@fogo-alarme@
@firewood@|@lenha@
@firm@|@firma, firmar (v.)@
@firmly@|@firmemente@
@first@|@primeira, primeiramente, primeiro@
@first name@|@apelido@
@first-aid@|@de primeiros socorros@
@fish@|@peixe, peixes, pescar (v.)@
@fisherman@|@pescador@
@fishing rod@|@cana@
@fist@|@punho@
@fit@|@ajustar (v. t.), caber (v.), dizer (v.), encaixar (v. t.), enquadrar (v.)@
@fitness@|@aptidão@
@five@|@cinco@
@five hundred@|@quinhentos@
@fix@|@consertar (v.), fixar (v.), reparar (v.), reparer (v.), reparo@
@fix (attention@|@prender (v. t.)@
@fix up@|@arranjar (v.)@
@fixed@|@certo, fixo@
@flag@|@abandeirar (v. t.), bandeira, embandeirar (v. t.)@
@flame@|@chama, flama@
@flammable@|@inflamável@
@Flanders@|@Flandres@
@flare@|@alargamento@
@flat@|@liso@
@flatten@|@achatar (v.)@
@flatter@|@alisador@
@flavor@|@sabor@
@flawless@|@são (adj.)@
@flea@|@pulga@
@flee@|@fugir (v.), fuja, voar (v.)@
@fleet@|@frota@
@flesh@|@carne@
@flexible@|@flexível@
@flicker@|@cintilação@
@flier@|@insecto@
@flight@|@vôo@
@fling@|@arremesse@
@float@|@boiar (v.), flutuador, flutuar (v.), nadar (v.)@
@flock@|@andar aos bandos (v.), juntar-se (v.), multidão, rebanho@
@flood@|@alagar (v.), banhar (v. t. r.), inundação, inundar (v.)@
@floor@|@andar (m.), assoalho, soalho@
@Florence@|@Florença@
@flounder@|@solha@
@flour@|@farinha@
@flourish@|@floresça@
@flow@|@afluir (v.), corrente, fluir (v.), fluxo, manar (v.)@
@flower@|@flor@
@flu@|@gripe@
@fluid@|@líquido@
@flute@|@flauta@
@flutter@|@vibração@
@fly@|@mosca, voar (v.)@
@fly over@|@sobrevoar (v.)@
@foam@|@espuma@
@focus@|@enfocar (v.), focalizar (v.), foco@
@fog@|@neblina, névoa@
@foil@|@despistar (v.)@
@fold@|@dobra, dobrar (v.)@
@folder@|@dobrador@
@folk@|@povo, povos@
@follow@|@acompanhar (v.), seguir (v.)@
@followers@|@seguidores@
@following@|@seguinte@
@follow-up@|@continuação@
@foment@|@fomentar (v.)@
@fondle@|@acariciar (v. t.)@
@food@|@alimento, comida@
@fool@|@tolo@
@foolish@|@vão@
@foot@|@pé@
@footwear@|@calçados@
@for@|@durante, para, pela (f.), pelas (f. pl.), pelo (m.), pelos (m. pl.), por@
@for the@|@ao, pela (f.), pelas (f. pl.), pelo (m.), pelos (m. pl.)@
@forbid@|@desautorizar (v. t. r.), proibir (v.)@
@force@|@força, poder (m.)@
@forecast@|@previsão@
@foreground@|@primeiro plano@
@forehead@|@fronte, testa@
@foreign@|@extrangeiro@
@foreigner@|@estrangeiro@
@foresee@|@antever (v.), preveja, prever (v.)@
@forest@|@bosque (m.), floresta@
@foretell@|@pressagiar (v.), prognosticar (v.)@
@forever@|@para sempre@
@forewarn@|@acautelar (v. t. r.), premunir (v. t. r.)@
@foreword@|@prefácio@
@forfeit@|@perda@
@forge@|@forja, forjar (v.)@
@forget@|@esqueça-se, esquecer (v.), esquecer-se (v.)@
@forgive@|@desculpar (v.), perdoe@
@fork@|@forquilha, garfo@
@form@|@formar (v.), formulário, modelar (v.)@
@former@|@anterior@
@formerly@|@anteriormente, antes, diante@
@formula@|@fórmula@
@formulate@|@formular (v.), formule@
@forsake@|@desproteger (v.)@
@fortieth@|@quadragésima@
@fortify@|@fortalecer (v.)@
@fortunate@|@afortunado, feliz@
@fortunately@|@felizmente@
@fortune@|@fortuna@
@forty@|@quarenta@
@forward@|@adiante, despachar (v.), expedir (v.), para diante@
@foul@|@sujo (adj.)@
@found@|@encontrado@
@foundation@|@fundação, fundo@
@fountain@|@fonte (f.), nascente@
@four@|@quatro@
@four hundred@|@quatrocentos@
@fourteen@|@catorze, quatorze@
@fourteenth@|@décimo quarta@
@fourth@|@quarta, quarto, quinto@
@fowl@|@galinha@
@fox@|@raposa@
@fraction@|@fração@
@fracture@|@fratura@
@fragile@|@frágil@
@fragment@|@fragmento@
@fragrant@|@perfumado@
@frame@|@quadro@
@framework@|@estrutura@
@France@|@França@
@Frankfurt@|@Francoforte@
@fraud@|@fraude (f.)@
@free@|@desentalar (v. t.), livre, soltar (v.)@
@freedom@|@liberdade@
@freeze@|@gelar (v.)@
@freezing cold@|@geada@
@French@|@Francês@
@Frenchman@|@Francês@
@frequent@|@frequentar (v.), frequente (adj.)@
@frequently@|@frequentemente (adv)@
@fresh@|@fresco@
@fret@|@afligir (v. t. r.), desafinar (v.)@
@friction@|@fricção@
@Friday@|@Sexta-feira@
@friend@|@amiga, amigo@
@friendly@|@amigável@
@friendship@|@amizade@
@frighten@|@amedrontar (v. t. r.), espantar (v. t.)@
@frivolous@|@vão@
@frog@|@râ, rã@
@from@|@da, de@
@from here@|@daqui@
@from then on@|@daí em diante@
@from this@|@deste (de este) (contr.)@
@from where@|@donde@
@front@|@parte dianteira@
@frontier@|@fronteira@
@frost@|@geada@
@frosted@|@geado@
@froth@|@espuma@
@frozen@|@congelado@
@fruit@|@fruta@
@frustrate@|@frustrar (v.), frustre@
@frustrate (fig.)@|@aguar (v. t. i.)@
@fry@|@frigir (v. t.), fritada, fritar (v.)@
@frying-pan@|@frigideira@
@fuck@|@foda@
@fuel@|@combustível@
@fulfill@|@cumprir (v.)@
@full@|@cheio, completamente@
@fully@|@inteiramente@
@fume@|@emanações@
@fumigate@|@fumigar (v.)@
@fun@|@divertimento, prazer (m.)@
@function@|@função, funcionar (v.)@
@fund@|@fundo@
@fungus@|@fungo@
@funnel@|@funil@
@funny@|@engraçado@
@fur@|@pele@
@furnace@|@fornalha@
@furnish@|@forneça, fornecer (v.), sortir (v. t. r.)@
@furniture@|@movéis@
@further@|@mais adicional@
@furthermore@|@além disso@
@fuse@|@fusível@
@futile@|@vão@
@future@|@futuro@
@future tense@|@futuro@
@gad-fly@|@gad-voe@
@gag@|@amordaçar (v.), mordaça@
@gain@|@atingir (v.), ganhar (v.), ganho@
@gall@|@bílis@
@gallery@|@galeria@
@gallop@|@galopar (v.)@
@galvanize@|@galvanizar (v.)@
@game@|@jogo@
@gang@|@grupo@
@gaol (UK)@|@cadeia, prisno@
@gap@|@abertura@
@garage@|@garagem@
@garden@|@jardim, jardinar (v.)@
@gardener@|@jardineiro@
@garlic@|@alho@
@gas@|@gás@
@gasoline@|@gasolina@
@gate@|@porta@
@gate)@|@abrir (v. t.)@
@gateway@|@passagem@
@gather@|@ajuntar (v.), colher (v. t.), recolhimento@
@gathering@|@recolhimento, reunião@
@gaunt@|@delgado@
@gaze@|@olhar (m.), olhar (v. t.), olhar (v.)@
@gazette@|@jornal@
@gear@|@engrenagem@
@gear-box@|@caixa de engrenagens@
@general@|@geral@
@generalize@|@generalizar (v.)@
@generally@|@geralmente@
@generate@|@gere@
@generation@|@geração@
@generous@|@generoso@
@Geneva@|@Genebra@
@genius@|@gênio@
@gentle@|@delicado, suave@
@gentleman@|@cavalheiro@
@gently@|@delicadamente@
@genuine@|@genuíno@
@genuinely@|@deveras, genuìna, verdadeiramente@
@geographic@|@geográfico@
@geographical@|@geográfico@
@geography@|@geografia@
@geologist@|@geólogo@
@geology@|@geologia@
@geometry@|@geometria@
@Georgia@|@Geórgia@
@germ@|@germe@
@German@|@Alemão@
@Germany@|@Alemanha@
@gesture@|@gesticular (v.), gesto@
@get@|@adquirir (v.), colher (v. t.), comece, haver (v.), obter (v.), receber (v.)@
@get angry@|@desafinar (v.), zangar-se (v.)@
@get depressed@|@deprimir (v.)@
@get dizzy@|@marear (v.)@
@get dull@|@embotar (v.)@
@get fat@|@engordar (v.)@
@get married@|@casar-se (v.)@
@get out of control@|@descontrolar (v. i.)@
@get out of tune@|@desafinar (v.)@
@get passionate@|@apaixonar (v.)@
@get worse@|@piorar (v.)@
@giant@|@gigante@
@gift@|@dádiva, presente@
@gigantic@|@gigantesco@
@gill@|@brânquia@
@girl@|@garota, menina, moça, rapariga@
@give@|@dar (v.), elasticidade, prestar (v.)@
@give away@|@trair (v. t. i.)@
@give back@|@tornar (v. t. i. r.)@
@give birth@|@parir (v.)@
@give rise to@|@causar (v.)@
@give up@|@acuar (v. i.), desabrigar (v.), desistir (v.)@
@glacier@|@geleira@
@glad@|@contente@
@gladness@|@alegria@
@glance@|@olhar (m.), olhar (v. t.)@
@glance at@|@relancear (v. t.)@
@glass@|@copo, vidro@
@glasses@|@óculos, vidros@
@glaze@|@esmalte@
@glide@|@deslize, planar (v.)@
@glider@|@planador@
@glimpse@|@olhar (v. t.), ver (v. t. i. r.), vislumbrar (v.)@
@globe@|@globo@
@globe-trotter@|@globo-trotador@
@glorify@|@glorificar (v.), glorifice@
@glory@|@glória@
@gloss@|@lustro@
@glossary@|@glossário@
@glove@|@luva@
@glow@|@abrasar (v. i. r.), fulgor@
@glue@|@colagem, colar (v.), solfar (v.)@
@gnat@|@mosquito@
@gnaw@|@roer (v.)@
@go@|@abalar (v.), andar (v.), descer (v.), ir (v. i.), partir (v. t.), vá@
@go away/from@|@abalar (v.), partir (v. t.)@
@go deep@|@aprofundar (v.)@
@go down@|@descer (v.)@
@go into raptures@|@desvanecer-se (v. r.)@
@go off@|@abalar (v.), disparar (v.), partir (v. t.)@
@go out@|@sair (v.)@
@go up@|@subir (v.)@
@goal@|@alvo, objetivo@
@goat@|@cabra@
@god@|@deus@
@gold@|@ouro@
@golden@|@dourado@
@good@|@bem, bom, são (adj.)@
@goodbye@|@adeus@
@good-looking@|@bem parecido@
@goods@|@bens@
@goose@|@ganso@
@gooseberry@|@groselha@
@gossip@|@bisbolhetice@
@gourd@|@abóbora@
@govern@|@governar (v.), governe, reger (v.)@
@government@|@governo@
@gown@|@vestido@
@grab@|@garra@
@graceful@|@gracioso@
@grade@|@classe@
@gradually@|@gradualmente@
@graduate@|@graduado, graduar (v.)@
@grain@|@grão@
@gram@|@grama@
@grammar@|@gramática@
@grand@|@grande@
@grandfather@|@avô@
@grandmother@|@avó@
@grand-nephew@|@grande-grand-nephew@
@grandson@|@neto@
@granite@|@granito@
@grant@|@conceder (v.), deferir (v.), outorgar (v.)@
@grant money@|@bonificar (v.)@
@grape@|@uva@
@grapevine@|@videira@
@graphic@|@gráfico@
@graphics@|@gráficos@
@grasp@|@aferrar (v.), agarrar (v.), aperto, tomar (v.)@
@grass@|@erva, grama@
@grasshopper@|@gafanhoto@
@gratification@|@prazer (m.)@
@gratify@|@gratificar (v.)@
@gratis@|@gratuitamente@
@gratitude@|@agradecimento, gratidão@
@grave@|@sepultura@
@gravel@|@cascalho@
@graveyard@|@cemitério@
@gravity@|@gravidade@
@gravy@|@molho@
@gray@|@cinzento, encanecer (v.), pardo@
@graze@|@pastar (v.), paste@
@grease@|@gordura, graxa@
@greasy@|@gorduroso@
@great@|@excelente, grande@
@Great Britain@|@Grã-Bretanha@
@great-grandfather@|@grande-avô@
@great-grandmother@|@grande-avó@
@great-grandparent@|@grande-grandparent@
@Greece@|@Grécia@
@Greek@|@Grego@
@green@|@verde@
@Greenland@|@Gronelândia@
@greet@|@cumprimente, saudar (v.)@
@greeting@|@cumprimento, felicitação, saudação@
@grey@|@cinzento@
@grid@|@grade@
@grieve@|@acabrunhar (v. t. r.), afligir (v. t. r.), desprazer (v.), sofrer (v.)@
@grill@|@grade@
@grind@|@moer (v.)@
@grip@|@aperto, gripe@
@grit@|@grão@
@groan@|@gemido@
@groove@|@encaixar (v. t.)@
@ground@|@fundo, terra@
@ground floor@|@térreo@
@grounds@|@terras@
@group@|@agrupar (v.), grupo@
@grove@|@bosque (m.)@
@grow@|@acontecer (v.), crescer (v.), medrar (v.), tornar (v. t. i. r.)@
@grow dark@|@anoitecer (v.)@
@grow torpid@|@entorpecer (v. t.)@
@growl@|@rosnado@
@growth@|@crescimento@
@guarantee@|@garantia, garantir (v.)@
@guard@|@condutor, protetor, velar (v.)@
@guard (safe-)@|@acautelar (v. t. r.)@
@guess@|@adivinhar (v.), Suposição@
@guest@|@convidado, hóspede@
@guide@|@guia, guiar (v.), orientar (v.)@
@guillotine@|@guilhotinar (v.)@
@guilt@|@culpa@
@guilty@|@culpado@
@guinea-pig@|@cobaia@
@guitar@|@guitarra@
@gulf@|@golfo@
@gum@|@colar (v.), gengiva@
@gun@|@espingarda, injetor@
@gun-carriage@|@injetor-carruagem@
@gurgle@|@gorgolejo@
@Gypsy@|@Cigano@
@habit@|@hábito@
@hack@|@corte@
@haggle over@|@regatear (v.)@
@hail@|@granizo, saraiva@
@hair@|@cabelo, pêlo@
@hairdresser@|@cabeleireira, cabeleireiro@
@hairs@|@cabelos@
@hale@|@são (adj.)@
@half@|@meio@
@half-open@|@entreabrir (v. t.)@
@hall@|@salão@
@hallucinate@|@desvairar (v. t. i.)@
@halt@|@parada, parar (v.)@
@halyard@|@adriça@
@ham@|@presunto@
@Hamburg@|@Hamburg, Hamburgo@
@hammer@|@martelar (v.), martelo@
@hand@|@mão, obreiro@
@handbook@|@manual@
@handful@|@punhado@
@handkerchief@|@lenço@
@handle@|@manusear (v.), punho@
@handlebars@|@leme@
@handsome@|@belo, considerável, formoso@
@handy@|@acessível@
@hang@|@cair (v.), dependurar (v.), pendurar (v. t.)@
@hang up@|@pender (v. i.)@
@happen@|@acontecer (v.), advir (v.), haver (v.), incidir (v.), vir (v.)@
@happen frequently@|@amiudar (v.)@
@happiness@|@felicidade, prazer (m.)@
@happy@|@feliz@
@harbor (US)@|@porto@
@harbour (UK)@|@porto@
@hard@|@difícil, duramente@
@harden@|@endureça, endurecer (v.)@
@hardly@|@apenas, mal@
@hardness@|@dureza@
@hardworking@|@aplicado@
@hardy@|@são (adj.)@
@hare@|@lebre@
@haricot@|@feijão@
@harm@|@dano, prejudicar (v.), vulnerar (v.)@
@harmful@|@prejudicial@
@harmonica@|@harmônica@
@harmonize@|@harmonizar (v.)@
@harmony@|@harmonia@
@harness@|@chicote de fios@
@harpoon@|@arpoar (v.)@
@harsh@|@áspero@
@harvest@|@colheita, colher (v. t.)@
@haste@|@pressa@
@hastily@|@precipitadamente@
@hat@|@chapéu@
@hate@|@odiar (v.), ódio@
@haul@|@alar (v.), puxar (v.), transporte@
@haunt@|@assombrar (v.)@
@have@|@comer (v.), fazer com que (v.), gozar (v.), haver (v.), querer (v.), receber (v.), ter (v.)@
@have an influence on@|@repercutir (v. i. r.)@
@have luck@|@sortir (v. i.)@
@have to@|@dever (v. t. i.)@
@Hawaii@|@Havaí@
@Hawaiian@|@Havaiano@
@hawk@|@falcão@
@hay@|@feno@
@hazard@|@perigo, risco@
@hazardous@|@perigoso@
@haze@|@embaçamento@
@hazelnut@|@avelã@
@H-bomb@|@H-bomba@
@he@|@ele@
@head@|@cabeça, encabeçar (v.)@
@header@|@encabeçamento@
@heading@|@título@
@headlamp@|@farol@
@headlight@|@farol@
@headquarters@|@matrizes@
@heal@|@cicatrizar (v.)@
@health@|@saúde@
@healthy@|@são (adj.), saudável@
@healthy limb@|@são (m.)@
@hear@|@dar audiência (v.), ouça, ouvir (v.)@
@heart@|@coração@
@heat@|@acalorar (v.), aquecer (v.), calor@
@heater@|@calefator@
@heave@|@levantar (v. t. i. r.)@
@heaven@|@céu@
@heavy@|@pesado@
@heed@|@ver (v. t. i. r.)@
@heel@|@salto, talão@
@height@|@altitude, altura@
@helix@|@hélice@
@hell@|@inferno@
@helm@|@leme@
@helmet@|@capacete@
@help@|@ajuda, ajudar (v.), auxilio, criado, socorrer (v.), socorro@
@helper@|@ajudante@
@helpful@|@úteis (pl.), útil@
@Helsinki@|@Helsínquia@
@hemisphere@|@hemisfério@
@hen@|@frango, galinha@
@hence@|@daqui@
@her@|@ela, lhe, seu, seus, sua, suas@
@herd@|@rebanho@
@here@|@aqui, cá@
@hero@|@herói@
@herring@|@arenque@
@hers@|@dela@
@herself@|@ela mesma@
@hesitate@|@hesitar (v.), vacilar (v. t. i.)@
@hesitation@|@hesitação@
@hi@|@olá@
@hidden@|@escondido@
@hide@|@agachar (v. t.), cobrir (v.), encobrir (v.), esconder (v.), recatar (v.)@
@high@|@alto, elevado@
@high tide@|@preamar (v.)@
@highest@|@sumo@
@high-handedness@|@elevado-high-handedness@
@highway@|@estrada@
@hill@|@colina, monte@
@him@|@ele, lhe@
@himself@|@ele mesmo@
@hinder@|@deter (v. t.), impedir (v.), prender (v. t.)@
@hindmost@|@mais hindmost@
@hinge@|@dobradiça@
@hinny@|@mula@
@hint@|@sugestão@
@hip@|@quadril@
@hire@|@alugar (v.)@
@his@|@seu, seus, sua, suas@
@hiss@|@sibilar (v.), silvar (v.), silvo@
@hiss at@|@vaiar (v. t. i.)@
@history@|@história@
@hit@|@bater (v.), golpear (v. t.)@
@hit upon@|@atinar (v.)@
@hither@|@cá@
@hoard@|@amealhar (v.)@
@hobby@|@passatempo@
@hoe@|@enxada@
@hoist@|@alar (v.), içar (v.)@
@hold@|@comportar (v.), haver (v.), porão, prender (v. t.), segurar (v.), ter (v.)@
@hold back@|@reter (v.)@
@holder@|@suporte@
@hole@|@furo@
@holiday@|@féria, feriado, sueto@
@Holland@|@Holando@
@Hollander@|@Holandês@
@hollow@|@cavidade@
@homesickness@|@saudades@
@homologate@|@homologar (v.)@
@honest@|@honesto, são (adj.)@
@honey@|@mel@
@honor (US)@|@honra, honrar (v.)@
@honour (UK)@|@honra, honrar (v.)@
@hood@|@capa@
@hoof@|@casco@
@hook@|@anzol, enganchar (v.), gancho@
@hoop@|@arquear (v.)@
@hoot@|@vaiar (v. t. i.)@
@hooter@|@buzina@
@hope@|@esperança@
@hopefully@|@esperançosamente@
@horizon@|@horizonte@
@horn@|@buzina, chifre@
@horrify@|@horrorizar (v.)@
@horse@|@cavalo@
@horse-fly@|@cavalo-voe@
@horsepower@|@cavalos-força@
@horseshoe@|@ferradura@
@hospital@|@hospital@
@hospitalize@|@hospitalizar (v.)@
@host@|@anfitrião@
@hostage@|@refém@
@hostile@|@hostil@
@hot@|@cálido, quente@
@hotel@|@hotel@
@hour@|@hora@
@hourly@|@à hora@
@house@|@casa, hospedar (v.)@
@house-@|@casa@
@housefly@|@mosca@
@hover@|@pairo@
@how@|@como, quão@
@how much@|@quanto@
@how?@|@como?@
@however@|@contudo, embora, entretanto@
@hub@|@cubo@
@hub-cap@|@cubo-tampão@
@hug@|@abraçar (v.), abraço, abranger (v.), apertado, apertar (v.), estreitar (v.)@
@huge@|@enorme@
@hum@|@zumbido, zumbir (v. i.)@
@human@|@humano@
@humane@|@humano@
@humanist@|@humanista@
@humble@|@acabrunhar (v. t. r.), acanhar (v. t. i. r.), rebaixar (v. t.)@
@humid@|@húmido@
@humiliate@|@acabrunhar (v. t. r.), humilhar (v.)@
@hundred@|@cem@
@Hungarian@|@húngaro@
@Hungary@|@Hungria@
@hunger@|@fome@
@hungry@|@com fome@
@hunt@|@caça, caçar (v.)@
@hunter@|@caçador@
@hurl@|@arremessar (v.)@
@hurricane@|@furacão@
@hurriedly@|@precipitadamente@
@hurry@|@apressar (v.), pressa@
@hurt@|@machucar (v.)@
@husband@|@esposo, marido@
@husk@|@bagaço@
@hut@|@barraca, cabana@
@hygiene@|@higiene@
@hygienic@|@higiênico@
@hypothesis@|@hipótese@
@hypothetical@|@hipotético@
@I.D.@|@Identificação.@
@ice@|@gelo@
@Iceland@|@Islândia@
@icing@|@crosta de gelo@
@icon@|@ícone@
@icy@|@gelado@
@idea@|@idéia@
@idealize@|@idealizar (v.)@
@identical@|@idêntico@
@identify@|@identificar (v.)@
@identity@|@identidade@
@idiotic@|@idiota@
@if@|@ainde que, mesmo que, se, si@
@ignition@|@ignição@
@ignore@|@ignorar (v.)@
@ill@|@doente, mal@
