@English@|@Esperanto@
@colour@|@kolorigi, koloro@
@colour-blind@|@akromatopsia@
@colourless@|@senkolora@
@coltsfoot@|@tusilago@
@columbine@|@akvilegio@
@column@|@kolono, kolumno, rubriko@
@Colwyn Bay@|@Kolvinbajo@
@coma@|@komato@
@comb@|@kombi, kombilo@
@combat@|@kontraŭbatali@
@combatant@|@batalanto@
@combination@|@kombinaĵo@
@combine@|@kombinato, kombini, kombiniĝi@
@combined@|@kuna@
@combustion@|@bruliĝo@
@come@|@deveni, veni@
@come about@|@fariĝi, okazi@
@come across@|@renkonti@
@come back@|@reveni@
@come close@|@alproksimiĝi, proksimiĝi@
@come closer@|@apudiĝi, proksimiĝi@
@come from@|@deveni de@
@come into@|@enveni@
@come into bloom@|@ekflori@
@come into contact@|@kontaktiĝi@
@come on@|@aliri, eki, pliproksimiĝi@
@come out@|@elveni@
@come through@|@trabati@
@come to a halt@|@halti@
@come to an agreement@|@akordiĝi@
@come to an end@|@finiĝi@
@come to life again@|@revigliĝi@
@come to pass@|@efektiĝi@
@come together@|@ariĝi, kuniĝi@
@come true@|@efektiĝi, plenumiĝi, realiĝi, veriĝi@
@comedy@|@komedio@
@comfort@|@komforto, konsoli@
@comfortable@|@komforta@
@comfortably@|@agrable@
@comforter@|@suĉilo@
@comic@|@komika@
@comical@|@komika@
@Comine@|@Komino@
@coming@|@devena, veno@
@coming from@|@devena de@
@comma@|@komo@
@command@|@komandi, komando, ordoni, ordono, superregi@
@commander@|@komandanto@
@commence@|@komenci, komenciĝi@
@commencement@|@eko, komenciĝo, komenco@
@commend@|@glori, laŭdi@
@commendable@|@laŭdinda@
@comment@|@komenti, komento@
@comment on@|@komentarii@
@commerce@|@komerco@
@commercial artist@|@grafikisto@
@commissar@|@komisaro@
@commission@|@komisio, komisiono, makleraĵo, procentaĵo@
@commissioner@|@komisiito@
@commit@|@devoligi@
@commit adultery@|@adulti@
@commit sexual improprieties@|@malĉasti@
@commit suicide@|@memmortigi, mortigi sin@
@commitment@|@sindevigo@
@committee@|@komitato@
@committee member@|@komitatano@
@commodity@|@artiklo, varo@
@commodore@|@komodoro@
@common@|@komuna, ordinara, vulgara@
@common property@|@komunaĵo@
@commonplace@|@banala, triviala@
@commotion@|@agitado, agitiĝo, agito, skandalo@
@communicate@|@interkompreniĝi, komuniki, kontaĝi@
@communication@|@komuniko, sciigo@
@communication; communiqu‚@|@komunikaĵo@
@communication-cord@|@alarmbremso@
@communicative@|@alparolebla@
@communion@|@komunio@
@communism@|@komunismo@
@communist@|@komunisto@
@community@|@komunaĵo, komunumo@
@community of Esperantists@|@esperantistaro@
@community of interests@|@intereskomunumo@
@commute@|@komuti@
@Comoro Islands@|@Komoroj@
@compact@|@kompakta@
@companion@|@akompananto, kamarado, kunulino, kunulo@
@company@|@firmao, firmo, kunularo@
@company(2)@|@kompanio, nepublika kompanio@
@comparatively@|@kompare@
@compare@|@kompari@
@comparison@|@komparo@
@compartment@|@fako, kupeo@
@compass@|@busolo, cirkelo, kompaso@
@compassion@|@kompato@
@compatible@|@kongrua@
@compatriot@|@landano, samlandano@
@compel@|@devigi@
@compensate@|@kompensi, rekompenci@
@compensation@|@rekompenco@
@compete@|@konkurenci, konkuri@
@competent@|@kompetenta@
@competition@|@konkurado, konkurenco, konkuro, konkurso@
@competitor@|@konkuranto@
@compilation@|@kompilaĵo, kompilo@
@compile@|@kompili@
@compiler@|@kompilero, kompililo@
@complain@|@plendi@
@complainer; plaintiff@|@plendanto@
@complaint@|@akuzaĵo, kulpigo, plendo, reklamacio@
@complementary@|@kompletiga@
@complete@|@kompleta, kompletigi, plena@
@completed@|@efektivigita, elfarita, finita, plenumita@
@completely@|@komplete, plene@
@complex@|@kompleksa, komplekso, malsimpla@
@complexion@|@vizaĝkoloro@
@complicate@|@kompliki@
@complicated@|@komplika, malsimpla@
@complication@|@komplikaĵo@
@compliment@|@komplimenti, komplimento@
@component@|@ingredienco, konsistigaĵo@
@compose@|@komponi, verki@
@composed@|@sinrega@
@composer@|@komponisto@
@composition@|@komponaĵo@
@compost@|@kompoŝto@
@composure@|@trankvileco@
@compote@|@kompoto@
@comprehensibility@|@komprenebleco@
@comprehensive@|@multampleksa@
@comprehensive insurance@|@ĉiuriska asekuro@
@comprehensively@|@amplekse, multamplekse@
@compress@|@kompaktigi, kunpremi@
@comprise@|@ampleksi, enhavi@
@compromise@|@kompromisi, kompromiti@
@compulsory@|@deviga@
@compunction@|@kontricio@
@computation@|@kalkulado, komputo@
@compute@|@komputi@
@computer@|@komputero, komputilo, komputoro@
@computer science@|@informadiko, komputiko@
@comrade@|@kamaradino, kamarado, k-do@
@ĉon@|@eono@
@concave@|@kava@
@conceal@|@kaŝi, prisilenti@
@concealed@|@kaþa@
@concealment@|@kaŝeco@
@concede@|@koncedi@
@conceited@|@vanta@
@conceivable@|@konjektebla@
@conceive@|@gravediĝi, koncepti, koncipi@
@concentrate@|@koncentri@
@concentrated@|@densa, koncentrita@
@concentration camp@|@koncentrejo@
@concentric@|@samcentra@
@concept@|@koncepto@
@conception@|@komprenaĵo@
@concern@|@koncerni, koncerno, zorgado, zorgo@
@concern(2)@|@graveco, konzerno, rilati@
@concerned@|@koncerna@
@concerning@|@koncerne, pri, rilate@
@concert@|@koncerto@
@concerto@|@konĉerto@
@concert-room@|@koncertejo@
@concise@|@konciza@
@conciseness@|@koncizeco@
@conclude@|@finaranĝi, findecidi@
@conclusion@|@konkludo, rezultato@
@conclusive@|@konkludiga@
@concrete@|@betono, konkreta@
@concubine@|@kromvirino@
@concur@|@samopinii@
@concussion@|@cerboskuo@
@condemn@|@deklari netaŭga, kondamni, malaprobi@
@condemnable@|@malaprobinda@
@condemnation@|@malaprobo@
@condense@|@densigi@
@condition@|@kondiĉo, stato@
@condolences@|@kondolenco@
@condom@|@kondomo@
@conduct@|@gvidi, konduki, kondukti, konduto@
@conduct oneself@|@konduti@
@conductor@|@dirigento, kondukisto, konduktanto, konduktoro@
@cone@|@konuso, strobilo, vafleto@
@confectioner@|@kukbakisto@
@confectioner's@|@kukejo@
@confectioner's shop@|@kukejo@
@confectionery@|@kukbakejo@
@confederation@|@konfederacio@
@conference@|@konferenco@
@confess@|@konfesi@
@confession@|@konfesio, konfeso@
@confessional@|@konfesejo@
@confide@|@konfidi@
@confidence@|@fido, konfidenco, konfido, naiveco@
@confident@|@memfida@
@confidential@|@konfidenca@
@confine@|@limigi, restrikti@
@confined@|@limigita@
@confirm@|@konfirmacii, konfirmi@
@confirmation@|@konfirmacio, konfirmo@
@confiscate@|@konfiski@
@conflagration@|@incendio@
@conflict@|@konflikto@
@conform@|@konformi, konformiĝi@
@conform to@|@esti konforma al@
@conforming@|@konforma@
@conformist@|@filistro@
@confront@|@alfronti, fronti, kontraŭstari, malcedi@
@Confucius@|@Konfuceo@
@confuse@|@intermiksi, konfuzi@
@confusing@|@konfuzanta@
@confusion@|@konfuzo, malordo, tohuvabohuo@
@congenital@|@denaska, kunnaskita@
@congestion@|@kongesto, sangalfluo@
@Congo@|@Kongo, Kongolando@
@Congolese@|@kongano@
@congratulate@|@gratuli@
@congratulation@|@gratulo@
@congregate@|@kunveni@
@congress@|@kongreso@
@congress participant@|@kongresano@
@congruent@|@kongrua@
@conifer@|@pingloarbo@
@conjecture@|@konjekti, konjekto@
@conjugate@|@konjugacii@
@conjunction@|@konjunkcio@
@conjuncture@|@konjunkturo@
@connect@|@interligi, junti, konekti, kunligi, ligi@
@connect up@|@konekti@
@connected@|@ligita@
@connection@|@junto, konekto, kunrespondo@
@connection(2)@|@interligiteco, kunligo, ligo@
@conquer@|@konkeri@
@conqueror@|@konkeranto, konkerinto@
@consanguinity@|@parenceco@
@conscience@|@konscienco@
@conscientious@|@konscienca@
@conscious@|@konscia@
@consciousness@|@konscio@
@consecutively@|@sinsekve@
@consent@|@konsenti, konsento@
@consequence@|@konsekvenco, sekvo@
@consequently@|@sekve, sekve de tio@
@conservation@|@konservado, konservo@
@conservative@|@konservativa, konservema, konservemulo@
@conserve@|@konservi@
@consider@|@konsideri, konsideri kiel@
@consider(2)@|@kontempli, rigardi, rigardi kiel@
@considerable@|@ega, konsiderinda@
@considerably@|@konsiderinde@
@consideration@|@konsidero, konsiliĝo@
@consignee@|@ricevanto@
@consist@|@konsisti@
@consist of@|@konsisti el@
@consistency@|@konsekvenco, konsisto, konstanteco@
@consistent@|@konsekvenca@
@consolation@|@konsolo@
@console@|@konsoli@
@consonant@|@konsonanto@
@consortium@|@konsorcio@
@conspicuous@|@ostenta@
@conspiracy@|@komploto, konspiro@
@conspire@|@komploti, konspiri@
@constancy@|@konstanteco@
@constant@|@konstanta, neŝanĝiĝema, senĉesa@
@constantly@|@daŭre, konstante@
@consternation@|@konsterno@
@constipate@|@konstipi@
@constipated@|@konstipita, mallaksa@
@constipation@|@konstipo, mallakso@
@constitute@|@konsistigi@
@constitution@|@konstitucio@
@constitutional@|@konstitucia@
@constrained@|@embarasita@
@constrict@|@stringi@
@construct@|@konstrui@
@constructed language@|@planlingvo@
@construction site@|@konstruejo@
@construction worker@|@konstrulaboristo@
@consul@|@konsulo@
@consul general@|@ĉefkonsulo@
@consulate@|@konsulejo@
@consult@|@konsulti@
@consultation@|@interkonsiliĝo, konsulto@
@consume@|@konsumi@
@consumer@|@konsumanto@
@consumption@|@ftizo, konsumado@
@contact@|@kontakti, kontakto@
@contagion@|@infektado, kontaĝo@
@contagious@|@infekta, kontaĝa@
@contain@|@enhavi, enteni@
@container@|@ujo@
@contaminated@|@infektita@
@contamination@|@infektado, kontaĝo@
@contemplate@|@kontempli@
@contemplation@|@kontemplado@
@contemplative@|@kontempla@
@contemporary@|@samtempulo@
@contempt@|@malestimo@
@contend with@|@kontraŭbatali@
@contented@|@kontenta@
@contentment@|@kontento@
@contents@|@enhavo, entenaĵo@
@contest@|@konkurso@
@context@|@kunteksto@
@continent@|@kontinento@
@contingency@|@eventualeco, eventualo@
@contingent@|@eventuala@
@continual@|@konstanta, neŝanĝiĝema@
@continually@|@ade, daŭre@
@continuance@|@kontinuigo@
@continuation@|@daŭrigo@
@continue@|@adi, daŭradi, daŭri, daŭrigi, kontinui, pluigi@
@continuous@|@senhalta, seninterrompa@
@continuously@|@daŭre@
@contort@|@tordi@
@contour@|@konturo@
@contraband@|@kontrabando@
@contraceptive@|@antikoncipa, kontraŭkoncipa@
@contract@|@konstruigi, kontrakto@
@contract a loan@|@kontrakti prunton@
@contractor@|@konstruentreprenisto@
@contradict@|@kontraŭdiri@
@contradiction@|@kontraŭdiro@
@contralto@|@aldulino, kontralto@
@contrary@|@kontraŭa, mala@
@contrast@|@kontrasti, kontrasto@
@contribute@|@kontribui@
@contribution@|@kontribuaĵo, kontribuo@
@contrite@|@pentanta@
@contrition@|@kontricio@
@contrive@|@elturniĝi@
@contrived@|@artifika@
@control@|@funkciigi, regado, regi@
@control character@|@stirsigno@
@controller@|@kontrolisto, regilo@
@controversy@|@polemiko@
@convenient@|@oportuna@
@convention@|@kongreso, konvencio@
@converge@|@konverĝi@
@conversance@|@konateco@
@conversation@|@interparolado, konversacio@
@converse@|@interparoli, konversacii@
@conversion@|@konvertiĝo, konverto, ŝanĝiĝo, ŝanĝo@
@convert@|@konverti, konvertito, prozelito@
@convey@|@alveturigi, transdoni@
@convey as passenger@|@pasaĝerigi@
@convict@|@konvikti@
@conviction@|@konvinko@
@convince@|@konvinki@
@convoke@|@kunvoki@
@convulsion@|@konvulsio@
@coo@|@kveri@
@cook@|@kuiri, kuiriĝi, kuiristino, kuiristo@
@cookbook@|@kuirlibro@
@cooked@|@kuirita@
@cookie@|@biskvito, kekso@
@cooking pot@|@kuirpoto, marmito@
@cool@|@malplivarmigi, malvarmeta@
@cool down@|@malplivarmigi@
@cool off@|@malvarmiĝi, malvarmigi@
@cooling@|@malplivarmiĝo@
@coop@|@kokejo@
@cooperate@|@kunlabori@
@co-operate@|@kunhelpi, kunlabori@
@co-opt@|@alelekti@
@coordinate@|@kunordigi@
@co-ordinate@|@kunordigi@
@cop@|@sbiro@
@Copenhagen@|@Kopenhago@
@coping@|@firsto@
@copper@|@kupra, kupro@
@copulation@|@sekskuniĝo@
@copy@|@ekzemplero, kopiaĵo, kopii, kopio@
@copyright@|@aŭtora rajto, kopirajto@
@coquetry@|@koketeco@
@coquettish@|@koketa@
@Corantin@|@Korantino@
@cord@|@kordo, ŝnuro@
@cordial@|@elkora, kora, tutkora@
@cordially@|@kore@
@cordon@|@kordono@
@core@|@kerno@
@Corinŝian@|@korinta@
@Corinthian@|@korintika, korinto@
@cork@|@korko@
@corkscrew@|@korktirilo@
@cormorant@|@kormorano@
@corn@|@kalo, maizo@
@corn chamomile@|@antemo@
@corn-bottle@|@cejano@
@cornbread@|@maizpano@
@corner@|@akapari, stratangulo@
@cornflakes@|@maizflokoj@
@cornmeal@|@maizfaruno@
@cornucopia@|@abundokorno@
@coronation@|@kronado@
@corporal@|@kaporalo, korpa@
@corporation@|@konzerno, korporacio@
@corps@|@korpuso@
@corpse@|@kadavro@
@corpulence@|@dikeco@
@corpulent@|@dika@
@Corpus Christi@|@Sakramenta Tago@
@corpuscle@|@globeto@
@corral@|@ĉevalejo, ĉirkaŭbarejo@
@correct@|@ĝusta, korekta, korekti, puni@
@correction@|@korektado@
@correctness@|@praveco@
@correspond@|@korespondi, kunrespondi@
@correspond to@|@esti konforma kun, esti laŭ@
@correspondence@|@korespondado@
@corridor@|@koridoro@
@corridor-train@|@D-trajno@
@corroborate@|@konfirmi@
@corrode@|@korodi@
@corrosive sublimate@|@sublimato@
@corrugate@|@ondumi@
@corruption@|@korupteco, malboniĝo@
@Corsica@|@Korsikio, Korsiko@
@Corsican@|@korsika, korsikano@
@Corsican woman@|@korsikanino@
@Corwen@|@Korveno@
@cosmetic case@|@tualetujo@
@cosmetic powder@|@pudro@
@cosmos@|@kosmo@
@cost@|@kosti, kosto, kostoj@
@Costa Brava@|@Kostabravo@
@Costa Rica@|@Kostariko@
@Costa Rican@|@kostarika, kostarikano@
@costly@|@grandvalora, multekosta@
@costume@|@kostumo@
@cot@|@infanlito@
@coterie@|@kliko@
@cottage@|@dometo@
@cotton@|@katuno, kotono@
@cotton-wool@|@vato@
@couch@|@divano, kanapo@
@couch-grass@|@agropiro@
@cougar@|@pumo@
@cough@|@tusi, tuso@
@coughing@|@tusado@
@council@|@konsilantaro@
@counsel@|@avizi, konsili, konsilo@
@counsellor@|@konsilanto@
@count@|@esti konsiderata, grafo, kalkuli, kompti, nombri@
@count down@|@dekalkuli@
@counter@|@komptilo, vendotablo@
@counteract@|@kontraŭagi@
@counterfeit@|@falsaĵo, falsi, imitita@
@counterfeiter@|@falsisto@
@countermand@|@malmendi@
@counterpane@|@lita superkovrilo@
@counterrevolutionary@|@kontraŭrevolucia@
@countless@|@nenombrebla, sennombra@
@country@|@kamparo, lando@
@countryman@|@kamparano@
@countryside@|@kamparo, ruro@
@county@|@graflando@
@county court@|@distrikta tribunalo@
@coup d'‚tat@|@puĉo, ŝtatrenverso@
@coup‚@|@kupeo@
@couple@|@geedzoj, kupli@
@coupon@|@kupono@
@courage@|@kuraĝo@
@courageous@|@kuraĝa, sentima@
@courgette@|@kalabaseto@
@course@|@iro, kurejo, kurso, triviala@
@course participant@|@kursano@
@court@|@amindumi, instanco, juĝejo, kortego, korto, kortumo@
@courteous@|@bonmaniera, ĝentila@
@courtesy@|@ĝentilaĵo@
@Courtrai@|@Kortrajo@
@courtroom@|@juĝejo@
@courtyard@|@korto@
@couscous@|@kuskuso@
@cousin@|@kuzino, kuzo@
@cover@|@bindaĵo, bindo, radringo, tegumento, trairi@
@cover with dust@|@polvokovri@
@cover(2)@|@kovraĵo, kovri, kovrilo, kovro, tegi, tegilo@
@covered@|@kovrita, surkreskata@
@covered with blood@|@sangokovrita, sangomakulita@
@covering@|@tegaĵo@
@coverlet@|@lita superkovrilo@
@covet@|@avidi@
@covetousness@|@avideco, avido@
@cow@|@bovino@
@cow parsnip@|@herakleo@
@coward@|@malkuraĝulo, timemulo@
@cowardice@|@malkuraĝeco, malkuraĝo@
@cowboy@|@vakero@
@cower@|@kaŭri, kuntiriĝi@
@cowl@|@kapuĉo@
@coyote@|@kojoto@
@crˆpe@|@krespo@
@crab@|@krabo@
@crack@|@fendaĵo, fendo, kraki, krako, krevaĵo, krevo@
@cracked@|@fendiĝinta, krevinta@
@cracker@|@krakeno@
@crackle@|@kraketi, krepiti@
@cradle@|@lulilo, naskiĝejo@
@crafts@|@slojdo@
@cramp@|@kramfo@
@cramped@|@malvasta@
@cramp-iron@|@armaturo, murkrampo, stajo@
@cranberry@|@oksikoko@
@crane@|@argano, gruo@
@crank@|@fantaziulo, kranko@
@crash@|@karamboli, kraŝi@
@ĉrate@|@ventumi@
@crawl@|@rampi@
@crayfish@|@kankro@
@craze@|@furoraĵo, furoro@
@crazy@|@freneza@
@creak@|@grinci, knari@
@cream@|@kremaĵo, kremo, senkremigi@
@crease@|@ĉifi, falto, gladofaldo@
@create@|@krei, verki@
@creation@|@kreado@
@creative@|@krea, kreiva@
@creator@|@kreinto@
@creature@|@estulo, kreaĵo, kreitaĵo, kreito@
@credential@|@akreditaĵo@
@credit@|@bonhavo, kredito, profita@
@credit card@|@kreditkarto@
@credulous@|@kredema@
@creed@|@kredkonfeso@
@creep@|@rampi@
@creep in@|@enŝteliĝi@
@cremate@|@kremacii@
@cremation@|@kremacio@
@Creole@|@kreola@
@crepitate@|@krepiti@
@Cretaceous@|@Kretaceo@
@Cretan@|@kretano@
@Crete@|@Kreto@
@cretin@|@kreteno@
@crevice@|@fendaĵo, fendo@
@crew@|@homekipo, ŝipanaro@
@crew member@|@ŝipano@
@Crianlarich@|@Krianlariko@
@crib@|@fikopii, ŝtelrigardi@
@cricket@|@grilo@
@crime@|@krimo@
@Crimea@|@Krimeo@
@criminal@|@krima, krimulo@
@criminal law@|@kriminala leĝo@
@crimson@|@karmezina, karmezino@
@cripple@|@kriplulo@
@crippled@|@kripla@
@crisis@|@krizo@
@crisp@|@kraketa@
@criterion@|@kriterio@
@critic@|@kritikisto@
@critical@|@kriza@
@criticise@|@kritiki@
@criticism@|@kritiko@
@croak@|@graki, kvaki@
@Croat@|@kroato@
@Croat (woman)@|@kroatino@
@Croatia@|@Kroatio@
@Croatian@|@kroata@
@crockery@|@argilaĵo, fajenco@
@crockery set@|@servico@
@crocodile@|@krokodilo@
@crocus@|@krokuso@
@ĉrogramme@|@ĉrogramo@
@Cromer@|@Kromero@
@Cronus@|@Krono@
@crook@|@fripono@
@ĉroplane@|@ĉroplano, aviadilo, avio@
@cross@|@kolera, kruci, kruco, malbonhumora@
@cross out@|@forstreki, trastreki@
@cross roads@|@vojkruciĝo@
@cross(2)@|@transi, transiri@
@crossbow@|@arbalesto@
@cross-country@|@ĉiuterena@
@cross-cut Maryland@|@fumtabako@
@crossing@|@transiro@
@crossways@|@laŭlarĝe@
@crosswise@|@transverse@
@crossword puzzle@|@krucvortenigmo@
@crouch@|@kaŭri@
@crow@|@korniko, korvo@
@crowbar@|@levilo, levstango@
@crow-bar@|@levilo@
@crowd@|@amaso, homamaso@
@crown@|@kroni, krono@
@crŠche@|@vartejo@
@crucifix@|@krucifikso@
@crucify@|@krucumi@
@crude@|@kruda, maldelikata, maleleganta@
@crude oil@|@kruda petrolo, nafto@
@crudity@|@krudeco@
@cruel@|@kruela@
@cruise@|@krozi@
@crumb@|@panero@
@crumble@|@ĉifi, pecetiĝi@
@crumble away@|@pecetiĝi@
@crunchy@|@kraketa@
@crusade@|@krucmilito@
@crush@|@alkuro, frakasi, pisti@
@crutch@|@lambastono@
@cruzeiro@|@kruzejro@
@cry@|@bleko, krio, plori@
@cry of distress@|@timkrio@
@cry out@|@krii@
@crystal@|@kristala, kristalo@
@crystallise@|@kandizi@
@ĉsthetic@|@estetika@
@Cuba@|@Kubo@
@Cuban@|@kuba, kubano@
@cube@|@kubo@
@cuckoo@|@kukolo@
@cucumber@|@kukumo@
@cuddlesome@|@karesema@
@cuddly@|@karesema@
@cuff@|@manumo@
@cuisine@|@kuirarto@
@cul-de-sac@|@sakvojo@
@culpability@|@kulpeco@
@culprit@|@kulpulo@
@cult@|@kulto@
@cultivate@|@kreskigi, kultivi, kulturi@
@cultivated@|@bone edukita, kulturita@
@cultivation@|@kultivado@
@cultivator@|@kultivisto@
@cultural@|@kultura@
@cultural centre@|@kulturdomo@
@culture@|@kulturo@
@cultured@|@bone edukita, klera@
@cumin@|@kumino@
@cunning@|@ruza@
@cunning person@|@ruzulo@
@cunt@|@piĉo@
@cup@|@taso@
@cupboard@|@ŝranko@
@cupboardbed@|@litŝranko, ŝranklito@
@cupcake@|@kuketo@
@Cupid@|@Amoro@
@cupola@|@kupolo@
@Cura‡ao@|@Kuraso@
@curable@|@kuracebla@
@curator@|@kuratoro@
@curd@|@kazeo@
@cure@|@kuraci, resanigi, sanigi@
@curia@|@kurio@
@curiosity@|@kuriozaĵo, sciavido, scivolemo, scivolo@
@curious@|@kurioza, scivola@
@curl@|@bukli, buklo, frizi@
@curly@|@krispa@
@currant@|@ribo, ribujo, ruĝa ribo@
@currant bush@|@ribujo@
@currant juice@|@ribsuko@
@currant-jam@|@ribmarmelado@
@currency@|@valuto@
@currency unit@|@monunuo@
@current@|@aktuala, fluo, hodiaŭa, kurento, nuna, nuntempa@
@currently@|@nuntempe@
@curry@|@kareo, strigli@
@curse@|@anatemi, blasfemi, malbeni, sakri@
@cursor@|@skribmarko@
@curtail@|@malplilongigi@
@curtailment@|@malpliigo@
@curtain@|@kurteno@
@curtsy@|@riverenci, riverenco@
@curve@|@kurbo@
@curved@|@kurba, malrekta@
@cushion@|@kuseno@
@cuspidor@|@kraĉujo@
@cuss@|@blasfemi, sakri@
@custodian@|@kuratoro@
@custom@|@kutimo, moro@
@customary@|@kutima@
@customer@|@kliento@
@custom-house@|@doganejo@
@customs@|@dogano@
@cut@|@fasono, haki, kliŝo, tranĉi, tranĉvundo@
@cut a connection@|@malkonekti@
@cut into@|@ekkonsumi, ektranĉi@
@cut off@|@dehaki, detondi, detranĉi, fortranĉi@
@cut out@|@eltondi, eltranĉi@
@cut the throat of@|@gorĝotranĉi@
@cut up@|@disdividi, distranĉi@
@cut(2)@|@falĉi, fasoni, malkonekti, tajli, tondi@
@cuticle@|@ungozono@
@cutlass@|@ĉastranĉilego@
@cutlet@|@kotleto@
@cutter@|@kutro@
@cutting@|@tranĉa@
@cuttings@|@defalaĵo@
@cybernetics@|@cibernetiko@
@Cyclades@|@Cikladoj@
@cycle@|@bicikli, biciklo, ciklo@
@cycle-bag@|@biciklosako@
@cyclical@|@cikla@
@cyclist@|@biciklanto@
@cyclone@|@ciklono@
@cylinder@|@cilindro@
@cylinder phonograph@|@fonografo@
@cymbal@|@cimbalo@
@cymbalist@|@cimbalisto@
@cynic@|@cinikulo@
@cynical@|@cinika@
@cypress@|@cipreso@
@Cypriot@|@cipra, ciprano@
@Cypriot woman@|@cipranino@
@Cyprus@|@Cipro@
@czar@|@caro@
@czarina@|@carino@
@Czech@|@ĉeĥa, ĉeĥo@
@Czech Republic@|@Ĉeĥio, Ĉeĥujo@
@Czech woman@|@ĉeĥino, ĉeĥoslovakino@
@Czechoslovak@|@ĉeĥoslovaka, ĉeĥoslovako@
@Czechoslovakia@|@Ĉeĥoslovakio, Ĉeĥoslovakujo@
@Czechoslovakian@|@ĉeĥoslovaka, ĉeĥoslovako@
@d‚collet‚@|@dekolto@
@d‚cor@|@dekoracio, dekoro@
@d‚tente@|@malstreĉo@
@dabbler@|@diletanto@
@Dacca@|@Dako@
@dad@|@paĉjo@
@daddy@|@paĉjo@
@Dagestan@|@dagestana, Dagestano@
@dagger@|@ponardo@
@Daghestan@|@dagestana, Dagestano@
@dahlia@|@dalio@
@Dahomey@|@Dahomeo@
@daily@|@ĉiutaga, ĉiutage, taga@
@daily paper@|@ĵurnalo@
@dainty@|@delikata@
@daisy@|@lekanteto, margarito@
@Dakar@|@Dakaro@
@Dalmatia@|@Dalmacio@
@Dalmatian@|@dalmato@
@dam@|@baraĵo, barila digo@
@dam in@|@interdigigi@
@dam up@|@digi, interdigigi@
@damage@|@averio, damaĝi, damaĝo, difekti, difekto@
@damaged@|@difektita@
@Damascus@|@Damasko@
@dame@|@damo@
@Dammed Meuse@|@Barita Mozo@
@damn@|@damne, damni@
@Damocles@|@Damokleso@
@damp@|@humida, humideco, malsekaĵo, malsekeco@
@dampen@|@malseketigi@
@dance@|@balo, danci, danco@
@dancer@|@dancistino, dancisto@
@dancing hall@|@dancejo@
@dandelion@|@leontodo@
@dandruff@|@kaphaŭteroj@
@dandy@|@dando@
@Dane@|@dano, normano@
@danger@|@danĝereco, danĝero@
@danger of skidding@|@jordanĝero@
@dangerous@|@danĝera@
@Danish@|@dana, dana lingvo@
@Danish language@|@dana lingvo@
@Danish woman@|@danino@
@Danube@|@Danubo@
@Daphne@|@Dafno@
@Dardanelles@|@Dardaneloj@
@dare@|@aŭdaci, kuraĝi, kuraĝi entrepreni, maltimi@
@daring@|@aŭdaca, maltima@
@dark@|@malhela, malluma@
@dark blue@|@malhelblua@
@darken@|@malheliĝi@
@darkness@|@mallumo, tenebro@
@dark-room@|@kamero@
@darling@|@karega, karulino, karulo@
@Darlington@|@Darlintono@
@darn@|@diable@
@dart@|@sageto@
@dash-board@|@panelo@
@data@|@datenoj, datumoj, donitaĵoj, materialo@
@data bank@|@datenbanko@
@database@|@datenbanko@
@date@|@daktilo, dati, datiĝi, dato, rendevuo@
@date palm@|@daktilujo@
@dative@|@dativo@
@daughter@|@filino@
@daughter-in-law@|@bofilino@
@davy@|@minlampo@
@dawn@|@aŭroro, tagiĝo@
@Dawson Creek@|@Dosonkriko@
@day labourer@|@taglaboristo@
@Day of Atonement@|@Tago de Pekliberigo@
@daybreak@|@tagiĝo@
@day-care center@|@vartejo@
@daydream@|@revi, revo@
@day-dreamer@|@revulo@
@daylight@|@taglumo@
@day-nursery@|@vartejo@
@day-ticket@|@tagbileto@
@dazed@|@konfuzita@
@dazzle@|@blindigi, blindumi@
@D-chord@|@D-kordo@
@de-@|@des-@
@deacon@|@diakono@
@dead@|@malviva, morta, mortinta@
@dead key@|@senpaŝa klavo@
@Dead Sea@|@Morta Maro@
@deaden@|@amortizi, dampi@
