@English@|@Norwegian@
@eyewitness@|@øyenvitne@
@fable@|@dikte, fabel, fable@
@fabric@|@stoff, struktur, vevning@
@fabricate@|@dikte opp@
@fabrication@|@oppspinn@
@fabulous@|@fabelaktig@
@face@|@ansikt, overflate, stå overfor, tallskive@
@face tissue@|@ansiktsserviett@
@facelift@|@ansiktsløftning@
@facepack@|@ansiktsmaske@
@facetious@|@spøkefull@
@facetissue@|@ansiktsserviett@
@facial@|@ansikts-@
@facilitate@|@lette@
@facilities@|@hjelpemidler, muligheter@
@facility@|@anlegg, letthet@
@fact@|@faktum, kjennsgjerning@
@faction@|@fraksjon, gruppe@
@factious@|@fraksjonsdannende@
@factor@|@faktor@
@factory@|@fabrikk@
@factual@|@faktisk, saklig, virkelig@
@faculty@|@evne, fakultet@
@fad@|@innfall, kjepphest@
@fade@|@dempe, dø hen, falme, svinne, toning, visne@
@fag@|@sigarett, slit, slite@
@faggot@|@risknippe@
@fail@|@forsømme, slå feil, stryke, stå, svikte@
@failure@|@falitt, fiasko, svikt@
@faint@|@besvime, besvimelse, matt, svak@
@fair@|@blond, lys, marked, pen, rettferdig, rimelig@
@fairly@|@nokså@
@fairness@|@redelighet, rettferdighet@
@fairway@|@skipsled@
@fairy@|@fe@
@fairy-tale@|@eventyr, skrøne@
@faith@|@tillit, tro@
@faithful@|@trofast@
@faithless@|@troløs@
@fake@|@forfalske, forfalskning@
@faker@|@forfalsker@
@falcon@|@falk@
@fall@|@fall, falle, høst@
@fallacy@|@feilslutning@
@Fallobian tube@|@eggleder@
@fallout@|@konsekvenser, nedfall@
@fallow@|@brakkmark@
@falls@|@foss@
@false@|@falsk, uekte@
@falsehood@|@løgn@
@falsification@|@forfalskning@
@falsify@|@forfalske@
@falter@|@nøle, snuble, svikte@
@faltering@|@nølende, usikker, vaklende@
@fame@|@berømmelse, ry@
@familiar@|@fortrolig, velkjent@
@familiarity@|@fortrolighet@
@familiarize@|@gjøre seg kjent med@
@family@|@familie@
@famine@|@hungersnød@
@famished@|@skrubbsulten@
@famous@|@berømt@
@fan@|@beundrer, kornrenser, rense, vifte@
@fanatic@|@fanatiker, fanatisk@
@fanaticism@|@fanatisme@
@fanbelt@|@viftereim@
@fanciful@|@fantasifull@
@fancy@|@fantasi, innbilning, mønstret, pyntet@
@fantastic@|@fantastisk@
@far@|@fjern, fjern, langt, langt borte@
@fare@|@billettpris, takst@
@fare (as in fare well)@|@fare@
@faremeter@|@taksameter@
@farestage@|@takstsone@
@farewell@|@avskjed, farvel@
@far-fetched@|@søkt, usannsynlig@
@farm@|@gård@
@farmer@|@bonde, gårdbruker@
@farming@|@jordbruk@
@farmyard@|@gårdsplass@
@fart@|@fis@
@farted@|@fes@
@farther@|@fjernere, lengre@
@farthest@|@fjernest, lengst@
@fascinate@|@fasinere, fortrylle@
@fascinating@|@fasinerende@
@fashion@|@mote, måte@
@fashionable@|@elegant, moderne@
@fast@|@faste, hurtig, rask@
@fast train@|@hurtigtog@
@fasten@|@feste, knytte, lukke@
@fastener@|@lås@
@fastidious@|@kresen@
@fastness@|@hurtighet@
@fat@|@fet, fett, tykk@
@fatal@|@dødbringende, skjebnesvanger, skjebnesvangre@
@fatality@|@skjebnebestemt, ulykke@
@fatally@|@skjebnesvangert@
@fate@|@skjebne@
@fateful@|@skjebnesvanger, skjebnesvangre@
@father@|@far@
@fatherhood@|@farskap@
@father-in-law@|@svigerfar@
@fatherless@|@farløs@
@fatherly@|@faderlig@
@fathom@|@favn, lodde@
@fatigue@|@tretthet@
@fatsuction@|@fettsuging@
@fattiness@|@fettholdighet@
@faucet@|@tappekran@
@fault@|@feil, skyld@
@faultless@|@feilfri@
@faulty@|@mangelfull@
@favor@|@nåde@
@favour@|@begunstige, tjeneste, velvilje@
@favourable@|@gunstig@
@favoured@|@begunstiget@
@favourite@|@favoritt, yndling@
@fax@|@fakse@
@faxmachine@|@faks@
@fear@|@frykte, være redd for@
@fearful@|@engstelig, fryktelig@
@fearless@|@fryktløs@
@feasibility@|@gjennomførlighet, mulighet@
@feasible@|@gjennomførlig, mulig@
@feast@|@beverte, fest, høytid, pryd@
@feat@|@prestasjon@
@feather@|@fjær@
@feathery@|@fjærkledd, fjærlett@
@feature@|@attraksjon, innslag, særpreg, trekk@
@featureless@|@uten særpreg@
@febrifuge@|@febernedsettende middel@
@February@|@februar@
@fecund@|@fruktbar@
@fed up@|@lei@
@federal@|@forbunds-, føderal@
@federate@|@gå sammen i forbund@
@federation@|@forbund, føderasjon@
@fee@|@gebyr, honorar@
@feeble@|@svak@
@feed@|@fôre, mate, måltid, spise@
@feedback@|@tilbakemelding@
@feeder@|@en som mater@
@feel@|@føle, kjenne, oppleve@
@feel able@|@makte@
@feel restored@|@føle seg frisk igjen@
@feel sick@|@være kvalm@
@feel sorrow@|@sørge@
@feel sorry for@|@synes synd på@
@feel up to it@|@makte@
@feeler@|@følehorn, føler@
@feeling@|@følelse, innlevelse@
@feet@|@fot, føtter@
@feign@|@late som@
@felicitate@|@lykkønske@
@felicitation@|@lykkønsning@
@felicity@|@lykke@
@fellow@|@fyr, kamerat, medlem, stipendiat@
@fellowship@|@fellesskap, kameratskap, samhold@
@felon@|@forbryter@
@felony@|@forbrytelse@
@felt@|@filt@
@female@|@hunn, kvinne, kvinnelig@
@feminine@|@feminin, kvinnelig@
@fence@|@fekte, gjerde, hele, heler@
@fence in@|@inngjerde@
@fencer@|@fekter@
@fencing@|@fekting@
@fend off@|@avverge, parere@
@fender@|@bilskjerm, fender, støtfanger@
@fennel@|@fennikel@
@ferment@|@ese, gjære, gjæringsmiddel@
@fermentation@|@esing, gjæring@
@fern@|@bregne@
@ferocious@|@glupsk, vill@
@ferret@|@fritte, lider, oppspore@
@ferry@|@ferje@
@fertility@|@fruktbarhet@
@fertilization@|@befruktning@
@fertilize@|@befrukte, gjødsle@
@fertilizer@|@kunstgjødsel@
@fervent@|@glødende, ivrig@
@fervour@|@inderlighet@
@festival@|@festspill, høytid@
@festive@|@festlig@
@festivity@|@festlighet@
@festoon@|@girlander@
@fetch@|@hente, innbringe@
@fetter@|@fotlenke, lenke@
@feud@|@feide, strid@
@feudal@|@føydal@
@feudalism@|@føydalisme, lensvesen@
@fever@|@feber@
@feverish@|@febrilsk@
@few@|@få@
@fiancèe@|@forlovede@
@fib@|@liten løgn@
@fibre@|@fiber, støpning@
@fickle@|@ustadig@
@fiction@|@diktning, oppdiktning, skjønnlitteratur@
@fictitious@|@fiktiv, oppdiktet@
@fictive@|@fiktiv@
@fiddle@|@fele@
@fidelity@|@troskap@
@fidgety@|@være urolig@
@field@|@felt, jorde@
@fiend@|@djevel@
@fierce@|@barsk, sint, voldsom@
@fiery@|@flammende, fyrig, heftig@
@fifteen@|@femten@
@fifth@|@femte@
@fiftieth@|@femtiende@
@fifty@|@femti@
@fig@|@fiken, fikentre@
@fight@|@kamp, kjempe, slagsmål, slåss@
@fighterjet@|@jagerfly@
@figure@|@anta, figurere, framstille, skikkelse, tall@
@figure out@|@forstå@
@file@|@arkiv, arkiver, fil, kartotek@
@filial@|@datterlig, sønnlig@
@filigree@|@filigran@
@fill@|@fyll, fylle, inneha, plombere@
@fillet@|@filèt@
@fill-in@|@påføre@
@filling@|@fyll, plombe@
@fillingstation@|@bensinstasjon@
@filly@|@hoppeføll@
@film@|@film, filme, hinne@
@filmclip@|@filmsnutt@
@filter@|@filter, filtrere@
@filth@|@skitt, smuss@
@fin@|@finne@
@final@|@endelig, finale, sist@
@finale@|@finale@
@finalize@|@sluttføre@
@finally@|@endelig, omsider, tilslutt@
@finals@|@avgangseksamen@
@finance@|@finans, finansiere@
@finances@|@finanser@
@financial@|@finans-, økonomisk@
@find@|@finne, funn, synes@
@finder@|@søker@
@finding@|@funn, kjennelse@
@findings@|@resultater@
@fine@|@bot, bøtele, mulkt, pen, purregebyr, skjønn, utmerket, vakker@
@fineness@|@finhet@
@finery@|@pynt@
@finger@|@finger, fingre med, ta på@
@fingerprint@|@fingeravtrykk@
@finicky@|@nøyeregnende@
@finish@|@avslutte, finpuss, oppløp, slutt, sluttstrøk@
@finished@|@ferdig, fullbrakt@
@Finland@|@Finland@
@finnish@|@finsk@
@fir@|@furu, gran@
@fire@|@brann, bål, fyre av, ild, lidenskap, sparke, varme@
@fire dept@|@brannvesenet@
@fire up@|@fyre opp@
@fire(a shot)@|@løse@
@fire-extinguisher@|@brannslukkings-apparat@
@firing@|@avfyring, skyting, tenning@
@firm@|@firma, standhaftig@
@firmness@|@fasthet@
@first@|@første@
@first edition@|@originalutgave@
@first night@|@première@
@first refusal@|@forkjøpsrett@
@firstly@|@for det første@
@firth@|@fjord@
@fish@|@fisk, fiske@
@fish hook@|@fiskekrok@
@fisheries@|@fiskeri@
@fisherman@|@fisker@
@fishfarm@|@fiskeoppdretter, havbruk@
@fishing rod@|@fiskestang@
@fishmonger@|@fiskehandler@
@fission@|@spalting@
@fist@|@knyttneve, neve@
@fit@|@passe, passende, skikket, slag@
@fitness@|@egenhet, kondisjon@
@fitted@|@tilpasset@
@fitter@|@montør@
@fitting@|@montering@
@fittings@|@armatur, tilbehør, utstyr@
@five@|@fem@
@fix@|@avtale, feste, fiksere, ordne, stelle@
@fixation@|@binding, fiksering@
@fixative@|@bindemiddel@
@fixed@|@fastsatt, festet@
@fizz@|@bruse, skumme@
@fizzy@|@musserende@
@fjord@|@fjord@
@flabbergast@|@forbløffende@
@flabby@|@kvapset, pløsete, slapp@
@flag@|@flagg@
@flagpole@|@flaggstang@
@flagrant@|@åpenbar@
@flagstone@|@helle@
@flair@|@eleganse, nese, teft@
@flak@|@antiluftskyts@
@flake@|@flak, fnugg@
@flake off@|@flasse, skalle av@
@flame@|@flamme@
@flan@|@fruktterte@
@flank@|@flanke@
@flannel@|@flanell@
@flannels@|@flanellsbukser@
@flap@|@blafre, blafring, klaff@
@flare@|@bluss, blusse, flakke@
@flash@|@blink, blinke, glimt@
@flashbulb@|@blitzpære@
@flasher@|@blinklys, blitz@
@flashlight@|@lommelykt@
@flashy@|@glorete, prangende@
@flask@|@feltflaske, flaske, kolbe, lommelerke@
@flat@|@flat, flat, flate, leilighet, punktering, slett, slette@
@flat-footed@|@plattfot@
@flat-iron@|@strykejern@
@flatly@|@kategorisk@
@flatten@|@gjøre flat@
@flatter@|@smigre@
@flatterer@|@smigrer@
@flattery@|@smiger@
@flavor@|@brytning@
@flavour@|@aroma, smak@
@flaw@|@feil@
@flawless@|@feilfri@
@flax@|@lin@
@flay@|@flå@
@flea@|@loppe@
@fleamarket@|@loppemarked@
@flee@|@flykte@
@fleece@|@flå, klippe, plyndre, skinn, ull@
@fleecy@|@ullen@
@fleet@|@flåte, vognpark@
@flesh@|@kjøtt@
@fleshy@|@kjøttfull, kjøttfulle@
@flex@|@ledning@
@flexibility@|@bøyelighet, fleksibilitet@
@flexible@|@bøyelig, fleksibel@
@flick@|@knipse@
@flicker@|@blafre, flimre@
@flier@|@flyger@
@flight@|@flukt, flygning, flytur, svev@
@flimsy@|@spinkel@
@flinch@|@vike tilbake@
@fling@|@hive, kast, kaste seg, slenge@
@flint@|@flint@
@flip@|@knips, knipse@
@flippant@|@fleipete, rappmunnet@
@flirt@|@flørte@
@flirtation@|@flørt@
@flit@|@pile, smette@
@float@|@dupp, flottør, flyte, flåte@
@flock@|@flokk, flokkes, ulldott@
@floe@|@isflak@
@flog@|@piske@
@flogging@|@piske, pisking, pryl@
@flood@|@flom, overflomme, oversvømmelse@
@floodgate@|@sluseport@
@floodlight@|@flomlys@
@floodlit@|@flombelyst@
@flood-tide@|@flo, høyvann@
@floor@|@etasje, golv@
@flop@|@bakse, deise, fiasko, slå@
@floppy@|@slapp@
@floppydisk@|@diskett@
@Florence@|@Firenze@
@florid@|@overlesset, rødmusset@
@florist@|@blomsterhandler@
@floss@|@dun@
@flounced@|@med kapper@
@flounder@|@bakse, flyndre@
@flour@|@mel@
@flourish@|@fanfare, florere, snirkel, trives@
@flourishing@|@blomstrende@
@flow@|@flo, flyte, stige, strøm@
@flower@|@blomst, blomstre@
@flowering@|@blomstring@
@flown@|@fløyet@
@fluctuate@|@svinge, variere@
@fluctuation@|@svingning@
@fluency@|@taleferdighet@
@fluent@|@flytende@
@fluff@|@lo@
@fluffy@|@dunbløt@
@fluid@|@flytende, væske@
@flunk@|@avvise, gi strykkarakter@
@fluorescent tube@|@lysrør@
@fluoridation@|@fluorisering@
@fluoride@|@fluor@
@flurried@|@forfjamset@
@flurry@|@kave, vindstøt@
@flush@|@rødme, spyle, strøm@
@flustered@|@oppskjørtet@
@flute@|@fløyte@
@flutter@|@flagre, flagring, gjøre urolig, vibrering, vifte@
@fly@|@buksesmekk, flue, flykte@
@flyer@|@flyger@
@flying saucer@|@flygende tallerken@
@fly-rod@|@fluestang@
@foal@|@føll, følle@
@foam@|@skum, skumme@
@foamy@|@skummende@
@focus@|@brennpunkt, fokus, fokusere@
@fodder@|@fôr@
@foetus@|@foster@
@fog@|@dis, skodde, tåke@
@foggy@|@diset, tåket, uklar@
@foil@|@florett, folie, forhindre, forpurre@
@fold@|@brette, fold, folde@
@fold up@|@legge sammen, opphøre@
@folder@|@falsemaskin, folder, mappe@
@folding chair@|@klappstol@
@foliage@|@løvverk@
@folk@|@folk, mennesker@
@follow@|@etterfølge, følge@
@follow up@|@oppfølging@
@follower@|@tilhenger, tilhengerskar@
@following@|@følgende, påfølgende, tilhengerskar@
@folly@|@dårskap@
@fond@|@kjærlig@
@fondle@|@kjærtegne@
@food@|@kost, mat@
@fool@|@bedra, narre, tosk, tøyse@
@foolhardy@|@dumdristig@
@foolish@|@tåpelig@
@foolishness@|@tåpelighet@
@foolproof@|@idiotsikker@
@foot@|@fot@
@football@|@fotball@
@football association@|@fotballforbund@
@foothold@|@fotfeste@
@footing@|@fotfeste@
@footpath@|@gangsti@
@footprint@|@fotspor@
@footsole@|@fotsåle@
@footstep@|@fottrinn@
@for@|@av, for, til@
@for instance@|@for eksempel@
@for my sake@|@for min skyld@
@for sale@|@til salgs@
@for the reason that@|@fordi@
@for the time being@|@foreløpig, inntil videre@
@forage@|@fôr@
@forbear@|@unnlate@
@forbearance@|@overbærenhet@
@forbid@|@forby@
@forbidden@|@forbuden, forbudt@
@forbidding@|@avskrekkende, frastøtende@
@force@|@forsere, kraft, makt, sprenge, styrke, tvinge@
@forced@|@påtvungen@
@forcible@|@tvangs-@
@forcibly committed (to hospital)@|@tvangsinnlagt@
@ford@|@vade over, vadested@
@fore@|@for-, foran, forrest@
@forearm@|@underarm@
@forebode@|@varsle@
@forecast@|@forutsi, forutsigelse@
@forecastle@|@ruff@
@forefinger@|@pekefinger@
@forefront@|@forreste linje@
@foreground@|@forgrunn@
@forehead@|@panne@
@foreigner@|@fremmed, utlending@
@foreignworker@|@fremmedarbeider@
@foremost@|@forrest, fremst@
@forerunner@|@forløper@
@foresee@|@forutse@
@foreseen@|@forutsett@
@forest@|@skog, skog@
@forestation@|@skogplantning@
@forester@|@forstmann@
@forestmanagement@|@skogforvaltning@
@forestry@|@skogindustri, skogvesen@
@forever@|@evig, for alltid@
@foreword@|@forord@
@forfeit@|@forbrutt, forspille, forspilt, pant@
@forge@|@danne@
@forget@|@glemme@
@forgetful@|@glemsom@
@forgive@|@forlate, tilgi@
@forgiveness@|@tilgivelse@
@fork@|@dele seg, gaffel, greip, veiskille@
@form@|@blankett, danne, form, forme, skikkelse, skjema, skoleklasse@
@form a part of@|@inngå@
@formal@|@formell@
@formality@|@formalitet@
@formally@|@formelt@
@format@|@formatere@
@formation@|@danning, formasjon@
@formative@|@grunnleggende@
@former@|@forhenværende, tidligere@
@formerly@|@tidligere@
@formic@|@maur-@
@formicide@|@maurmiddel@
@formidable@|@fryktinngytende, imponerende@
@formula@|@formel, oppskrift@
@formulate@|@formulere@
@forsake@|@oppgi, svikte@
@forth@|@fram@
@forthcoming@|@forestående, imøtekommende@
@forthright@|@liketil, åpenhjertig@
@forthwith@|@straks@
@fortieth@|@førtiende@
@fortify@|@befeste, forsterke@
@fortitude@|@sjelsstyrke@
@fortnight@|@fjorten dager@
@fortress@|@festning@
@fortuitous@|@tilfeldig@
@fortunate@|@heldig@
@fortunately@|@heldigvis@
@fortune@|@formue, lykke, skjebne@
@fortuneteller@|@spåkone, spåmann@
@forty@|@førti@
@forward@|@forrest, fremmelig, fremover, videresende@
@forwarding@|@foresendelse@
@forwarding agent@|@speditør@
@foster@|@fostre, ha i pleie, oppmuntre@
@foul@|@skitten, stygg, uærlig, vulgær@
@foul play@|@lureri@
@found@|@grunnlegge, opprette, støpe@
@found(establish)@|@stifte@
@foundation@|@fundament, grunnleggelse, grunnmur, legat, stiftelse@
@foundry@|@støperi@
@fountain@|@fontène, kilde, kilde@
@fountain pen@|@fyllepenn@
@four@|@fire@
@fourfold@|@firedobbelt@
@fourteen@|@fjorten@
@fourth@|@fjærde@
@fox@|@rev@
@fraction@|@brøkdel@
@fractional@|@brøk-@
@fracture@|@brudd@
@fractured@|@brukket@
@fragile@|@skjør@
@fragment@|@bruddstykke@
@fragrance@|@duft, vellukt@
@fragrant@|@duftende, velluktende@
@frail@|@skrøpelig, svak@
@frailty@|@skrøpelighet, svakhet@
@frame@|@innramme, karm, narre, ramme, skjelett, struktur@
@frames@|@rammer@
@framework@|@rammeverk, skjelett@
@France@|@Frankrike@
@franchise@|@rettighet, stemmerett@
@frank@|@likefram, åpen, åpenhjertig@
@frankly@|@ærlig, åpent@
@frankness@|@åpenhet@
@frantic@|@panisk, vill@
@fraternal@|@broderlig@
@fraternity@|@brorskap@
@fraud@|@bedrageri, svindel, svindler@
@fraudulent@|@falsk, svikefull@
@fraught@|@anspent, nervøs@
@frayed@|@frynsete@
@freak@|@lune, original@
@freakish@|@uvanlig@
@freaky@|@sprø@
@freckle@|@fregne@
@free@|@befri, fri, frigjøre, gratis, ledig, utvungen@
@free of charge@|@gratis@
@freedom@|@frihet@
@freedom from responsibility\liability@|@ansvarsfrihet@
@freehanded@|@gavmild@
@freeholder@|@selveier@
@freemason@|@frimurer@
@freeway@|@motorvei@
@freeze@|@fryse, stivne@
@freezer@|@fryser@
@freight@|@frakt, frakte, last@
@freighter@|@lastebåt@
@French@|@Fransk@
@frenzy@|@raseri, vanvidd@
@frequency@|@frekvens, hyppighet@
@frequent@|@frekventere, hyppig@
@fresh@|@fersk, frisk, ny, uerfaren@
@freshen@|@friske på@
@freshen up@|@stelle seg@
@freshness@|@friskhet@
@freshwater@|@ferskvann@
@fret@|@ergre, gnage, irritere, slite på@
@fretful@|@gretten@
@fretsaw@|@løvsag@
@friar@|@tiggermunk@
@friction@|@friksjon, gnidning@
@Friday@|@fredag@
@fridge@|@kjøleskap@
@friend@|@bekjent, venn, venn, venninne@
@friendly@|@vennlig, vennskapelig@
@friendship@|@vennskap@
@frieze@|@frise, vadmel@
@fright@|@skrekk@
@frighten@|@skremme@
@frightful@|@skrekkelig@
@fringe@|@frynse, kante, pannelugg, utkant@
@fringe benefits@|@frynsegoder@
@frisky@|@leken, spretten@
@frivolity@|@fjollethet, lettsindighet@
@frivolous@|@betydningsløs, fjollete@
@frock@|@kjole@
@frog@|@frosk@
@frogfish@|@breiflabb@
@frogman@|@froskemann@
@frolic@|@boltre seg, munterhet@
@from@|@etter, fra, på grunnlag av, ut fra@
@from within@|@innenfra@
@front@|@fasade, forside, front@
@front door@|@inngangsdør@
@frontage@|@forside@
@frontier@|@grense@
@frontpage@|@forside@
@frontwing@|@forskjerm@
@frost@|@frost, rim@
@frostbitten@|@frostskadet@
@frosted@|@dekket av rim, mattslipt@
@frosty@|@is-, kald@
@froth@|@fråde, skum, skumme@
@frown@|@rynke@
@frown on@|@misbillige@
@frozen@|@frosset, sperret, tilfrosset@
@frugal@|@nøysom, sparsommelig@
@fruit@|@frukt@
@fruitful@|@fruktbar@
@fruitless@|@nytteløs@
@frustrate@|@forpurre, frustrere@
@frustration@|@forpurring, skuffelse@
@fry@|@steke, yngel@
@frying pan@|@stekepanne@
@fuck@|@knulle@
@fuel@|@brensel, drivstoff@
@fuel gauge@|@bensinmåler@
@fuel oil@|@fyringsolje@
@fugitive@|@flyktende, flyktig, flyktning@
@fulfil@|@innfri, oppfylle@
@fulfilment@|@oppfullelse@
@full@|@forsynt, full, fullstendig, hel, utførlig@
@fullness@|@fylde@
@fully@|@fullt ut@
@fumble@|@famle, rote@
@fume@|@damp, dunste, rase, ryke, røyk@
@fumigate@|@desinfisere@
@fun@|@fornøyelse, moro@
@function@|@fungere, funksjon, oppgave@
@functional@|@funksjonell, funksjons-@
@fund@|@finansiere, fond, kapital@
@fundamental@|@fundamental@
@funds@|@midler@
@funds granted@|@tildelte midler@
@funeral@|@begravelse@
@funeral directors@|@begravelsesbyrå@
@funeral pyre@|@likbål@
@fungicide@|@soppdreper@
@fungus@|@sopp@
@funnel@|@skorstein, trakt@
@funny@|@morsom, pussig@
@fur@|@pels, tungebelegg@
@fur coat@|@pels@
@fur piece@|@pels@
@fur-bearing animal@|@pelsdyr@
@furcoat@|@pelskåpe@
@furious@|@rasende@
@furlined@|@skinnforet@
@fur-lined@|@skinnforet@
@furnace@|@ovn@
@furnish@|@forsyne, møblere, utstyre@
@furnished@|@møblert@
@furniture etc.@|@innbo@
@furrier@|@buntmaker@
@furrow@|@fure, lage furer i@
@furs@|@pelsverk@
@further@|@lenger, mer, videre, ytterligere@
@further education@|@videreutdanning@
@furthermore@|@dessuten@
@furtive@|@hemmelig, hemmelighetsfull@
@fury@|@furie, raseri@
@fuse@|@lunte, sikring@
@fuse box@|@sikringsskap@
@fusible@|@lettsmeltelig@
@fusion@|@fusjon, sammensmelting@
@fuss@|@mase, oppstyr@
@fussy@|@kresen, masete@
@futile@|@forgjeves, intetsigende, nytteløs@
@futility@|@formålsløshet@
@future@|@fremtid, fremtidig@
@fuzzy@|@flokete, krusete@
@gab@|@skravle@
@gable@|@gavl@
@gad about@|@farte omkring@
@gadfly@|@brems, klegg@
@gadget@|@greie, innretning@
@gag@|@knebel, kneble, vits@
@gage@|@pant@
@gaiety@|@lystighet@
@gain@|@gagn, høste, oppnå, tjene, vinne, vinning, økning@
@gait@|@gangart@
@gaiter@|@gamasje@
@gale@|@kuling, storm@
@gall@|@bitterhet, galle, gnage, gnagsår, irritere@
@galled@|@hudløs@
@gallery@|@galleri, stoll@
@galley@|@bysse@
@gallop@|@galopp, galoppere@
@gallows@|@galge@
@gallstone@|@gallestein@
@Gallup poll@|@gallupundersøkelse@
@galore@|@i massevis@
@galosh@|@kalosje@
@gamble@|@hasard, spill, spille@
@gambler@|@spiller@
@game@|@spill@
@gamekeeper@|@skogvokter@
@gamelicence@|@jaktlisens@
@gander@|@gasse@
@gang@|@arbeidslag, bande, gjeng@
@gangrene@|@koldbrann@
@gangrenous@|@angrepet av koldbrann@
@gangway@|@fallrep, landgang, midtgang@
@gaol@|@fengsel, fengsel@
@gap@|@hull, kløft, åpning@
@gape@|@gape, måpe@
@garage@|@bensinstasjon, bilverksted, garasje@
@garbage@|@avfall, søppel@
@garden@|@hage, hage@
@gardener@|@gartner@
@gardening@|@hagearbeid, hagebruk@
@gargle@|@gurgle, gurglevann@
@garland@|@bekranse, krans@
@garlic@|@hvitløk@
@garment@|@klesplagg, plagg@
@garnet@|@granat@
@garnish@|@garnere, garnering, pynte@
@garret@|@kvisteværelse@
@garrison@|@garnison@
@garrulous@|@snakkesalig@
@garter@|@sokkeholder, strømpebånd@
@gas@|@gass@
@gash@|@flenge, gapende sår@
@gasket@|@pakning@
@gasolene@|@bensin@
@gasoline@|@bensin@
@gasp@|@gispe, hikse hikste@
@gasped@|@hikse hikste@
@gastric@|@mage-@
@gastric ulcer@|@magesår@
@gastrulcer@|@magesår@
@gate@|@grind, port@
@gateway@|@inngangsport@
@gather@|@plukke, samle, øke@
@gathering@|@sammenkomst@
@gaudy@|@glorete, grell@
@gauge@|@dimensjon, måler, sporvidde@
