@English@|@Tagalog@
@Edinburgh@|@Edinbur@
@editor@|@ang nagpalimbag, namamahalà, namamatnugot@
@editorial@|@pangulong lagdâ@
@educate@|@mag-alagà, mag-iwí, magturò@
@education@|@alagà, edukasyón, galang, iwí, pag-aáral, pinagaralan, turò@
@educator@|@tagapag-iwí, tagapagturò@
@educe@|@hanguin, ihayag, ilitaw@
@eel@|@palós@
@efface@|@katkatín, lipulin, pawiin@
@effect@|@gawín, nagíng bunga, pinangyarihan, yariin@
@effective@|@kasalukuyan, mabagsik, mabisa, masidhî, masigla@
@effectual@|@mabisá, masidhî@
@effeminacy@|@karwagan, pagpapakababae@
@effeminate@|@kilos babae, madwag, magpakababae, tila babae@
@effervesce@|@bumulwak, kumulô, sumilakbo@
@effervescence@|@bulwak, kulô, silakbo@
@effete@|@baog, gasgas, pudpod@
@efficacious@|@mabagsik, mabisà, masidhî@
@efficacy@|@bagsik, bisà, sidhî@
@efficiency@|@bisà ng paggawâ@
@efficient@|@mabisà, nakagagawâ@
@effigy@|@larawan@
@efflulgence@|@dilag, kintab, ningning, silaw@
@effluvium@|@agas@
@effort@|@masákit, sikap@
@effrontery@|@kahalayan, kalapastanganan@
@effulgent@|@makintab, maningning, marilag, nakasisilaw@
@effuse@|@ibugsô, ibuhos@
@effusion@|@pagbubugsô, pagbubuhos@
@effusive@|@bumubugsô, naglalagos@
@eft@|@butikî@
@egg@|@itlóg, magbuyó, mungkahiin@
@egg-plant@|@talóng@
@egg-shell@|@balat ng itlog@
@egregious@|@bantog, bunyî, magiting@
@egress@|@pag-alis, paglabas@
@Egypt@|@Ehipto@
@Egyptian@|@nahihinggil sa Ehipto, taga Ehipto@
@Eh!@|@ano@
@eight@|@otso, waló@
@eight o'clock PM@|@alas otso ng hating gabi@
@eighteen@|@disiotso, labingwaló@
@eighteenth@|@ikalabing walo@
@eightfold@|@makáwalo@
@eighth@|@ikawaló, pangwaló@
@eightieth@|@ika walong pû@
@eighty@|@otsenta, walumpû@
@either@|@alin man, kahiman, kahit alin, maging, o man@
@ejaculate@|@magbadyá ng pabiglâ, magpaalis, magwaksí@
@ejaculation@|@pagbabadya ng pabiglâ, pagpapaalis, pagwawaksí@
@eject@|@ihagis, itapon@
@ejection@|@paghahagis, pagtatapon@
@ejectment@|@pananamsam, pangangamkam@
@eke@|@dagdag, humabà, maglwat, máragdagan@
@elaborate@|@maayos, maigi@
@elapse@|@lumipas, makaraan ang panahon@
@elastic@|@napahahabà, parang lástiko, sunodsunuran@
@elastical@|@napahahabà, parang lastiko, sunodsunuran@
@elasticity@|@pagkaparang lástiko@
@elate@|@hambog, maghambog, magmalakí, mapagmalakí@
@elation@|@kahambugan, pagmamalakí@
@elbow@|@manikó, síko, sikuhin@
@eld@|@ang matatandâ, katandaan@
@elder@|@lalong matandâ, nakatatanda@
@elderly@|@may katandaan@
@elders@|@ang matatandâ, kanunuan@
@eldership@|@katandáan@
@eldest@|@kátandatandaan, pinaka matandâ@
@eldest sister@|@ate@
@elect@|@halál, hirang, ihahal, maghalal, pilí@
@election@|@halálan, paghahalal@
@elective@|@hinggil sa paghahalalan@
@elector@|@manghahalal@
@electoral@|@hinggil sa paghahalal@
@electric@|@eléktrika, eléktriko, nauukol sa lintik@
@electric fan@|@bentiladór@
@electrical@|@eléktriko, nauukol sa lintik@
@electricity@|@dagitab, elektrisidad, koryente, kuryente@
@electrify@|@elektrisahín, pakwanán ng elektrisidad@
@elegance@|@inam, kinis, kisig@
@elegant@|@makisig@
@element@|@bahagi, simulâ@
@elemental@|@nauukol sa bahagi ó simulâ@
@elementary@|@simulâ@
@elements@|@abakada, alpabeto, katitikan@
@elephant@|@elefante@
@elephantine@|@gaelepante, napakalaki@
@elevate@|@Itaas, Mataas, matayog, pataasin, táas@
@elevation@|@pagkataas, pagpapataas@
@elevator@|@makinang pangtaas@
@eleven@|@labíng-isá, onse@
@eleven o'clock AM@|@alas onse ng umaga@
@eleven o'clock PM@|@alas onse ng hating gabi@
@eleventh@|@ika labing isa, pang-onse, panlabíng-isá@
@elf@|@dwende, gusutin ang buhok, nunò@
@elfin@|@hinggil sa dwende@
@elicit@|@isagawâ@
@eligibility@|@ang kalagayan na máihahalal@
@eliminate@|@alisin, linawin@
@elite@|@ang maigi, ang pinaka mainam@
@elixir@|@elixir, gamot@
@elk@|@malaking usá@
@elocution@|@pananalitâ, pananalumpatì, pangungusap@
@elocutionist@|@mánanalumpatì@
@elongate@|@ilayô, pahabain, unatin@
@elongation@|@pag-uunat, paglalayô, pagpapahabà@
@elope@|@magtaanan ng babae, tanan@
@elopement@|@pagtataanan ng babae@
@eloquence@|@gandá ng pananalitâ, kainaman sa pananalitâ@
@eloquent@|@magandang manalitâ, mainam na manalitâ@
@else@|@ibá, kung dilì, pa, sa ibang paraan, sakâ@
@elsewhere@|@sa kabilang dako@
@elucidate@|@ipaliwanag, liwanagan@
@elucidation@|@kaliwanagan, paliwanag@
@elude@|@umilag, umiwas@
@eludible@|@maiilagan, maiiwasan@
@elusion@|@ilag, iwas@
@elusive@|@marayà, nakakadayà@
@elusory@|@nakakadayà@
@elve@|@enkanto@
@elvish@|@enkantado, may enkanto@
@emaciate@|@pangayayatin, panipisín@
@emaciation@|@pagnipis, pangangayayat@
@emanate@|@magbuhat, magmulâ, manggaling@
@emanation@|@pagbubuhat, pagmumulâ, panggagaling@
@emancipate@|@magpalayà@
@emancipation@|@pagpapalayà@
@emasculate@|@bating, kapon, kapunín, kumapon@
@embalm@|@embalsamahin@
@embank@|@magtabon, magtambak@
@embankment@|@tabon, tambak@
@embarcation@|@sasakyan sa tubig@
@embark@|@lumulan, maglulan, magsakay, sumakay@
@embarrass@|@gumuló, lumitó, manglitó, tumulíg@
@embarrassment@|@guló, gusot@
@embassy@|@pasugò ng isang bansá@
@embattle@|@humanay sa pakikipagbaka@
@embellish@|@pagandahin, parikitin@
@embellishment@|@paggagayak, pagpapaganda, pagpapalamuti@
@embelzzment@|@pagnanakaw, pangduduwit@
@embers@|@baga@
@embezzle@|@mag-aksayá, mag-alibughâ, magnakaw@
@emblem@|@sasisag@
@emblematic@|@nauukol sa sagisag@
@emblematical@|@nauukol sa sagisag@
@embodiment@|@kapisanan, samahán@
@embody@|@ipisan, isama@
@embolden@|@lumakas ang loob, tumapang@
@emboss@|@maglilok, magtampok ng palamuti@
@embrace@|@yakap, yapos, yumakap, yumapos@
@embracement@|@pagyakap, pagyapos@
@embrass@|@ipahiya@
@embrocate@|@humilot, pahiran ng gamot@
@embrocation@|@paghilot, pagpapahid ng gamot@
@embroider@|@magburdá, manahî@
@embroidery@|@bordado, táhiin@
@emend@|@isaayos, pabutihin@
@emendation@|@pagpapakabuti, pagsasaayos, pagtutwid@
@emerge@|@lumabas, lumitaw, magmulâ, manggalin@
@emergency@|@pangyayaring hindî sinasadyâ@
@emery@|@lihà@
@emetic@|@nakákasuka, pangpasuka, pangpasuka@
@emigrant@|@nangingibang bayan@
@emigrate@|@mangibang bayan@
@emigration@|@pangingibang bayan@
@eminence@|@kabunyian, kadakilaan, karilagan, kataasan@
@eminency@|@kabunyian, kadakilaan, karilagan, kataasan@
@eminent@|@bunyî, magiting, marilag@
@emissary@|@sugong lihim, tiktik@
@emission@|@paglalabas@
@emit@|@maghayag, maglabas, maglitaw@
@emmet@|@guyam, langgám@
@emolliate@|@lumambot@
@emollient@|@pangpalambot@
@emolument@|@tubò@
@emotion@|@baklá, kabá, kutog, sigla, sikdó@
@emotional@|@nakababaklá, nakakapagpasigla@
@emotions@|@damdamin@
@emperor@|@emperador, harì ng malaking bansá@
@emphasis@|@diín@
@emphasise@|@manalitâ ng mariín@
@emphatic@|@mariín@
@empire@|@imperyo, malaking kaharian@
@employ@|@gamítin, gáwain sa isang káwanihan, tunkúlin@
@employee@|@kawáni@
@employment@|@kalagayang pagkakawaní@
@emporium@|@bayang kálakalan, dakong tiyángihan, pámilihan@
@empower@|@magbigay kapangyarihan@
@empress@|@emperatrís@
@emptiness@|@kawalan ng laman@
@empty@|@walang laman@
@emulate@|@gumaya, lumaban, makipagpunyagî@
@emulation@|@pakikilaban, pakikipagpunyagî@
@emulsion@|@pangalan ng gamot@
@enable@|@maka...., makakaya@
@enact@|@mag-utos, magbigay utos, magtatag magpasyá@
@enactment@|@pasiya, utos@
@enamour@|@mangibig, mangligaw@
@encage@|@isilid sa haula, kulungin@
@encampment@|@kampamento@
@encase@|@isilid sa kaha ó sa kahón@
@enchain@|@itanikalâ@
@enchant@|@bihagin ang kalooban, ganyakin, halinahin@
@encircle@|@bakurin, kubkubin, kulungin@
@enclose@|@bakuran@
@enclosure@|@dakong nababakuran, loobán@
@encompass@|@ligirin@
@encore@|@hala pa ulî, hali pa!, Isa pa!@
@encounter@|@banggâ, bunggô, mákatagpô, sagupà, tagpô@
@encourage@|@magpalakas ng loob, magpatapang@
@encouragement@|@pangpalakas ng loob, pangpatapang@
@encroach@|@kumamkám, mangamkám@
@encroachment@|@pangangamkam@
@encumber@|@gumambalà, umabala@
@encumbrance@|@abala, gambalà@
@end@|@Dulo, hanggá, hangganan, katapusán, katapusán, tumapos, wakás@
@end up@|@dumatíng@
@endanger@|@mangambá, manganib@
@endear@|@mahalín@
@endearment@|@pagmamahal@
@endeavor@|@magsikap, magsumakit, magsumikap, masákit@
@ending@|@katapusán, pagkatapos, paglilikat, wakás, wakás@
@ending (1)@|@paghanggá, pagkalutas, pagkautas@
@endless@|@walang dulo, walang hanggan, walang katapusan@
@endorse@|@magpahintulot, pumirmá@
@endow@|@magdulot, makaloob ng bigay-kaya@
@endowment@|@bigay-kaya, dote@
@endurance@|@pagbabatá, pagmamatigas, pagtitiis@
@endure@|@magbatá, magmatigas, magtiis@
@endured@|@nakatagal@
@endways@|@patulóy, twid@
@enemy@|@kaalit, kaaway, kagalit, kalaban, katalo@
@energetic@|@buháy ang loob, magilas@
@energy@|@gilas, kabuhayan ng loob, kagilasan@
@enfeeble@|@huminà, manglatâ@
@enforce@|@ibuyó, pilitin@
@enforcement@|@pagpilit, pamimilit@
@enfranchise@|@alisin sa pagkaalipin, palayain@
@engage@|@makipagkayarî@
@engaged@|@may pangakò@
@engagement@|@pangakò@
@engender@|@manganak@
@engine@|@mákina@
@engineer@|@inhinyero, makinista@
@England@|@Inglatera@
@English@|@ingglés, isalin sa wikang ingglés, taga Inglaterra@
@engrave@|@lumilok@
@engraving@|@paglililok@
@engross@|@palakhín, patabain@
@engulf@|@palaot, sumakmal@
@enhance@|@mahalán, pataasin@
@enhancement@|@pagpapamahal, pagpapataas@
@enigma@|@bugtong, bugtungan@
@enigmatic@|@Malabò, parang bugtong@
@enigmatical@|@parang bugtong@
@enjoin@|@magbilin, magtagubilin@
@enjoy@|@magalak, magsaya, magtaglay, magtamó, matwâ@
@Enjoy your visit@|@Magsaya ka sa iyong pagdalaw@
@enjoyable@|@nakalúlugód@
@enjoying@|@nawiwili@
@enjoying something@|@nalilibang@
@enjoyment@|@kamít, taglay, tamó, twâ@
@enlarge@|@dumami, humabà, lumakí, magpahabà, magpalakí@
@enlargement@|@pagdaragdag, pagpapalakí@
@enlighten@|@liwanagan, turuan@
@enlightment@|@pagpapaliwanag, pagtuturò@
@enlist@|@magsundalo, patalâ@
@enlistment@|@pagpapatalâ@
@enliven@|@buhayin ang loob, palakasin ang loob@
@enmesh@|@siluin@
@enmity@|@pagtatanim ng loob, poot@
@ennoble@|@parangalán, parangalín@
@enormity@|@lakíng dî kawasà@
@enormous@|@malakíng dî kawasà@
@enough@|@hustó, karapatan, kasukatán, kasya, sapat, sapát@
@enough (1)@|@kakasyahan@
@enquire@|@mag-urirà, mag-usisà, magsiyasat, magtanong@
@enquiry@|@pag-uusisà, pagsisiyasat, pagtatanong@
@enrage@|@galitin, papag-initin@
@enrich@|@payamanin@
@enroll@|@magtalâ ng pangalan, patalâ@
@enrollment@|@pagtatalâ@
@ensample@|@halimbawà@
@ensconce@|@manganlong, mangublí@
@enshrine@|@itagong pinaka ala-ala@
@enshroud@|@balutin ng sapot@
@ensign@|@bandera, bandilà, watawat@
@enslave@|@alipinin, busabusin@
@enslavement@|@pagkaalipin, pagkabusabos@
@ensue@|@bumuntot, humalile, sumunod@
@ensurance@|@seguro@
@ensure@|@pasiguro@
@entangle@|@gumambalà, gumawâ ng sabid, mang-abala, mangguló@
@entanglement@|@gambalà, sabíd@
@entangler@|@mangguguló, mapag-gawâ ng sabíd@
@enter@|@pasa loob, pumasok@
@enter into@|@suót@
@entertain@|@aliwín, libang, libangin, lumibang, umaliw@
@entertainer@|@ang lumilibang, Ang nag-anyaya@
@entertainer (1)@|@ang nagbibigay kasayahan@
@entertaining@|@kasiya-siya@
@entertaining show@|@kasiya-siyang palabas@
@entertainment@|@libangan@
@entertainmet@|@líbangan, pangparaan ng panahon@
@enthral@|@pumighatì@
@enthralling@|@nakapipighatì@
@enthrone@|@iluklok sa trono@
@enthronement@|@pagluluklok@
@enthusiasm@|@sigla@
@enthusiastic@|@masigla@
@entice@|@manuksó@
@enticement@|@panunuksó@
@entire@|@buô, lahat@
@entirely@|@hálos, kabuoan, tíla@
@entitle@|@marapatin@
@entomb@|@ilibing@
@entrails@|@bituka, káloob-looban@
@entrance@|@pasukan@
@entrap@|@mangdayà, manilò@
@entreat@|@makiusap, mamanhik, sumamò@
@entreaty@|@pakikiusap, pamanhik, samò@
@entree@|@pagpasok@
@entreprise@|@layon, Panukalà@
@entrust@|@magkatiwalà, tumiwalà@
@entry@|@pagpasok, pasukán@
@entwine@|@magpalikawlikaw, mamilipit, mamulupot@
@enumerate@|@bilangin, bumilang@
@enumeration@|@pagbilang@
@enunciate@|@magbalità, maghayag@
@enunciation@|@pagbabalità, paghahayag@
@envelop@|@balutin, sobre@
@envelope@|@balot ng sulat, balutan, sobre@
@envenom@|@lasunin, lumason@
@envious@|@inggít, mainggitin@
@environ@|@kubkubin, ligirin@
@envoy@|@inutusan, sugò@
@envy@|@inggít, kainggitan, pananaghilì@
@ephemeral@|@mamaghapon ang tagal@
@epicene@|@nauukol sa lalake at babae@
@epidemic (1)@|@bayan ó bansa sa isang panahon, kalahatan@
@epidemy (1)@|@bayan ó bansa sa isang panahon@
@epidermis@|@balat sa labas@
@epilepsy@|@himatay@
@epiletic@|@hímatayin, nauukol sa sakít na himatay@
@epiphany@|@paglitaw, pagsipot, pistá ng Tatlong Harì@
@episcopate@|@saklaw ng isang Obispo@
@epistle@|@liham@
@epistolary@|@nauukol sa sulat ó liham@
@epoch@|@panahon@
@Epson salt@|@magnesya kalsinada@
@equable@|@kagaya, kapara, kaparis@
@equal@|@katapat, katumbas, magkapáris, magkatumbás@
@equal (1)@|@kagaya, kawangis, kawangkî, pagparahin, pagparisin@
@equality@|@pagkakapantay, pagkakaparis@
@equalization@|@pagpaparis, pagtutulad@
@equalize@|@pagpantayin, pagparisin@
@equally@|@gayon din, may pagkakaparis@
@equanimity@|@katibayan ng loob, lamíg ng loob@
@Equator@|@Ekwador@
@equestrian@|@marunong mangabayo, nauukol sa pangangabayo, nauukol sa pangangabayo.@
@equiangular@|@magkaisa ang layô, magkaparis ang mga sulok@
@equilibrium@|@tatag, timbang@
@equine@|@nauukol sa kabayo@
@equip@|@magsangkap ng mga kailangan@
@equipage@|@magsangkap ng mga kailangan@
@equipoise@|@timbang@
@equitable@|@walang dayà@
@equity@|@karampatan, katwiran@
@equivalence@|@kahambing, katimbang, katumbas, kawangkì@
@equivalent@|@kahambing, katimbang, katumbás@
@equivocal@|@nakapagkakamal@
@equivocate@|@maligaw, mámalî@
@equivocation@|@mali, pagkaligaw@
@eradicate@|@bunutin, lipulin, sugpuin@
@eradication@|@pagkabunot, pagkalipol@
@erase@|@burá, burahin, katkatin, pawiin@
@eraser@|@pangburá@
@erasure@|@burá, katkat@
@ere@|@muna@
@erect@|@Patayô, patwid@
@erelong@|@hindî pa nalalaunan, hindî pa naluluwatan@
@Eritrea@|@Eritrea@
@err@|@magkamalî, máligaw, málisyâ, mámalî@
@errand@|@bilin, pasabi@
@errant@|@hampas-lupà, palaboy@
@errata@|@aklat, mga kamalian sa kathâ@
@erratic@|@hampas-lupà, layás, palakadlakad@
@erratum@|@aklat, mga kamalian sa kathâ, sulat ibp@
@erring@|@náliligaw, námamalî@
@erroneous@|@hindî tunay@
@error@|@kalisyaan, kamalián, malî@
@erudite@|@paham, pantas@
@erudition@|@kapahamán, kapantasan@
@eruption@|@buga, silakbó@
@erysipelas@|@kulebra ó sakít sa balat@
@escapade@|@likót ó bisyo ng kabayo@
@escape@|@pagtakas, pagtataanan, tumaanan, tumakas@
@eschew@|@lumayô, umilag@
@escort@|@abay, akbayan, kaakbay, kumboy, samahan@
@escript@|@kasulatán@
@esculent@|@mákakain@
@escutcheon@|@eskudo@
@esophagus@|@lalamunan@
@esoteric@|@mahiwagà@
@especial@|@bukod-tangì@
@espial@|@paniniktik@
@espousals@|@kasal@
@espouse@|@magkasal, pakasal@
@espy@|@maniktik, manubok@
@essay@|@magsanay, tikman@
@essence@|@pabangó@
@essential@|@ang kinakailangan@
@establish@|@itatag, magtatag@
@establishment@|@pagkakatatag@
@estate@|@búkid, kabukirán, lupang pag-aarì, pag-aarì@
@esteem@|@dangal, mahalín, pagpapahalagá@
@estimable@|@kagalang-galang, kapitapitagan@
@estimate@|@pahalagá, tasa@
@Estonia@|@Estonya@
@estrange@|@kumatwâ, manibago@
@estrangement@|@agwat, kakatwà, layò@
@estuary@|@wawà@
@etch@|@lumilok sa metal@
@etching@|@paglilok sa metal@
@eternal@|@magpakaylan man@
@eternally@|@sa boong panahon, sa tanang panahon@
@eternity@|@pagkakaylan man, pagkawalang hanggan@
@ether@|@eter@
@ethereal@|@ukol sa langit@
@ethiop@|@taga Etyopya, taong maitim@
@Ethiopia@|@Abisinya, Etyopya@
@etiquette@|@etiketa, pagkikilos-mahal@
@ettin@|@higante@
@etymology@|@símulain ng mga salitâ@
@eucharist@|@kumunyon@
@eulogize@|@magpaunlak, pumuri@
@eulogy@|@papuri, paunlak@
@eunuch@|@bating, kapon@
@Euphates@|@Ilog Yuprates@
@euphemism@|@badyang pangpalubagloob@
@euphony@|@ang pagkakatugmâ ng tinig@
@Euphrates@|@Ilog Yuprates@
@Europe@|@Europa@
@European@|@nauukol sa Europa, taga Europa@
@evacuate@|@lisan, lisanin@
@evacuation@|@pag-alís@
@evade@|@iwásan, tumaanan, tumakas, umilag, umiwas@
@evanescent@|@dî makita@
@evangel@|@ebanhelyo, mabuting balità@
@evangelic@|@nauukol sa ebanhelyo@
@evangelical@|@nauukol sa ebanhelyo@
@evangelist@|@ebanhelista, taga-pangaral ng ebanhelyo@
@evaporate@|@sumingaw, sumuluwak@
@evaporation@|@singaw, suluwak@
@evasion@|@dahilan, pag-ilag, paglabas, pagtakas@
@evasive@|@maiilagan@
@eve@|@takip-silim; bisperas@
@even@|@káhi't, magkapáris, magkatumbás, man, pantay@
@even (1)@|@bagaman, panay, pantayin, pares, patag, yano@
@evening@|@gabí, pag-gabí, takip-silim@
@event@|@pagkakataon@
@eventful@|@puspós ng mga pangyayari@
@eventhough@|@kahit@
@eventual@|@hindî sinasadyâ, nagkataon@
@eventuality@|@pagkapangyari@
@ever@|@kaylan man, lagì, palagì, parati, sa anomang panahon@
@ever (1)@|@lagì@
@ever since@|@kailanman@
@evergreen@|@katakataká, siemprebibo@
@everlasting@|@magpakaylanman, walang hanggan, walang katapusan@
@everlasting (1)@|@kawalang hanggan@
@evermore@|@magpakaylanman@
@every@|@bawa't, twî@
@every detail@|@titik ng panahon@
@every now and then@|@manakanaka@
@everybody@|@lahat@
@every-body@|@bawa't tao, lahat ng tao@
@everyday@|@araw-araw@
@every-day@|@araw-araw, bawa't araw@
@everyone@|@bawat isa@
@every-one@|@bawa't isa, lahat@
@everything@|@bawa't bagay, lahát, lahat ng bagay@
@everywhere@|@lahat ng dako, saan-saang@
@every-where@|@sa lahat ng dako@
@eve-through@|@alulod@
@evidence@|@katunayan, patotohanan, patunayan@
@evident@|@totoo, tunay; malinaw@
@evil@|@masama, samâ@
@evil-doer@|@manggagawà ng masamà, tulisan@
@evilly@|@may kasamaan@
@evil-minded@|@may masamang akalà@
@evil-speaking@|@masakit na pananalitâ, masamang pangungusap, takap@
@evince@|@patotohanan, patunayan@
@evitable@|@maiilagan, maiiwasan@
@evoke@|@tumawag@
@evolution@|@pagsulong@
@evolve@|@ilatag@
@ewe@|@tupang babae@
@ewer@|@kamaw, palangana, pasô@
@exact@|@ganap, humingî, sukat, tama, tamà@
@exactitude@|@kaganapan, kalubusan@
@exaggerate@|@magpakalabis@
@exaggeration@|@pagpapakalabis@
@exalt@|@ibunyî purihin, parangalan@
@exaltation@|@pagkabunyî, papuri, parangal@
@examination@|@paglilitis, pagsisiyasat, pagsurì, pagsusulit@
@examination (1)@|@pag-uusisà@
@examine@|@eksaminin, litisin, siyasatin, surí', suriin@
@example@|@halimbawà, mwestra, uliran@
@exasperate@|@manggalit@
@excavate@|@humukay@
@excavation@|@hukay@
@exceed@|@humigít, lumabis, lumagpas, lumalò@
@exceeding@|@lalò, mahigít@
@excel@|@lumagpas, mátangì@
@excellency@|@dangal, kamahalan, karangalan@
@excellent@|@magaling, maigi@
@excelsior@|@mataas na mataas@
@except@|@bagkus, itangì, kungdî, liban na, Maliban, subalì@
@except for@|@liban@
@exception@|@bukod, pamumukod@
@exceptional@|@namumukod, natatangì@
@excess@|@kahigitan, kalabisán, labis@
@excessive@|@higít, labis-labis, malabis@
@exchange@|@magpalit, magsuklî, palít, pumalit, suklî@
@exchangeable@|@náipapalit@
@excise@|@bwis, magpabwis, singil@
@exciseman@|@mániningil ng bwis@
@excision@|@paglipol, pagpawì@
@excitability@|@kasiglahan@
@excite@|@mag-udyok, pumukaw@
@excited@|@nasasabik, sabík@
@excitement@|@pagbubuyo, pagpapasigla@
@exciting@|@kapana-panabik@
@exclaim@|@bumulalás@
@exclamation@|@bulalás@
@exclamatory@|@pabulalás@
@exclude@|@ibukod@
@exclusion@|@pagbubukod, paghihiwalay@
@exclusive@|@nábubukod, náhihiwalay@
@exclusively@|@lámang@
@excommunicate@|@ekskumulgahin, ihiwalay sa iglesya@
@Excommunication@|@pag-ekskumulgá, paghihiwalay sa iglesya@
@excrement@|@dumí, tae@
@excrete@|@idumí, ipalikod, itae@
@excretion@|@pagdumí, pagpalikod, pagtae@
@excruciate@|@magpasákit@
@excruciation@|@pahirap, pasákit@
@exculpate@|@bigyang dahilan, pawaláng sala@
@exculpation@|@pagpapawalang sala@
@excursion@|@pagliliwaliw@
@excursive@|@palakadlakad@
@excuse@|@dahilan, dispensahin, magpaumanhin, paumanhin@
@excuse me@|@patawad po@
@Excuse me@|@Paumanhín, Tabi pô@
@Excuse me ...  please.@|@Paumanhin po.@
@Excuse Me ...!@|@Makisuyo po…!@
@Excuse Me!@|@Makikiraan po!@
@execellence@|@dangal, kamahalan, karangalan@
@execrate@|@manumpâ, manungayaw@
@execute@|@bumitay, gumanap, magsagawâ, pumatay, tumupad@
@executer@|@tagaganap, tagapagsagawâ, tagatupad@
@execution@|@pagbitay, pagganap, pagsasagawâ@
@executioner@|@berdugo, tagabitay, tagapatay@
@executive@|@nauukol sa pagpapaganap@
@exemplar@|@halimbawà, mwestra, parisán, uliran@
@exemplary@|@dapat halintularan, uliran@
@exemplification@|@pagbibigay-uliran, pakitang halimbawà@
@exemplify@|@magbigay-ulirán@
@exempt@|@kawalâ, layâ@
@exemption@|@layà@
@exercise@|@paggawà, pagpapalakas ng katawan@
@exert@|@magpumilit, magsikap@
@exhalation@|@hingá, singaw@
@exhale@|@huminga@
@exhaust@|@mapatâ, masaid, maubos, patâ, said, ubós@
@exhaustion@|@pagkapatâ, pagkasaid, pagkaubos@
@exhibition@|@pagtatanghal, tanghalan@
@exhibitor@|@tagapaghayag, tagapagtanghal@
@exhilarate@|@magbigay lugod, magpasayá@
