@English@|@Estonian@
@Anatolia@|@Anatoolia@
@anatomic@|@anatoomiline@
@anatomical@|@anatoomiline@
@anatomically@|@anatoomiliselt@
@anatomise@|@anatoomiliselt uurima, lahkama@
@anatomist@|@anatoom@
@anatomize@|@anatoomiliselt uurima, lahkama@
@anatomy@|@anatoomia, kehaehitus@
@ancestor@|@eellane, esivanem@
@ancestor worship@|@esivanemate kummardamine@
@ancestral@|@eellas-, esivanemailt päritud@
@ancestress@|@esivanem@
@ancestry@|@esivanemad, sünnipära@
@anchor@|@ankrusse heitma, ankur, pidepunkt ; ankurdama@
@anchor ball@|@ankrupall@
@anchor bed@|@ankrupadi@
@anchor bell@|@ankurkell@
@anchor buoy@|@ankrupoi@
@anchor cable@|@ankrukett@
@anchor capstan@|@ankrukepsel@
@anchor chain@|@ankrukett@
@anchor davit@|@ankrutaavet@
@anchor deck@|@ankrutekk@
@anchor gear@|@ankruseade@
@anchor hoy@|@tõstelaev@
@anchor is a-cock-bill@|@ankur on heitevalmis@
@anchor is atrip@|@ankur on põhjast lahti@
@anchor is clear@|@ankur on klaar@
@anchor is foul@|@ankur ei ole klaar@
@anchor plate@|@ankruplaat@
@anchor shackle@|@ankruseekel@
@anchor up@|@ankur üles@
@anchor watch@|@ankruvaht@
@anchor watchman@|@ankruvaht@
@anchorage@|@ankrupaik, ankurdamine, sadama akvatoorium@
@anchorage ground@|@ankrupaik@
@anchored@|@ankurdatud@
@anchoret@|@anahoreet, erak@
@anchoretic@|@eraklik@
@anchoring@|@ankurdamine@
@anchoring ground@|@ankurduspõhi@
@anchorite@|@anahoreet, erak@
@anchorman@|@koordinaator, saatejuht@
@anchor-shaped@|@ankrukujuline@
@anchovy@|@anoovis@
@anchylosis@|@anküloos, liigesejäikus@
@ancient@|@muinas-, muistne, vana@
@ancient history@|@eelajalugu, vanaaja ajalugu@
@ancient language@|@muistne keel@
@ancient literature@|@vana-aja kirjandus@
@ancient manuscript@|@muistne käsikiri@
@ancient times@|@ammused ajad, igivanad ajad@
@ancient wisdom@|@muistne tarkus@
@ancients@|@antiikrahvad@
@ancillary@|@abi-, abistav@
@Ancylus@|@Antsülus(järv)@
@and@|@ja@
@and be merry@|@söö joo ja lõbutse@
@and everything else@|@ja kõik muu@
@and Harry@|@iga Jaan ja Juhan, iga tavainimene@
@and Holy Ghost@|@isa poeg ja püha vaim@
@and how@|@ja kuidas, ja kuidas veel@
@and others@|@ja teised@
@and quit yourselves like men@|@käitu nagu mees@
@and sinker@|@viimse kui üksikasjani@
@and so@|@ja siis@
@and so forth@|@ja nii edasi@
@and so on@|@ja nii edasi@
@and suchlike@|@ja teised säendsed@
@and the following@|@ja järgnevad@
@and the like@|@ja muud sellised@
@and the rest@|@ja teised@
@and/or@|@ja/või@
@Andalusia@|@Andaluusia@
@Andalusian@|@Andaluusia ; andaluuslane@
@Andalusian hemipode@|@vuttledik (Turnix sylvatica)@
@Andaman and Nicobar Islands@|@Andamanid ja Nicobarid@
@Andaman Islands@|@Andamanid@
@Andaman Sea@|@Andamani meri@
@andante@|@aeglane heliteos), andante (rahulikult, mõõdukalt@
@andante moderato@|@andante moderato@
@Andean condor@|@kaeluskondor (Vultur gryphus)@
@Andes@|@Andid@
@andragogy@|@andragoogia, meeste õpetamine@
@Andrew@|@Andreas, Andrew@
@andro-@|@andro-, mees-, meessoo-@
@androgen@|@androgeen (meessuguhormoon)@
@androgyne@|@androgüün@
@androgyny@|@androgüünia@
@android@|@android, inimest meenutav automaat@
@Andromeda@|@Andreomeeda (tähtkuju), küüvits@
@androphobia@|@androfoobia, inimestepelgus@
@Androsace@|@nõmmkann@
@ands@|@ei ühtki kuid võid ega jaad@
@Andy@|@Andy (= Andrew)@
@anecdotal@|@anekdootlik, juhuslikult kuuldud, kuulujutul põhinev@
@anecdotal information@|@teiste käest kuuldud info@
@anecdote@|@anekdoot@
@anecdotic@|@anekdootlik@
@anecdotical@|@anekdootlik@
@anecdotically@|@anekdootlikult@
@anecdotist@|@anekdoodivestja@
@anechoic@|@heli summutav, kajatu@
@anele@|@võidma@
@anemia@|@aneemia, kehvveresus@
@anemic@|@aneemiline, verevaene@
@anemo-@|@anemo-, tuule-@
@anemochoric@|@anemohoorne, tuulleviv@
@anemogram@|@anemogramm@
@anemograph@|@anemograaf, tuule suuna ja kiiruse meerik@
@anemometer@|@anemomeeter, tuulemõõdik@
@anemone@|@anemoon, meriroos (Actinia), ülane (Anemone)@
@anemophile@|@anemofiil, tuultolmleja@
@anemophilous@|@anemofiilne, tuultolmlev@
@anemophily@|@anemofiilia, tuultolmlemine@
@aneroid@|@aneroid-, vedeliku abita töötav@
@aneroid barograph@|@aneriodbarograaf@
@anesthesia@|@anesteesia, tuimastus@
@anesthesiologist@|@anestesioloog@
@anesthesiology@|@anestesioloogia@
@anesthetic@|@< anaesthetic@
@Anethum@|@till@
@aneuploidy@|@aneuploidsus@
@aneurysm@|@aneurüsm@
@anew@|@uuesti, uutmoodi@
@angary@|@angaaria@
@angel@|@ingel@
@angel cake@|@sufleesarnane kook@
@angel fish@|@ingelkala@
@angel food@|@sufleesarnane kook@
@angel food cake@|@sufleesarnane kook@
@angel of death@|@surmaingel@
@angel-faced@|@inglinäoga@
@angelfish@|@ingelkala@
@angelic@|@ingellik@
@angelical@|@ingellik@
@angelically@|@ingellikult, nagu ingel@
@anger@|@viha, ärrituma, ärritus ; vihastama@
@angered@|@vihane, ärritunud@
@angering@|@vihastamapanev@
@angina@|@angiin@
@anginal@|@angiini-@
@anginose@|@angiini-@
@anginous@|@angiini-@
@angiogram@|@angiogramm@
@angiography@|@angiograafia@
@angiology@|@angioloogia@
@angioma@|@angioom@
@angle@|@nurk@
@angle bracket@|@L-kujuline metallklamber, noolsulg (< ja >)@
@angle brackets@|@noolsulud@
@angle for@|@välja õngitseda katsuma@
@angle iron@|@L-kujuline metallklamber, nurkraud, vinkelraud@
@angle meter@|@nurgamõõdik@
@angle of attack@|@ründenurk@
@angle of dip@|@asimuut, magnetnõela kõrvalekaldenurk@
@angle of heel@|@kreeninurk@
@angle of incidence@|@langemisnurk@
@angle of reflection@|@peegeldumisnurk@
@angledozer@|@kiilsahaga buldooser@
@anglepod@|@angervars (Vincetoxicum)@
@angler@|@merikurat ; intrigant, õngitseja@
@angler fish@|@< goosefish@
@anglican@|@anglikaan ; anglikaani@
@Anglican@|@anglikaan ; anglikaani@
@anglicanism@|@anglikanism@
@anglicans@|@anglikaanid@
@anglicisation@|@angliseerimine, inglispärastamine@
@anglicism@|@anglitsism, inglispärasus@
@anglicisms@|@anglitsismid@
@anglicist@|@anglist@
@anglicization@|@angliseerimine, inglispärastamine@
@anglicize@|@inglispärastama@
@angling@|@õngepüük, õngitsemine@
@anglistics@|@anglistika@
@anglo-@|@anglo-, inglis-@
@Anglo-America@|@Angloameerika@
@Anglo-American@|@angloameerika@
@Anglo-Catholic@|@anglokatoliiklane@
@anglo-norman@|@anglonormanni keel@
@anglophil@|@anglofiil@
@anglophile@|@anglofiil@
@anglophiles@|@anglofiilid@
@anglophilia@|@anglofiilia@
@anglophobe@|@anglofoob@
@anglophobia@|@anglofoobia@
@anglo-saxon@|@anglosaksi, anglosaksi keel@
@angola@|@Angola-@
@angolan@|@Angola, angoollane@
@angora@|@angoora, angoora kass, angoora vill@
@angora cat@|@angoora kass@
@angora goat@|@angoora kits@
@angora rabbit@|@angoora küülik@
@angostura bark@|@angosturakoor@
@angrily@|@vihaselt, ärritunult@
@angriness@|@viha, ärritus@
@angry@|@vihane, ärritunud ; põletikuline@
@angry clouds@|@tormipilved@
@angry look@|@kuri pilk@
@angry young man@|@noor vihane mees@
@angst@|@angst, äng@
@angstrom@|@ongström@
@anguille@|@angerjas@
@anguine@|@mao-, maotaoline@
@anguineous@|@< anguine@
@anguish@|@ahastus, ängistus@
@anguished@|@ahastuses, meeleheitel@
@angular@|@nurga-, nurgeline@
@angular brackets@|@noolsulud, vinkelsulud@
@angular momentum@|@pöördemoment, pöördimpulss@
@angular speed@|@nurkkiirus@
@angularity@|@nurgelisus@
@angulate@|@nurgelisus@
@anhedonia@|@anhedoonia, võimetus tunda naudingut@
@anhinga@|@ameerika madukael (lind, Anhinga anhinga)@
@anhydrous@|@veevaba@
@anil@|@aniiliin@
@anile@|@rauk (naine)@
@aniline@|@aniliin@
@anima mundi@|@anima mundi (maailma hing)@
@animadversion@|@kriitiline märkus, vaenulik kriitika@
@animadversion on@|@kirumissõna@
@animadvert@|@avalikult välja ütlema@
@animal@|@loom ; loomalik@
@animal breed@|@loomatõug@
@animal charcoal@|@loomne süsi@
@Animal Farm@|@Loomade farm@
@animal husbandry@|@koduloomade pidamine, loomakasvatus@
@animal kingdom@|@loomariik@
@animal magnetism@|@animaalne veetlus@
@animal name@|@loomanimi, zoonüüm@
@animal pleasure@|@loomalik lõbu@
@animal psychology@|@loomapsühholoogia@
@animal raiser@|@loomakasvataja@
@animal raising@|@loomakasvatus@
@animal sound@|@loomahääl@
@animal stuffer@|@taksidermist@
@animal worship@|@loomakummardamine@
@animalisation@|@loomastamine@
@animalism@|@animalism@
@animalistic@|@animalistlik@
@animallike@|@loomalik, loomasarnane@
@animals@|@loomad@
@animate@|@animeerima, elus- ; elustama, hingestama@
@animate matter@|@elusaine@
@animated@|@animeeritud, liikumapandud@
@animated cartoon@|@animafilm, joonisfilm@
@animatedly@|@särtsakalt@
@animateness@|@hingestatus@
@animating power@|@liikumapanev jõud@
@animating principle@|@liikumapanev aade@
@animation@|@animatsioon, elevus, elustamine, liikumapanemine@
@animatism@|@animatism@
@animatistic@|@animistlik@
@animato@|@animato (hingestatult)@
@animator@|@animaator@
@anime@|@anime (Jaapani koomiksitüüp)@
@animism@|@animism@
@animist@|@animist@
@animosities@|@vaenulikkusavaldused@
@animosity@|@vaenulikkus@
@animus@|@hoiak, mehelik alge, vaenulikkus@
@anise@|@aniis@
@anise plant@|@aniisitaim@
@aniseed@|@aniis, aniisiseemned@
@aniseed oil@|@aniisiõli@
@anisette@|@aniisiliköör, anisett@
@ankh@|@anh@
@ankle@|@pahkluu@
@ankle sock@|@lühike sokk@
@anklebone@|@kontsluu@
@ankle-deep@|@pahkluuni@
@anklet@|@lühikese sääreosaga sokk, madal jalats, sandaal@
@anklets@|@lühikese sääreosaga sokk@
@ankylo-@|@ankülo- (konksus, kõver)@
@ankylosaurus@|@ankülosaurus@
@ankylosis@|@< anchylosis@
@annal@|@aastaraamat, annaal@
@annalist@|@annalist, kroonik@
@annalistic@|@annaalidesse puutuv@
@annals@|@aastaraamatud, annaalid@
@annatto@|@annato (värvaine)@
@anneal@|@karastama, loomutama@
@annealed@|@karastatud@
@annealing@|@karastamine, loomutus, noolutus@
@Annelida@|@rõngussid@
@annex@|@liidendama, lisama@
@annexation@|@anneksioon, liidendus@
@annexational@|@anneksiooni-@
@annexe@|@juurdeehitis, tiibhoone@
@annexed@|@annekteeritud, liidendatud@
@annexing@|@anneksiooni-@
@annihilate@|@annihileerima, põrmustama@
@annihilated@|@annihileeritud@
@annihilation@|@annihilatsioon@
@annihilator@|@annihilaator@
@annihilatory@|@annihileeriv@
@anniversary@|@aastapäev@
@anno@|@aastal, anno@
@anno domini@|@Issanda aastal@
@anno Domini@|@Issanda aastal@
@anno hegirae@|@Hid˛ra aastal@
@anno Hejirae@|@Hid˛ra aastal@
@anno regni@|@valitsemisaastal@
@annotate@|@annoteerima, märkmeid lisama@
@annotation@|@annotatsioon, kommentaar, sisukokkuvõte@
@annotator@|@annoteerija, kommentaator@
@announce@|@kuulutama, teadustama, välja kuulutama@
@announced@|@väljakuulutatud@
@announcement@|@kuulutus, teadaanne@
@announcer@|@diktor, teadustaja@
@annoyance@|@pahameel ; ärritaja, tüütus@
@annoyed@|@pahane, tüdinud@
@annoyer@|@kiusaja@
@annoying@|@ärritav@
@annoyingly@|@tüütult@
@annual@|@aasta- ; aastaraamat, iga-aastane@
@annual report@|@aastaaruanne, majandusaasta aruanne@
@annual ring@|@aastarõngas (puul)@
@annual wage@|@aastapalk@
@annually@|@igal aastal, kord aastas@
@annuitant@|@aastarendi saaja@
@annuity@|@aastarent, annuiteet@
@annul@|@annulleerima@
@annul a marriage@|@abielu tühistama@
@annular@|@rõngakujuline@
@annular eclipse@|@rõngakujuline varjutus@
@annulate@|@rõngakujuline@
@annulet@|@rõngas, sõrmus@
@annulment@|@annulleerimine, tühistamine@
@annulus@|@ring, rõngas, seenerõngas@
@annunciate@|@teadustama, välja kuulutama@
@annunciation@|@teadaanne, teadustus@
@Annunciation@|@paastumaarjapäev (25. märts)@
@anode@|@anood@
@Anodonta@|@järvekarp@
@anodyne@|@leebe, leevendav, leevendus, valutu ; valuvaigisti@
@anoetic@|@anoeetiline (eelteadlik, veel tajumata)@
@anoint@|@võidma@
@anointed king@|@ametissepühitsetud valitseja@
@anomal@|@anomaalne@
@anomalism@|@anomalism, hälvete uurimine@
@anomalistic@|@anomaalne, hälbeline@
@anomalistic year@|@26 päeva), päikeseaasta (365@
@anomalous@|@anomaalne, ebareeglipärane@
@anomalously@|@anomaalselt@
@anomaly@|@anomaalia, hälve ; hälvik@
@anomia@|@anoomia, suutmatus esemeid nimetada@
@anomic@|@anoomiline ; anoomik, sotsiaalsete hälvetega inimene@
@anomie@|@anoomia, juurtetus@
@anomy@|@< anomie@
@anon@|@kunagi hiljem ; anonüümne, peagi, veidi aja pärast@
@anonym@|@anonüüm, väljamõeldud nimi@
@anonymity@|@anonüümsus@
@anonymous@|@anonüüm-, anonüümne@
@anonymously@|@anonüümselt@
@anonymuncule@|@(tähtsusetu) anonüümne autor@
@anoperineal@|@pärakupiirkonna-@
@Anopheles@|@hallasääsk, malaariasääsk@
@anopia@|@< anopsia@
@anopsia@|@nägemisvõimetus@
@anopsy@|@< anopsia@
@anorak@|@anorak, parka@
@anorectal@|@päraku ja pärasoole@
@anorectic@|@anorektik@
@anorexia@|@anoreksia, isutus@
@anorexic@|@anorektik@
@anorthography@|@kirjutamisvõimetus@
@anosmia@|@haistmisvõimetus@
@another@|@teine, veel üks@
@another go@|@uus üritus@
@another time@|@kunagi hiljem, mitte praegu@
@another try@|@uus katse@
@anoxia@|@(kudede) hapnikupuudus, anoksia@
@ansa@|@sang@
@Anser@|@hani@
@Anseriformes@|@hanelised@
@anserine@|@hane-, hanelik, jabur@
@anserines@|@hanelised@
@answer@|@reageerima, vastus ; vastama, vastutama ; piisama@
@answer back@|@vastu rääkima@
@answer for@|@vastutama (millegi eest)@
@answer the call of duty@|@kohusetundest tegema@
@answer the helm@|@(laev) rooli kuulama@
@answer to@|@vastama@
@answerability@|@vastutus@
@answerable@|@vastutav@
@answerable for@|@vastutav (millegi eest)@
@answerable to@|@vastutav (kellegi ees)@
@answerableness@|@vastutus@
@answering@|@vastav, vastu-@
@answering machine@|@automaatvastaja@
@answerphone@|@telefonivastaja@
@ant@|@sipelgas@
@ant-@|@ant-, anti-, vastu-@
@ant bear@|@sipelgakaru@
@ant farm@|@sipelgapesa@
@ant hill@|@sipelgapesa@
@antacid@|@hapet neutraliseeriv aine, happesuse vähendaja@
@Antaean@|@Antaoise, hiiglasejõuga, mammut ; mammutlik@
@Antaeus@|@Antaios (hiiglane, Gaia ja Poseidoni poeg)@
@antagonise@|@vastu seisma@
@antagonism@|@antagonism, vaenulik vastuseis, vastandumine@
@antagonist@|@vaenlane, vastane@
@antagonistic@|@antagonistlik, vastuseisev ; vaenulik@
@antagonistically@|@vaenulikult@
@antagonize@|@vastu seisma@
@Antaios@|@< Antaeus@
@antarctic@|@antarktiline, lõunapooluse-@
@Antarctic@|@Antarktika@
@antarctic circle@|@lõunapolaarjoon@
@Antarctic Ocean@|@Lõuna-Jäämeri@
@Antarctic Peninsula@|@Antarktika poolsaar@
@Antarctica@|@Antarktis@
@antarctical@|@antarktiline, lõunapooluse-@
@ante-@|@ante-, eel-, eelne, enne@
@ante bellum@|@sõjaeelne@
@ante Christum@|@enne Kristuse sündi@
@ante meridiem@|@enne lõunat@
@ante mortem@|@surmaeelne@
@anteater@|@sipelgaõgija@
@ant-eater@|@sipelgaõgija@
@anteaters@|@sipelgaõgijad@
@antebellum@|@aastad ca 1830-60), sõjaeelne (Am: kodusõjaeelne@
@ante-bellum@|@sõjaeelne@
@antecede@|@eelnema@
@antecedence@|@ajaline eelnevus@
@antecedent@|@antetsedent, eelnev ; eellane@
@antecedents@|@eellased@
@antechamber@|@eesruum@
@antediluvial@|@veeuputuseelne@
@antediluvian@|@veeuputuseelne@
@antelope@|@antiloop@
@antemeridian@|@ennelõunane@
@antemortem@|@surmaeelne@
@ante-mortem@|@surmaeelne@
@Ante-mosaic@|@Moosese-eelne@
@antenatal@|@sünnieelne@
@antenna@|@antenn, katsesarv, tundel@
@antenna array@|@liitantenn@
@antenna mine@|@antennmiin@
@antenna tower@|@antennimast@
@antennae@|@katsesarved, tundlad@
@antennas@|@antennid@
@antenumber@|@eelnev (täis)arv@
@antenuptial@|@abielueelne@
@antenuptial contract@|@abieluleping@
@antenuptial settlement@|@abieluleping@
@antepartum@|@sünnituseelne@
@antepenult@|@tagant kolmas (silp sõnas)@
@antepenultimate@|@tagant kolmas, üleeelviimane@
@anterior@|@eelnev ; eespoolne@
@anteriority@|@ajaline eelnevus ; eespoolsus@
@antero-@|@eespoolne, esi-@
@anteroom@|@eesruum@
@ante-room@|@eestuba, ooteruum@
@anteroposterior@|@eest taha, rinna poolt (nt röntgenpilt)@
@anthelmintic@|@anthelmintikum, ussiajati@
@anthem@|@hümn@
@anthill@|@sipelgapesa@
@anthills@|@kuhilad, sipelgapesad@
@antho-@|@anto-, õie-@
@anthologist@|@antoloog@
@anthologize@|@antoloogiat koostama@
@anthology@|@antoloogia, valikkogu@
@Anthony@|@Anthony, Antonius@
@anthophile@|@antofiil (liblikas, koolibri vm), õiekülastaja@
@Anthozoa@|@korallid, õisloomad@
@anthracene@|@antratseen@
@anthracite@|@antratsiit@
@anthracite coal@|@antratsiitsüsi@
@anthracosis@|@antrakoos@
@anthrax@|@antraks (er biol relvana), Siberi katk@
@anthropic@|@antroopsus-@
@anthropocentric@|@antropotsentriline@
@anthropogenesis@|@antropogenees@
@anthropogenetic@|@antropogeeniline@
@anthropogenic@|@antropogeenne@
@anthropoid@|@antropoidne, inimahvitaoline@
@anthropoid ape@|@antropoid, inimahv@
@anthropological@|@antropoloogiline@
@anthropologist@|@antropoloog@
@anthropology@|@antropoloogia@
@anthropometrical@|@antropomeetriline@
@anthropometry@|@antropomeetria@
@anthropomorphic@|@antropomorfne, inimomadustega@
@anthropomorphism@|@antropomorfism, inimomaduste ülekandmine@
@anthropomorphize@|@antropomorfiseerima, inimestama@
@anthroponym@|@antroponüüm, isikunimi@
@anthroponymy@|@antroponüümia, isikunimede uurimine@
@anthropophagism@|@antropofaagia, inimsöömine@
@anthropophagite@|@antropofaag, inimliha sööja@
@anthropophagous@|@antropofaagne@
@anthroposophical@|@antroposoofiline@
@anthroposophy@|@antroposoofia@
@Anthus@|@kiur@
@Anthyllis@|@koldrohi@
@anti-@|@anti-, vastu-@
@antiabortion@|@abordivastane@
@antiaircraft@|@õhutõrje-@
@anti-aircraft@|@õhutõrje-@
@antiaircraft artillery@|@õhutõrjesuurtükivägi@
@antiaircraft fire@|@õhutõrjetuli@
@antiaircraft gun@|@õhutõrjerelv@
@antiaircraft radar@|@õhutõrjeradar@
@antiaircraft rocket@|@õhutõrjerakett@
@antibacterial@|@antibakteriaalne, bakterivastane@
@antiballistic@|@antiballistiline@
@antiballistic missile@|@antiballistiline rakett@
@antibiotic@|@antibiootiline ; antibiootikum@
@antibiotics@|@antibiootikumid@
@antibody@|@antikeha@
@antic@|@groteskne, veiderdus ; veider@
@anticatalyst@|@antikatalüsaator@
@anticathode@|@antikatood@
@antichrist@|@antikristus@
@Antichrist@|@Antikristus@
@antichristian@|@kristlusevastane@
@anticipate@|@ette nägema, ootama, sündmustest ette ruttama@
@anticipated@|@oodatav, oodatud@
@anticipation@|@ootus, ootusärevus@
@anticlimactic@|@hääbuv, pettumust valmistav@
@anticlimax@|@antikliimaks, endise hiilguse järsk kadu@
@anticlockwise@|@vastupäeva@
@anticoagulant@|@antikoagulant, vere hüübimist takistav aine@
@anticommunism@|@antikommunism@
@anticommunist@|@antikommunist@
@anticommunistic@|@antikommunistlik@
@anticompetitive@|@konkurentsivaenulik@
@anticorrosion@|@antikorrosioon@
@anticorrosive@|@korrosioonitõrje-, roostetamisvastane@
@anticosine@|@antikoosinus@
@anticreationism@|@antikreatsionism@
@antics@|@veiderdus@
@anticyclone@|@antitsüklon@
@anti-dazzle@|@pimestamisvastane@
@antidemocracy@|@antidemokraatia@
@antidemocrat@|@antidemokraat@
@antidemocratic@|@antidemokraatlik@
@antidepressant@|@antidepressant@
@anti-depressant@|@antidepressant@
@antidepressive@|@antidepressiivne@
@antidote@|@antidoot, vastumürk@
@antidrug@|@narkovastane@
@antielectron@|@antielektron@
@antifascism@|@antifaism@
@Anti-fascism@|@antifaism@
@antifascist@|@antifaist ; antifaistlik@
@Anti-fascist@|@antifaist ; antifaistlik@
@antifascists@|@antifaistid@
@antifeminist@|@antifeminist@
@antifoaming@|@vahutamisvastane@
@antifreeze@|@antifriis, külmumisvastane@
@antifriction@|@antifriktsioon-@
@antifriction metal@|@antifriktsioonsulam@
@antigalactic@|@antigalaktiline@
@antigen@|@antigeen@
@antigene@|@antigeen, antikehade tekke stimulant@
@antigenic@|@antigeeniline@
@antiglare@|@pimestusvastane@
@Antigone@|@Antigone, Oidipuse tütar@
@antigravitation@|@antigravitatsioon@
@antigravitational@|@antigravitatsiooniline@
@antigravity@|@antigravitatsioon@
@antihemorrhagic@|@verejooksu peatav@
@antihero@|@antikangelane@
@anti-hero@|@antikangelane@
@antihistamine@|@allergia ravim, antihistamiin@
@anti-incrustant@|@katlakivieemaldi@
@antiinflammatory@|@põletikuvastane@
@anti-intellectual@|@antiintellektuaalne@
@anti-intellectualist@|@antiintellektuaal@
@anti-intellectuality@|@antiintellektuaalsus@
@antiknock@|@antidetonaator@
@Anti-Lebanon@|@Antiliibanon@
@Antilles@|@Antillid@
@antilogism@|@antilogism@
@antimacassar@|@leenikaitse@
@antimalarial@|@malaariavastane ravim@
@antimatter@|@antiaine, antimateeria@
@antimeson@|@antimeson@
@antimissile@|@raketitõrje-@
@antimissile missile@|@raketitõrjerakett@
@antimonial@|@antimoni sisaldav@
@antimonic@|@antimoni-@
@antimonious@|@antimoni-@
@antimony@|@antimon (Sb)@
@antimony oxide@|@antimonoksiid@
@antimony salt@|@antimonisool@
@antimony white@|@antimonvalge@
@antimony yellow@|@antimonkollane@
@antimosquito@|@sääsetõrje-@
@antineuralgic@|@närvivaluvastane@
@antineutrino@|@antineutriino@
@antineutron@|@antineutron@
@antinomy@|@antinoomia, paradoks, vastuolu@
@Antioch@|@Antakya, Antiochia, Antiookia@
@antioxidant@|@antioksüdant, oksüdeerumisvastane vahend@
