@Somali@|@English@
@magan@|@refuge@
@magmakee@|@urge on@
@magool@|@sprout@
@magool@|@sprouting@
@Mahaa la sheegay@|@hello@
@mahaarjan@|@festival@
@mahaarjan@|@gatherine@
@mahad@|@thanks@
@mahadi@|@thank@
@mahadnaq@|@thank@
@Mahadsanid@|@thank you@
@mahayammoog@|@children@
@mahaysato@|@poor@
@mahdi@|@give thanks@
@mahrajaan@|@festival@
@mahrajaan@|@gathering, festival@
@majaajillo@|@joking@
@majeerasho@|@longing@
@majeero@|@long for@
@majiir@|@act of turning@
@majin@|@majin, foot, ankle@
@majlis@|@meeting place@
@majnuun@|@madman@
@majuuji@|@wring out@
@makaan@|@place@
@makal@|@hit@
@makal@|@hurt@
@make great@|@weynee@
@make trouble@|@make trouble@
@makhaayad@|@restaurant@
@makhluuq@|@creation@
@makiinad@|@machine@
@maktabad@|@library@
@mal@|@feces of newborns@
@mala-awaal@|@invent@
@mala-awaal@|@inventor@
@malaa'ig@|@angel@
@malaakh@|@king@
@malab@|@honey@
@malcaamad@|@school@
@maldah@|@hide@
@maldahnaan@|@concealment@
@male@|@thought@
@maleewaal@|@foresse@
@maleewaalid@|@foretelling@
@maleewaalid@|@foresseing@
@maleewaalid@|@antecipating, prediction@
@maleewaalid@|@prediction@
@maleey@|@think@
@malig@|@king@
@mallaay@|@fish@
@malluug@|@blurred vision@
@malo@|@type of animal@
@malqacad@|@spoon@
@malyuun@|@million@
@mamac@|@severe hunger@
@mammanaan@|@pain (1)@
@mamnuuc@|@prohibit@
@man@|@bud@
@mandad@|@sack@
@mandaq@|@investigation@
@mandarad@|@spectacles@
@manfac@|@use@
@manjaxaab@|@undermine@
@manjo@|@legs@
@manjo@|@feet@
@manqas@|@scissors@
@manqax@|@hilarity@
@manqax@|@fun@
@manqo@|@children (1), offspring@
@mantag@|@nausea@
@mantag@|@vomit, nausea@
@mantag@|@vomiting@
@maqaalad@|@article in a newspaper@
@maqaar@|@skin@
@maqaawiir@|@elders@
@maqaawiir@|@leaders@
@maqaddin@|@head, chief@
@maqaddin@|@chief@
@maqal@|@listen to, power of hearing@
@maqal haye@|@audiologist@
@maqal sooc@|@auditory@
@maqalka@|@hearing@
@maqlid@|@listening@
@maqnaaddiis@|@magnetism@
@maqnaan@|@absence@
@maqnaansho@|@absence@
@maqnoow@|@be absent@
@maqrib@|@sunset (1)@
@mar@|@pass by, time@
@maraa@|@acacia tree@
@maraabo@|@roll@
@maraac@|@caress@
@maraaci@|@caress@
@marag@|@witness@
@maranti@|@wife@
@marar@|@times@
@marasho@|@emptiness@
@maraykaan@|@white cotton cloth@
@mardaaddi@|@be elegant, elegance@
@mardabee@|@betray@
@mardabo@|@betrayl@
@mardin@|@line@
@mareen@|@route@
@mari@|@make pass@
@marin@|@road@
@marka@|@the time@
@markaa@|@then@
@markaa@|@that time@
@markaas@|@then@
@markaas@|@that time@
@markaasna@|@and then@
@markab@|@ship@
@Markay dani maaha tidhi@|@When need denied@
@Markay dani meeday tidhi@|@When need required@
@markhaati@|@witness@
@markii@|@when@
@marmar@|@keep on passing, marble@
@marmarsiinyo@|@excuse@
@marmarsiinyood@|@make an excuse@
@marnaan@|@emptiness@
@marnaasho@|@emptiness@
@marnoow@|@to end@
@marnoow@|@finish@
@maro@|@be finished, cloth, fabric, material@
@maroodi@|@elephant, lion@
@marooko@|@Morocco@
@maroor@|@be crooked, crookedness@
@maroori@|@twist@
@maroorin@|@twisting@
@marriin@|@clothes@
@marso@|@sheltered place@
@marti@|@guest, be a guest, guests@
@martiqaad@|@feed and entertain, food and hospitality for guest@
@martisoor@|@food and hospitality for guest@
@martisoorid@|@holding a reception@
@marwaxo@|@fan@
@marwo@|@honorable woman@
@marxalad@|@distance of a journey@
@marxuum@|@deceased person@
@mas@|@snake@
@masaafee@|@travel@
@masaafir@|@traveller@
@masaafir@|@travel@
@masaafo@|@destination@
@masaajid@|@mosque@
@masaamax@|@forgive, pardon@
@masaari@|@Egyptians@
@masal@|@example@
@masalo@|@problem@
@Masaska halkaan khatar miyaa?@|@Are the snakes here dangerous?@
@masawir@|@photograph@
@masawirle@|@photographer@
@masax@|@erase@
@masax@|@wipe out@
@masayr@|@jealousy, be jealous@
@masayri@|@make jealous@
@masayrrow@|@jealous person@
@mashaariic@|@projects@
@mashaqee@|@put into confusion@
@mashaqo@|@trouble@
@mashaqoob@|@become confused@
@mashruuc@|@project@
@maskar@|@waves@
@maskax@|@brain@
@maslax@|@reconcile@
@maslax@|@reconciliation, reconcile@
@maslaxad@|@business@
@masoob@|@become equal@
@masruuf@|@pay living expenses@
@mataan@|@twin@
@matag@|@vomit, nausea@
@matooni@|@brick@
@matoor@|@motor@
@matxaf@|@museum@
@mawd@|@death (1)@
@mawjad@|@wave@
@mawqif@|@position@
@maxaa@|@why?@
@maxaa yeelay@|@because@
@maxaad@|@large needle@
@Maxaan arrin dawlis dhow@|@I often read a simple matter@
@maxabbo@|@love@
@maxamuudi@|@type of white cloth@
@maxay@|@which@
@maxay@|@what@
@maxkamad@|@court of law@
@maxmaas@|@coffee pot@
@maya@|@no@
@mayalka@|@handle of shield@
@maydho@|@bathe@
@maydho@|@wash@
@mayl@|@mile@
@mayr@|@wash something@
@mayrasho@|@washing@
@mayrasho@|@bathing@
@mayro@|@bathe, type of palm-tree@
@meegaar@|@circuit, make a circle@
@meehaalad@|@expectation@
@meehaalo@|@expect@
@meel@|@place@
@meelaysasho@|@act of putting in a place@
@meelaysnaan@|@state of being placed@
@meelayso@|@put something in a place@
@meelee@|@place@
@meeleeye@|@preposition@
@meelkadhac@|@error, mistake@
@meelkadhac@|@mistake@
@meelmar@|@be fitting, appreciate, appropriate@
@meere@|@planet@
@meeris@|@lesson@
@meeris@|@lecture@
@meesi@|@category of stock@
@mehersasho@|@marriage@
@meherso@|@get married@
@meleg@|@death@
@miciin@|@help, support@
@miciinso@|@support@
@miciinso@|@receive help, support@
@micne@|@aim@
@micneey@|@explain@
@mid@|@a@
@mid@|@an, whirlpool@
@mid@|@one@
@mid@|@a unit@
@midaar@|@converse in sign language, sign language@
@midab@|@color@
@midabeey@|@color@
@midabkalasooc@|@racism@
@midayn@|@unification@
@midee@|@unite@
@midh@|@worm@
@midh@|@black ant@
@midho@|@cherry, pear, fruit@
@midig@|@right hand@
@midigsaar@|@handshake@
@midiidin@|@servant@
@midiidin@|@help (2)@
@midiidin@|@serve, help (2)@
@midnimo@|@unity@
@midoob@|@become one@
@midow@|@act of uniting@
@miidaami@|@drive away@
@miidaamis@|@act of banishing@
@miidaamo@|@banishment@
@miigganaan@|@honesty@
@miigganaan@|@sturdiness@
@miigganaan@|@reliability@
@miihallad@|@expectation (1)@
@miil@|@mile@
@miile@|@time (2)@
@miin@|@house@
@miir@|@strain@
@miir@|@filter@
@miis@|@table, measure out@
@miisaan@|@scales, weigh@
@miisaaniyad@|@budget@
@miisad@|@table@
@milan@|@be dissolved@
@milay@|@occasion, time (2)@
@milay@|@time (2)@
@milgee@|@reason@
@milgo@|@reason@
@milix@|@salt@
@millad@|@faith@
@millad@|@religion@
@milyuun@|@million@
@mimsaab@|@lady@
@min@|@house, room, hut@
@min@|@hut, room@
@min@|@room, house@
@Min-fadlak qor cinwaanka@|@Please write your address@
@min fadlak@|@a beer please@
@mindi@|@knife@
@minfiiq@|@brush@
@minfiiq@|@broom@
@minfilaad@|@suspicion@
@minguuro@|@anniversary, aniversary@
@mintid@|@determined effort, stand firm@
@miraaf@|@wandering@
@miraaf@|@wander about@
@mirif@|@dust@
@mirir@|@become rusty, rust@
@miro@|@fruit@
@miryaad@|@confused@
@miryaad@|@troubled, mental confusion@
@misaal@|@example@
@misbaax@|@lamp@
@Mise marmar ayuu ku qabtaa?@|@does it come and go?@
@mishaab@|@aim@
@mishiin@|@machine@
@miskiin@|@poor@
@mitir@|@meter@
@mixnad@|@problem@
@Miyaa marna lagu qalay?@|@Have you ever had an operation@
@Miyaad dhigtay saxaro madaw?@|@Are you constipated?@
@Miyaad dhiig matagtay?@|@Have you vomited blood?@
@Miyaad matagtay?@|@Have you vomited?@
@Miyaad miyir beeshay?@|@Did you lose consciousness?@
@Miyaad qufacdaa?@|@Do you have a cough?@
@Miyaad sigaarka cabtaa?@|@Do you smoke?@
@Miyaad uur leedahay?@|@Are you pregnant?@
@Miyay neeftu ku qabataa?@|@Are you short of breath?@
@Miyay qufaca wax soo raacaan?@|@Do you cough anything up?@
@miyi@|@the countryside@
@miyir@|@consciousness@
@miyiri@|@act with deliberation@
@miyiri@|@act with carefully@
@miyirsasho@|@act of regaining consciousness@
@miyirso@|@regain consciousness@
@Miyuu dhiig kaa yimi?@|@Have you any bleeding?@
@Miyuu shuban ku hayaa?@|@Have you any diarrhoea?@
@Miyuu xanuun ku hayaa?@|@Have you any pain?@
@mod@|@die@
@mogadisho@|@Mogadishu@
@mogadishu@|@Mogadishu@
@mohasho@|@desire (1)@
@mood@|@rainbow, non-living property, think@
@mooddo@|@opinion@
@moog@|@be lacking, time@
@moogaan@|@ignorance, time (2), occasion@
@moogtan@|@share@
@mooradduug@|@robbery, rob@
@mooradduug@|@rob@
@moos@|@dam@
@moosambiik@|@Mozambique@
@morsel@|@biid@
@mot@|@die@
@motivate@|@dhiirri@
@mowd@|@death@
@mowjad@|@wave@
@mowqifka@|@position@
@mucaawino@|@help (1)@
@mudane@|@senior man@
@mudbax@|@piercing@
@mudbax@|@pierced@
@mudbixi@|@pierce@
@muddac@|@accusation, accuse@
@muddaci@|@plaintiff@
@muddo@|@time@
@muddug@|@alone@
@mudhax@|@tear off@
@mudnaan@|@injection@
@mudo@|@deserve@
@mudug@|@Mudug (region in Somali)@
@mug@|@amount a vessel can contain@
@mugdi@|@darkness@
@muhasho@|@desire (2)@
@muhimnimo@|@importance@
@muho@|@desire (1)@
@mujarrab@|@tried@
@mujarrab@|@experienced person@
@mujin@|@limb@
@mujrim@|@criminal@
@mujtahid@|@one who works@
@mujtahid@|@one who studies hard@
@mujtamac@|@society@
@mukhaalafo@|@disagreements@
@mulki@|@ownership@
@mulli@|@depth@
@muluca@|@lizard@
@muluq@|@newborn child@
@mun@|@male@
@munaaqashaad@|@criticism@
@munaasabad@|@occasion@
@munaasabo@|@right moment@
@muqaabalo@|@encounter@
@Muqdisho@|@Mogadishu@
@muqshabeel@|@hybrid@
@muquuni@|@apportion@
@muquuni@|@allot@
@muquuno@|@compulsion@
@muquunso@|@do@
@muquunso@|@achieve by force@
@muquuri@|@compel@
@muquuri@|@force@
@muraad@|@be interested in, purpose@
@muraaqib@|@observer@
@muraayad@|@mirror, glass@
@murabbac@|@square@
@muran@|@argument@
@muran@|@argue, argument@
@murdiso@|@index finger@
@murji@|@worry (1)@
@murji@|@cause worry@
@murmid@|@argument@
@murti@|@culture@
@murtiyee@|@reason logically@
@murug@|@mixture (1), worry (1), torment@
@murugo@|@anxiety@
@murugood@|@be anxious@
@murugood@|@worry (2)@
@murugsanaan@|@mixture (1)@
@murugsanaan@|@worry@
@murugsato@|@forefinger@
@muruq@|@muscle@
@muruqmaal@|@labor@
@musallif@|@become or be bankrupt, become bankrupt@
@musannif@|@author, writer@
@musannif@|@writer@
@musbaar@|@nail@
@mushaaharad@|@salary@
@mushaar@|@salary@
@mushaax@|@go for a walk, stroll@
@mushkilad@|@problem@
@mushtar@|@the planet Jupiter, trade@
@Muslimiinta@|@make someone Muslim@
@muslin@|@become a Muslim@
@musmaar@|@nail@
@musqul@|@latrine@
@mustaqbal@|@future@
@mustareex@|@be happy, happiness@
@mustareexi@|@make happy@
@musuqmaasuq@|@be corrupt, corruption@
@musuraar@|@be shocked@
@musuraar@|@be shaken, shock@
@mutayso@|@deserve@
@muudso@|@suck@
@muug@|@figure@
@muug@|@shape@
@muug@|@aspect@
@muuji@|@display, show@
@muuji@|@reveal@
@muujin@|@affirmation@
@muul@|@complete, full@
@muumin@|@real Muslim@
@muunad@|@honor@
@muuno@|@glory@
@muuno@|@honor@
@muuq@|@appearence@
@muuqaal@|@appearence@
@muuqo@|@appear@
@muuqo@|@be evident@
@muurin@|@slight limp@
@muus@|@banana, flow out of the ground@
@muusaab@|@smile@
@muusaannaab@|@call for help@
@muusannaw@|@moaning@
@muusaw@|@accuse falsely@
@muusiik@|@music@
@muusika@|@music@
@muusood@|@smile@
@muwaafaqo@|@agreement@
@muxtaaj@|@needy person@
@na@|@us@
@na@|@we@
@naacaw@|@fresh air@
@naadi@|@announce, club@
@naadir@|@rare (thing)@
@naado@|@cry@
@naafee@|@incapacitate@
@naafta@|@diesel oil@
@naag@|@woman@
@naagnimo@|@womanhood@
@naallo@|@happiness@
@naallood@|@be happy@
@naallood@|@be lucky@
@naanays@|@nickname@
@naaqis@|@decrease@
@naaqis@|@cut back, shortage, lack@
@naaqis@|@reduce@
@naaqus@|@minus, substract, reduce@
@naar@|@hell, sent to hell, type of water vessel@
@naawil@|@suppose@
@naawil@|@to think@
@naax@|@grow fat@
@naaxi@|@fatten@
@nab@|@paste on@
@nab@|@stick on@
@nabaad@|@vegetation@
@nabaaddiino@|@peace@
@nabaaddiino@|@security@
@nabad@|@peace@
@Nabad gelyo@|@goodbye@
@Nabadeey@|@goodbye@
@nabadgeli@|@save@
@nabadsii@|@make peace@
@nabadsugid@|@keeping the peace@
@nabar@|@wound@
@Nabar doogi ma haro@|@An old wound will not go away@
@nabdaad@|@celebration@
@nabdaad@|@greeting@
@nabdaadi@|@greeting, welcome, greet@
@nabdaddis@|@act of greeting@
@nabdaysasho@|@act of greeting@
@nabdayso@|@greet@
@nabid@|@pressing@
@nac@|@reject, hatred@
@nac@|@hatred@
@nac@|@hate@
@nacab@|@hostile person@
@nacas@|@fool@
@nacasnimo@|@foolishness@
@nacasoob@|@be a fool@
@nacayb@|@prejudice, hatred@
@nacdiir@|@hatred@
@nacfi@|@benefit@
@nacna@|@chatter@
@nacnac@|@meaningless chatter@
@nacnaclee@|@chatter@
@nacsii@|@cause to hate@
@nadaafo@|@cleanliness@
@nadiif@|@pure, clean@
@nadiif@|@clean@
@nadiifi@|@wash@
@nadiifi@|@clean, wash@
@nadiifnimo@|@cleanliness@
@nadooci@|@bend@
@nadoocsanaan@|@bentness@
@naf@|@life, breath@
@nafac@|@food@
@nafacsasho@|@benefiting@
@nafacso@|@benefit from@
@nafaqee@|@feed@
@nafaqo@|@nutrient@
@nafaqodarro@|@malnutrition@
@nafar@|@person@
@nafci@|@food@
@nafley@|@animal@
@nafto@|@diesel oil@
@nahay@|@we are@
@najaar@|@carpenter@
@najaasee@|@become dirty@
@najaasee@|@become impure@
@najaaso@|@impurity@
@najaaso@|@dirt@
@nal@|@electric light@
@nambar@|@number@
@nambar@|@number@
@nambari@|@put a number on@
@namiin@|@troublemaker@
@namuun@|@color@
@namuuno@|@color@
@naq@|@recite, fresh growth of grass@
@naqaan@|@to know@
@naqad@|@cash@
@naqadsoogal@|@cash flow@
@naqal@|@copy@
@naqash@|@decoration@
@naqayso@|@grow green@
@naqdi@|@cash@
@naqee@|@sort@
@naqnaq@|@repeat@
@naqshad@|@decoration@
@naqshadee@|@decorate@
@naqtiin@|@review@
@naqtiin@|@repetition@
@naruuro@|@good thing@
@nas@|@essence@
@nas@|@core@
@nasaaro@|@christians@
@nasaaroob@|@become a christian@
@nasab@|@noble@
@nasabnimo@|@nobility@
@nasakh@|@wipe off@
@nasakh@|@rub out@
@nasasho@|@act of having a rest@
@naseex@|@giver of good advice@
@naseexee@|@advise, counsel@
@naseexo@|@counsel, advice@
@nashaaddo@|@energy@
@nashaaddo@|@enthusiasm@
@nashir@|@anything wide-spread, spread about@
@nasi@|@relieve@
@nasiib@|@luck@
@nasiibdarro@|@failure@
@nasiino@|@pause@
@nasiino@|@break@
@nasniin@|@act of resting@
@naso@|@take a break@
@naso@|@have a rest@
@nasri@|@success@
@nastahnaan@|@easy-going person@
@nasteexo@|@counsel, advice@
@natiijo@|@result@
@nawir@|@act of shining@
@nax@|@be frightened@
@nax@|@be startled, be be frightened@
@naxaas@|@copper@
@naxariis@|@kindness@
@naxariisasho@|@act of showing kindness@
@naxariiso@|@be kind to@
@naxdin@|@fright@
@naxsanoow@|@be scared@
@naxsi@|@bad luck@
@naxwe@|@grammar@
@naynaas@|@nickname@
@nebcaan@|@hatred@
@nebi@|@prophet@
@neecaabi@|@air@
@neecaw@|@breeze@
@neef@|@breath, domestic animal@
@neefayn@|@inflating@
@neefi@|@let air out of@
@neefneefsi@|@deep breath@
@neefsasho@|@act of breathing@
@neefsi@|@act of breathing@
@neefso@|@breathe@
@neeftuur@|@pant@
@neenaas@|@nickname@
@nefis@|@room@
@nefis@|@space@
@nejis@|@impure@
@netuun@|@the planet Neptune@
@nicid@|@worrying@
@nicid@|@pestering@
@nicmo@|@natural resource@
@nidaam@|@plan@
@nidaamdarro@|@disorder@
@nidaami@|@put in order@
@nidar@|@oath@
@nidar@|@vow@
@nidhi@|@we said@
@niib@|@stick firmly@
@niibaati@|@something stuck firmly@
@niibasho@|@sticking something to place@
@niibkeen@|@investigate thoroughly@
@niibo@|@stick@
@niibo@|@attach@
@niil@|@we were at@
@nimco@|@natural resource@
@nimid@|@we came@
@nin@|@man@
@ninna@|@no one@
@niqiin@|@we knew@
@niri@|@we said@
@nishaabid@|@aiming@
@nitaaqo@|@stumbling@
@nitaaqo@|@fall@
@niyad@|@mind@
@niyeysasho@|@to desire@
@niyeysasho@|@intention@
@niyeysasho@|@to desire, intention@
@niyeyso@|@to desire@
@niyeyso@|@to desire@
@niyeyso@|@to desire@
@niyeyso@|@to intend, to desire@
@niyo@|@mind@
@niyood@|@desire (1)@
@nolol@|@life@
@nooc@|@type@
@noog@|@be tired, fatigue@
@nool@|@livestock@
@nool@|@liverstock, livestock@
@noolaad@|@life@
@noolaan@|@living@
@noolaasho@|@living@
@noolee@|@revive@
@nooli@|@fare, living being@
@noqo@|@become@
@noqo@|@return@
@noqosho@|@act of returning@
@nud@|@lengthen@
@nud@|@enlarge@
@nugeyl@|@softness@
@nuglaan@|@softness@
@nuqsaan@|@defect@
@nuqul@|@copy@
@nur@|@season@
@nus@|@half@
@nuunaas@|@muttering, mutter, murmur@
@nuunaas@|@murmur, muttering@
@nuunaas@|@mutter@
@nuur@|@give light, light@
@nuuxi@|@move a little, shift@
@nuuxi@|@shift@
@nuuxnuuxi@|@wobble@
@nuuxnuuxi@|@jiggle@
@nuuxnuuxsasho@|@wobbling@
@nuuxnuuxso@|@wobble@
@nuuxnuuxso@|@jiggle@
@nuuxsasho@|@jiggle@
@nuuxsasho@|@wobble@
@nuuxso@|@jiggle@
@nuuxso@|@wobble@
@nuxnux@|@murmur (1)@
@nuxnux@|@whisper@
@nuxnuxlee@|@murmur@
@nuxnuxlee@|@whisper@
@nuxrur@|@nourishment@
@oda@|@old man@
@oday@|@old age@
@odey@|@old man, chief (1)@
@odhan@|@to say@
@ogaal@|@knowledge@
@ogaan@|@knowledge@
@ogaansho@|@knowledge (1)@
@ogaden ciqil@|@foot@
@ogaden ciqil@|@forearm, foot@
@ogaden ciqil@|@elbow@
@ogaysiin@|@informing@
@ogaysiin@|@announcing@
@ogeys@|@expert@
@ogeysii@|@inform@
@ogeysiis@|@annoucement@
@ogeysiis@|@notice@
@oggolaan@|@agreement@
@oggoloow@|@permit@
@oggoloow@|@allow@
@ogoow@|@be aware@
@ogoow@|@realize@
@ogsajiin@|@oxygen@
@ogsoonoow@|@be aware of@
@okobbanaan@|@obligingness, obedience@
@ollog@|@look at, sideways look, glance@
@olol@|@flame@
@olole@|@campaign@
@ololi@|@set alight@
@ololid@|@inflamation@
@olombig@|@Olympic@
@omos@|@waterless place@
@onkod@|@thunder@
@onkod@|@thunder@
@oo@|@and@
@ood@|@enclose with a brushwood fence@
@ooda@|@brushwood fence@
@oodafo@|@opening in enclosure@
@oof@|@side of the body@
@oog@|@fire@
@oog@|@ashes@
@oogo@|@body@
@oohin@|@weeping@
@ool@|@be in a place@
@oollaan@|@location@
@oolli@|@to be in a place@
@oomaar@|@steam@
@oomaar@|@mist@
@oomaarbaxsi@|@evaporation@
@oomati@|@food (1)@
@oomi@|@make thirsty@
@oommanaan@|@thirst@
@oon@|@be thirsty, food, thirst@
@oonbeel@|@quenching of thirst@
@oori@|@wife@
@oorso@|@bear@
@ooy@|@cry@
@oqoon@|@knowledge (1), to know@
@oqoonsasho@|@acknowledgement@
@oqoow@|@know it!@
@or@|@noise of a crowd@
@oran@|@to say@
@oranayaan@|@they are saying@
@oranaynaa@|@we are saying@
@oraneyaa@|@he is saying@
@oraneyaa@|@I am saying@
@oraneyaan@|@they are saying@
@oraneynaa@|@we are saying@
@ord@|@run@
@ori@|@chant@
@orod@|@running@
@orod@|@run@
@orodbeege@|@sppedometer@
@orodsii@|@cause to run@
@oroh@|@word, speech@
@oroh@|@speech@
@plumpness@|@karaar@
@qaab@|@shape@
@qaaban@|@be arranged@
@qaabbil@|@confort, front@
@qaabdarro@|@mess@
@qaabdarro@|@disorder@
@qaabi@|@shape@
@qaabsanaan@|@beauty@
@qaabxumo@|@disorder@
@qaac@|@smoke@
@qaaci@|@smoke@
@qaacido@|@theory@
@qaad@|@capacity, take@
@qaadaadhig@|@inspect@
@qaadaadhig@|@inspection@
@qaadaadhig@|@examination@
@qaadaadhig@|@examine@
@qaadacaad@|@boycott@
@qaadasho@|@act of takign for oneself@
@qaaddi@|@judge@
@qaafiyo@|@rhythm@
@qaafo@|@chief (1)@
@qaafo@|@leader (2)@
@qaaley@|@glutton@
@qaali@|@expensiveness@
@qaalib@|@majority@
@qaaliga@|@expensiveness@
@qaalimo@|@young female camel@
@qaalin@|@calf, young female camel@
@qaalisanoow@|@be expensive@
@qaaliyee@|@put a high price on@
@qaaliyoob@|@become expensive@
@qaalli@|@judge@
@qaalmarrogasho@|@somersault@
@qaalmarrogo@|@turn a somersault@
@qaamoob@|@be in debt@
@qaamuus@|@dictionary, encyclopedia@
@qaan@|@debt, know@
@qaanbax@|@release from debt@
@qaandheb@|@claim a debt@
@qaangaar@|@reach the age@
@qaanqaan@|@make preparations@
@qaanso@|@bow@
@qaanuun@|@rule@
@qaar@|@cudgel, part@
@qaaraamo@|@expense@
@qaarad@|@continent@
@qaaran@|@collect@
@qaarjeex@|@pain in the side@
@qaaro@|@bodily organ@
@qaarqaad@|@serious illness@
@qaati@|@murderer, killer@
@qaatin@|@volume@
@qaatin@|@capacity@
@qaawanaan@|@nakedness@
@qaaxo@|@torso@
@qaaya@|@importance@
@qab@|@catch@
@qab@|@hold@
@qab@|@have, pride, trap@
@qabaanqab@|@type of crab@
@qabad@|@act of detaining@
@qabanqaabi@|@organize@
@qabasho@|@act of detaining@
@qabatin@|@sudden pain@
@qabato@|@pliers@
@qabatoon@|@recurrent pains@
@qabay@|@type of vessel made of fibre@
@qabbaan@|@serve, servant@
@qabbaan@|@servant@
@qabbil@|@agree, accept@
@qabbilaad@|@meeting@
@qabbilaad@|@reception, meeting@
@qabid@|@possession@
@qabiil@|@tribe@
@qabiili@|@tribalist@
@qablan@|@make a loud noise, loud noise@
@qabno@|@wealth@
@qabo@|@catch hold of@
@qaboob@|@become cold or cool@
@qabooba@|@cold winter@
@qabooba@|@cold season@
@qaboojin@|@consolation@
@qaboojis@|@chilling@
@qaboojiye@|@refrigerator@
@qabow@|@cold@
@qabqab@|@shout (1)@
@qabri@|@grave@
@qabri@|@tomb@
@qabsad@|@act of catching for oneself@
@qabsasho@|@act of catching for oneself@
@qabsi@|@the act of doing@
@qabso@|@catch for oneself@
@qabweyni@|@arrogance@
@qabxad@|@prostitute@
@qabyaalaad@|@tribalism@
@qabyo@|@incompleteness@
@qabyoob@|@be incomplete@
@qad@|@fail to get what one expects@
@qadaad@|@back of the neck@
@qadaf@|@to insult@
@qadan@|@luck@
@qadan@|@fortune@
@qadan@|@fate@
@qaddac@|@something apparent@
@qaddac@|@something clear@
@qaddacnaan@|@visibility, clarity@
@qaddar@|@power, ability (1), estimate the value of@
@qaddari@|@respect@
@qadduun@|@antiquity@
@qadee@|@have lunch@
@qadhabi@|@buckle@
@qadhmuun@|@bad smell@
@qadi@|@fail to give someone expects@
@qadiid@|@wood for smoking milk vessels@
@qadiifad@|@rug@
@qadiifad@|@carpet@
@qadiim@|@antiquity@
@qado@|@lunch@
@qadoodi@|@state of being without food@
@qafaal@|@kidnapping@
@qafaal@|@kidnap@
@qafalmardax@|@person of evil character@
@qafas@|@coop@
@qafas@|@cage@
@qafil@|@lock, padlock@
@qafilnaan@|@state of being locked@
@qafish@|@fish (1)@
@qaflad@|@surprise@
@qafro@|@hot desert@
@qahar@|@cause difficulties, difficulty, problem@
@qahraan@|@person in difficulty@
@qahwe@|@coffee@
@qajaar@|@cucumber@
@qajajac@|@crackling@
@qal@|@jaw@
@qalaad@|@cry in heat, the cry of billy goat in heat@
@qalaaf@|@take@
@qalaanqal@|@activity@
@qalab@|@equipment@
@qalabee@|@equip@
@qalabka qiimeynta@|@assessment@
@qalad@|@make a mistake@
@qalaggooy@|@become comfortable with@
@qalal@|@dry up@
@qalalaas@|@disturb, instability, disturbance, riot@
@qalalab@|@trouble making@
@qalan@|@be slaughtered@
@qalbi@|@heart@
@qalin@|@pen@
@qalinjebin@|@graduation@
@qalladasho@|@justification@
@qallaji@|@dry up@
@qallajin@|@drying@
@qallal@|@dry@
@qallallaan@|@dryness@
@qallayl@|@dryness@
@qalleyf@|@hardness@
@qalliin@|@slaughter@
@qallooc@|@crookedness (physical/moral)@
@qallooc@|@bentness@
@qalloocan@|@be bent@
@qallooci@|@bend (1), curve@
@qallooci@|@curve@
@qallooco@|@be crooked, be buried, bend@
@qallooco@|@be crooked@
@qallooco@|@bend@
@qallooco@|@be bent@
@qalood@|@feel awkward@
@qalqaal@|@arrange@
@qaluus@|@button@
@qamadi@|@wheat@
@qan@|@thickness@
@qan@|@size@
@qanac@|@be convinced@
@qanbarac@|@fiasco@
@qanbarac@|@bad mistake@
@qanci@|@convince@
@qandaraas@|@contract@
@qandho@|@fever@
@qaneecaad@|@faith@
@qaneecaad@|@confidence, faith@
@qani@|@wealthy person@
@qaniin@|@sting, bite@
@qaniin@|@bite@
@qanïn@|@to bite@
@qanjir@|@gland@
@qar@|@mountain peak, high mountain, summit@
@qaraabo@|@blood relations@
@qaraar@|@resolution@
@qaraar@|@decision@
@qarad@|@solid@
@qaran@|@people, nation@
@qaranimo@|@nationhood@
@qarax@|@explosion@
@qarax@|@blast@
@qardaas@|@paper@
@qareen@|@be related to, relative@
@qari@|@conceal, hide@
@qariib@|@stranger@
@qariib@|@foreigner@
@qarni@|@century@
@qarqar@|@shiver@
@qarqaryo@|@trembling@
@qarqaryo@|@shivering@
@qarracan@|@be shocked, shock@
@qarsad@|@act of hiding@
@qarsasho@|@act of hiding@
@qarshad@|@bottle@
@qarsho@|@bottle@
@qarso@|@conceal, hide@
@qarsoodi@|@mystery@
@qarsoodi@|@secrecy@
@qarsoonaan@|@mystery@
@qarsoonaan@|@secrecy@
@qaruurad@|@bottle@
@qarxad@|@explosion@
@qarxasho@|@explosion@
@qarxi@|@explode@
@qarxin@|@shot@
@qarxin@|@firing@
@qarxin@|@exploding@
@qaryad@|@village@
@qas@|@confuse@
@qasaal@|@wash@
@qasaal@|@washing@
@qasaalo@|@wash@
@qasab@|@force@
@qasad@|@intention@
@qasad@|@purpose, intention@
@qasad@|@aim, intention, purpose@
@qasan@|@be confused@
@qashafee@|@disgust@
@qashafo@|@repugnance@
@qashafo@|@disgust@
@qashin@|@debris@
@qaslad@|@washing@
@qasnaan@|@something that is confused@
@qasnaan@|@something that is untidy@
@qasnaji@|@treasurer, cashier@
@qasnaji@|@cashier@
@qaso@|@mix something for self@
@qataar@|@lock, padlock@
@qataysii@|@deceive@
@qatin@|@the time between meals@
