@English@|@Russian@
@discredit@|@недоверие@
@discreditable@|@дискредитирующий@
@discreet@|@осмотрительный@
@discrepancy@|@различие@
@discrepant@|@отличающийся@
@discrete@|@отдельный@
@discretion@|@осмотрительость@
@discriminate@|@отличать, различать, распознавать@
@discriminating@|@отличительный@
@discrimination@|@проницательность@
@discriminative@|@отчетливый@
@discriminatory@|@пристрастный@
@discursive@|@непоследовательный@
@discuss@|@обсуждать@
@discussion@|@обсуждение@
@disdain@|@пренебрежение@
@disdainful@|@пренебрежительный@
@disease@|@заболевание@
@diseased@|@больной@
@disembark@|@выгружать на берег@
@disembarrass@|@выводить из затруднений@
@disembodied@|@расформированный@
@disembody@|@расформировывать@
@disembogue@|@впадать@
@disembowel@|@потрошить@
@disenable@|@делать неспособным@
@disenchant@|@разочаровывать@
@disencumber@|@освобождать от затруднений@
@disendow@|@лишать пожертвований@
@disenfranchise@|@лишать гражданских прав@
@disengage@|@высвобождать@
@disengaged@|@высвобожденный@
@disentangle@|@распутывать@
@disenthral@|@отпускать на волю@
@disentomb@|@выкапывать из могилы@
@disesteem@|@обесценивать@
@disfeature@|@обезображивать@
@disfigure@|@обезображивать@
@disfranchise@|@лишать гражданских прав@
@disfrock@|@лишать духовного звания@
@disgorge@|@извергать@
@disgrace@|@позор@
@disgraceful@|@бесчестный@
@disgruntle@|@сердить@
@disgruntled@|@недовольный@
@disguise@|@маскировать@
@disgust@|@отвращение@
@disgusted@|@чувствующий отвращение@
@disgusting@|@противный@
@dish@|@блюдо, тарелка@
@dishabille@|@домашнее платье@
@disharmonious@|@несоответствующий@
@disharmonize@|@вносить разногласие@
@disharmony@|@несоответствие@
@dishcloth@|@кухонное полотенце@
@dishearten@|@приводить в уныние@
@dished@|@вогнутый@
@dishes@|@посуда (noun), посуду (noun)@
@dishevel@|@растрепать@
@dishevelled@|@взъерошенный@
@dishonest@|@нечестный@
@dishonesty@|@нечестность@
@dishonor@|@позорить@
@dishonour@|@бесчестие@
@dishrag@|@посудное полотенце@
@dishwasher@|@посудомойка@
@dishwater@|@помои@
@disillusion@|@разочарование@
@disincentive@|@сдерживающее средство@
@disinclination@|@нежелание@
@disincline@|@лишать желания@
@disincorporate@|@распустить@
@disinfect@|@дезинфицировать@
@disinfectant@|@дезинфицирующий@
@disinfected@|@дезинфицированный@
@disinflation@|@дефляция@
@disinformation@|@дезинформация@
@disingenuous@|@неискренний@
@disinherit@|@лишать наследства@
@disintegrate@|@разделять на составные части@
@disintegration@|@разложение на составные части@
@disinter@|@откапывать@
@disinterest@|@равнодушие@
@disinterested@|@безразличный@
@disinvestment@|@сокращение капиталовложений@
@disjoin@|@разъединять@
@disjoint@|@непересекающиеся@
@disjointed@|@несвязный@
@disjunct@|@разобщенный@
@disjunction@|@логическое сложение@
@disjunctive@|@разделяющий@
@disk@|@диск@
@diskette@|@дискет@
@dislike@|@неприязнь@
@dislocate@|@смещать@
@dislocate/am dislocating@|@сдвигаю (verb: ia/prest/1ps)@
@dislocate/are dislocating@|@сдвигаем (verb: ia/pres/1pp), сдвигаете (verb: ia/pres/2pp), сдвигаешь (verb: ia/pres/2ps), сдвигают (verb: ia/pres/3pp)@
@dislocated/had dislocated/has dislocated@|@сдвинуло (verb: pa/past/neu)@
@dislocated/had dislocated/have dislocated@|@сдвинули (verb: pa/past/plu)@
@dislocated/had dislocated/have dislocated/has dislocated@|@сдвинул (verb: pa/past/mas), сдвинула (verb: pa/past/fem)@
@dislocates/is dislocating@|@сдвигает (verb: ia/pres/3ps)@
@dislocation@|@смещение@
@dislodge@|@вытеснять, смещать@
@disloyal@|@вероломный@
@disloyalty@|@нелояльность@
@dismal@|@гнетущий@
@dismantle@|@выносить@
@dismantling@|@демонтаж@
@dismember@|@расчленять@
@dismiss@|@отпускать, увольнять@
@dismissal@|@увольнение@
@disobedience@|@непослушание@
@disobey@|@не повиноваться (verb), ослушаться@
@disoblige@|@не считаться с желанием@
@disobliging@|@нелюбезный@
@disorder@|@беспорядок@
@disorderly@|@беспорядочный@
@disorganize@|@расстраивать@
@disorient@|@дезориентировать@
@disorientation@|@дезориентация@
@disown@|@отказываться@
@disparage@|@говорить пренебрежительно@
@disparaging@|@унизительный@
@disparate@|@в корне отличный@
@disparity@|@неравенство@
@dispassion@|@бесстрастие@
@dispassionate@|@беспристрастный@
@dispatch@|@отправка@
@dispatcher@|@диспетчер@
@dispatching@|@диспетчерское управление@
@dispel@|@разгонять@
@dispensable@|@необязательный@
@dispensary@|@амбулатория@
@dispensation@|@раздача@
@dispense@|@раздавать@
@dispenser@|@фармацевт@
@dispeople@|@обезлюдить@
@dispersal@|@рассеивание@
@disperse@|@разгонять@
@dispersed@|@рассеянный@
@dispersion@|@рассеивание@
@dispersive@|@разбрасывающий@
@dispirit@|@удручать@
@dispirited@|@удрученный@
@displace@|@замещать, смещать@
@displacement@|@сдвиг (noun), смещение@
@display@|@показываем, показываете, показываешь, показываю, показывают@
@displays@|@показывает@
@displease@|@не нравиться@
@displeasing@|@неприятный@
@displeasure@|@неудовольствие@
@disport@|@развлекаешься, развлекаться@
@disport oneself@|@развлекаешься@
@disposable@|@доступный@
@disposal@|@удаление@
@dispose@|@располагать@
@dispose of@|@отделываться@
@disposition@|@размещение@
@dispossess@|@лишать собственности@
@dispraise@|@осуждение@
@disproof@|@опровержение@
@disproportion@|@непропорциональность@
@disproportionate@|@непропорциональный@
@disprove@|@опровергать@
@disputant@|@участник диспута@
@disputation@|@спор@
@disputatious@|@любящий спорить@
@dispute@|@диспут@
@disqualification@|@лишение права@
@disqualified@|@дисквалифицированный@
@disqualify@|@делать непригодным@
@disquiet@|@беспокойный@
@disquieted@|@обеспокоенный@
@disquieting@|@беспокойный@
@disquisition@|@исследование@
@disregard@|@пренебрежение@
@disrelish@|@нерасположение@
@disrepair@|@ветхость@
