@Indonesian@|@English@
@kead tdk bergerak/merasa@|@torpidity, torpor@
@kead tdk ingat wkt demam@|@delirium@
@kead tdk jln@|@breakdown@
@kead tdk sadar@|@anaesthesia@
@kead tdk seimbang@|@disparity@
@kead tdk seimbang/setimpal@|@disproportion@
@kead tdk terpakai lagi@|@disuse@
@kead terbelah@|@cleavage@
@kead tergantung@|@suspension@
@kead tergesa2@|@haste, flurry@
@kead terkenal/diketahui umum@|@publicity@
@kead terlantar@|@squalor@
@kead terlupakan@|@oblivion@
@kead terpaksa/mendesak/tdk mampu@|@necessity@
@kead terus-me-@|@continuity@
@kead tuli@|@deafness@
@kead yg di luar batas@|@extremity@
@kead yg membatasi@|@qualification@
@kead yg membingungkan@|@enigma, maze@
@kead/gerakan yg berubah2@|@flux@
@kead/hal lebih rendah@|@inferiority@
@kead/pakaian berkabung@|@mourning@
@kead/pembawaan tubuh@|@constitution@
@kead/tempat barang terlantar@|@limbo@
@keadaan@|@estate, fettle@
@keadaan keliling@|@environment@
@keadaan sama@|@parity@
@keadilan@|@justice, vindicate, equity, squareness, righteousness, probity@
@keadilan@|@justice, righteousness@
@keadilan & kejujuran@|@sportsmanship@
@keagungan@|@majesty, supremacy, lustre, glory, grandeur@
@keahlian@|@qualification, proficiency, artifice, accomplishment, acquirement, vocation, art, expertness, workmanship, mastery@
@keahlian berlayar@|@seamanship@
@keahlian menembak@|@marksmanship@
@keahlian/kepandaian dlm teknik@|@vistuosity@
@keahlian/pekerjaan seseorg@|@walk of life@
@keajaiban@|@prodigy, marvel@
@keakraban@|@intimacy@
@keakuran@|@concord@
@keamanan@|@security@
@keamanan@|@safety, security@
@keamanan sementara@|@reprieve@
@keandalan@|@reliability@
@keanehan@|@quanitness, couriusity, novelty, curiousity, singularity, rarity, peculiarity@
@keanggotaan@|@membership@
@keanggotaan dr suatu gol@|@fellowship@
@keangkuhan@|@vanity@
@kearifan@|@discernment@
@keasaman@|@acidity@
@keasinan@|@briny@
@keaslian@|@genuineness@
@kebagusan@|@comeliness, splendour@
@kebaguusan@|@smartness@
@kebahagiaan@|@wel-being@
@kebahagiaan sempurna@|@bliss@
@kebahagiaan yg tdk beralasan & singkat@|@fool's paradise@
@kebahagian mutlak@|@felicity@
@kebaikan@|@weal, virtue, boon, soul, merit@
@kebaikan dibalas kebaikan@|@tit for tat@
@kebaikan hati@|@amiability, affability@
@kebaikan/kemurahan hati@|@benevolence, beneficence, charity@
@kebajikan@|@bounty, benefaction, benevolence, beneficence@
@kebakaran bsr@|@conflagration@
@kebaktian@|@church@
@kebaktian malam di gereja@|@vespers@
@kebaktian malam di gereja Inggris@|@evensong@
@kebal@|@invulnerable (to bullets, etc) immune (from prosecution, taxes) insensitive@
@kebalikan@|@converse, reverse, reversal@
@kebanggaan@|@glory, pride, boast@
@kebanggaan@|@pride@
@Kebangkitan Yesus/semua org pd hr kiamat@|@Resurrection@
@kebangkrutan@|@bankruptcy@
@kebangsaan@|@nationality@
@kebanjiran@|@influx@
@kebanjiran surat2@|@avalanche of letters@
@kebanyakan@|@majority@
@kebanyakan@|@generally@
@kebapakan@|@paternally@
@kebaruan@|@newness@
@kebasan@|@whisk@
@kebatinan@|@psike@
@kebebasan@|@dignity@
@kebebasan bergerak@|@play@
@kebebasan bertindak@|@discretion@
@kebenaran@|@reliable, metafisika, veracity, verity, genuineness, propriety@
@kebenaran tanpa tedeng aling2@|@unvarnished@
@kebenaran yg sungguh2@|@gospel truth@
@kebenarannya@|@axiom@
@kebencian@|@abhorence, animosity, enmity, venom, malice, malignancy, hatred, scorn, resentment, repugnance@
@kebencian pd seseorg/sesuatu@|@aversion@
@kebencian yg luar biasa@|@implacable@
@kebencian yg merata@|@odium@
@kebendaan@|@physical@
@kebengisan@|@atrocity, savagery, iniquity, cruelty@
@keberangkatan@|@departure, departure@
@keberanian@|@audacity, enterprise, nerve, bravery, hardihood, grit, gallantry, spirit, prowess@
@keberanian & tekad@|@gut@
@keberanian (dlm perang)@|@valour@
@keberatan@|@averse, objection, exception, scruple, reluctant, indisposed, hold back@
@kebersihan@|@neatness, sanitation, chastity@
@kebesaran@|@bag, glory, grandeur, state@
@kebetulan@|@perchance, contingent, chance@
@kebetulan mendengar@|@overhear@
@kebiadaban@|@savagery@
@kebiasaan@|@wont, custom, groove, second nature, rule, practice, manner, institution, convention@
@kebiasaan@|@custom, habit, way@
@kebiasaan aneh@|@trick@
@kebiasaan buruk@|@vice@
@kebiasaan membicarakan ttg diri sendiri@|@egotism@
@kebiasaan/kelakuan khas seseorg@|@mannerism@
@kebiasaan/pendpt/pendpt khas khusus seseorg@|@idiosyncrasy@
@kebij dlm menyelesaikan masalah shg tdk-@|@tact@
@kebijakan@|@subtlety, sense, policy@
@kebijaksanaan@|@sagacity, discretion, prudence@
@kebimbangan@|@care, consternation, fear, hesitation@
@kebinasaan@|@doom@
@kebingungan@|@discomfiture, confusion, bewilderment, perplexity@
@kebisingan@|@turmoil, turmoil, clamour@
@kebnykan@|@mostly@
@kebocoran@|@leakage@
@kebodohan@|@folly, naite, ignorance, foolery@
@kebodohan yg keterlaluan@|@abysmal ignorance@
@kebohongan@|@duplicity@
@keborosan@|@extravagance@
@kebosanan@|@tedium, boredom@
@kebsran@|@majesty@
@kebuasan@|@ferocity@
@kebudayaan@|@culture@
@kebulatan@|@rotundity@
@kebulatan pendapat@|@resolute@
@kebulatan suara@|@unanimity@
@kebun@|@garden@
@kebun anggur@|@vineyard@
@kebun buah2an@|@orchard@
@kebun sayur@|@kitchen garden@
@kebun sayur2an dll yg akan dijual di pasar@|@market-garden@
@kebun yg dihiasi batu karang@|@rock-garden, rockery@
@kebun-binatang@|@zoo@
@keburukan@|@notoriety@
@keburukan akhlak@|@depravity@
@kebusukan hati@|@malevolence@
@kebut@|@drive at excessive speed@
@kebutan@|@whisk@
@kebutuhan@|@requirement@
@kec(t)epatan@|@dispatch@
@Kec.@|@Kecamatan; subdistrict@
@kec/cara berjln/berlari@|@pace@
@kecabulan@|@profligacy@
@kecakapan@|@proficiency, aptitude, faculty, smartness, competence@
@kecakapan mengetahui hal yg akan tjd@|@second sight@
@kecakapan menulis & membaca@|@literacy@
@kecakapan utk memahami@|@insight@
@kecam@|@meng-(kan), criticize; investigate, consider carefully; review; peng-, critic, commentator@
@kecantikan@|@comeliness, glamour, loveliness, charm@
@kecap@|@soy sauce@
@kecapaian@|@all in@
@kecapakan menjual@|@salesmanship@
@kecapi@|@lute, zither@
@kece@|@beautiful/good looking (slang)@
@kecekatan@|@dexterity@
@kecekungan@|@concavity@
@kecelakaan@|@smash@
@kecelakaan@|@accident@
@kecelakaan/kemalangan kecil@|@mishap@
@kecemasan@|@care, apprehension, fear, solicitude@
@kecemerlangan@|@splendour, brilliance@
@kecemerlangan yg murahan@|@tinsel@
@kecenderungan@|@propensity, tendency, inclination, tide, set, strain, proclivity, bent@
@kecenderungan hati@|@fellow-feeling@
@kecenderungan khusus ke arah suatu kead/-@|@predisposisi@
@kecenderungan menurunkan@|@heredity@
@kecenderungan natural ke arah suatu kead/perkem-@|@disposisi@
@kecenderungan utk berbuat salah@|@frailty@
@kecenderungan utk mengawasi@|@furor prohibendi@
@keceng@|@w/ 1 eye closed; ng-, watch with o. eye open; se-, mata, in the blink of an eye; meng-(kan) mata, blink, close o. eye@
@kecepatan@|@celerity, momentum, rapidity, promptitude@
@kecerahan & harapan@|@rose-coloured@
@kecerdasan@|@aptitude, smartness, keenness, wit, intellect, intelligence, brilliance@
@kecerdikan@|@ingenuity, ingenuity@
@kecermatan@|@nicety@
@kecewa@|@umbrage, pull a face, crestfallen@
@kecewa@|@disappointed; fail to meet expected success; meng-kan, disappoint; thwart/foil@
@kecil@|@narrow, slim, slender, slight, slip, rise, trace, stingy, remote, poky, chamber music@
@kecil@|@diminutive, little, small@
@kecil@|@small, tiny@
@kecil & bercahaya@|@beady@
@kecil & lemah@|@puny@
@kecil hati@|@umbrage@
@kecil sekali@|@wee, diminutive, minute@
@kecimpung@|@ber-(an), splash around; plunge into an activity@
@kecoa@|@cockroach@
@kecocokan@|@unity, concord, suitability, propriety@
@kecoh@|@fraud, dishonesty, deceit; peng-, swindler, cheat; ter-, deceived@
@kecuali@|@except, otherwise@
@kecuali@|@except@
@kecukupan@|@adequacy@
@kecup@|@sound of a kiss; meng-(i), kiss s.o.; -an, (n) kiss@
@kecurangan@|@knavery, deceit@
@kecurigaan@|@suspicion, prejudice@
@kecut@|@afraid; wrinkled/shriveled/shrunken; seared; peng-, coward@
@kedahsyatan@|@asperity@
@kedai@|@stall@
@kedai@|@shop, small place that sells things@
@kedap@|@tightly closed, impermeable, hermetical; - abu, - air, - suara@
@kedap air@|@watertight@
@kedap suara@|@sound-proof@
@kedap udara@|@airtight, hermetic@
@kedar@|@se-, just enough to@
@kedatangan@|@advent, arrival, appearance@
@kedatangan/pergantian berturut2@|@succession@
@kedaulatan@|@sovereignty@
@kedekatan@|@proximity@
@kedelai@|@soybean@
@kedengaran dgn jelas@|@audible@
@kedengaran sedih@|@plaintive@
@kedengkian@|@venom, malevolence, antagonism, bitterness@
@kedewaan@|@divinity@
@kedewasaan@|@maturity@
@kedewasaan laki2@|@manhood@
@kedinginan@|@chill@
@kedlman@|@profundity@
@kedok@|@mask; s.t. to cover face@
@kedokteran gigi@|@dentistry@
@kedud@|@station, footing@
@kedud-@|@ministry@
@kedud rendah@|@humble@
@kedud tertinggi@|@blue ribbon, blue riband@
@kedud tinggi@|@perch@
@kedud/kantor seorg konsul@|@consulate@
@kedud/kekuasaan raja@|@royalty@
@kedud/mutu tertinggi@|@primacy@
@kedudukan@|@office, berth@
@kedudukan -@|@fellowship@
@kedudukan org dpt gaji tanpa bekerja@|@sinecure@
@kedudukan penting@|@ascendancy, ascendency@
@kedudukan sbg ayah@|@paternity@
@kedudukan seorg khalifah@|@caliphate@
@kedudukan tinggi tapi tdk berkuasa@|@figure-head@
@kedudukan yg sesuai@|@niche@
@kedudukan/rumah pejabat tinggi gereja@|@deanery@
@keduniawian@|@worldly@
@kedustaan@|@deceit, deception@
@kedutaan@|@embassy@
@kedutaan di bawah kedutaan besar@|@legation@
@keelokan@|@glamour, charm@
@keenakan@|@amenity, delicacy@
@keengganan@|@reluctance, aversion, repulsion, distaste@
@keengganan berbuat sesuatu@|@repugnance@
@keep ~ed:selalu memberitahukan hal2 pd seseorg@|@post@
@keep a stright ~:menyembunyikan kegelian@|@face@
@keep at ~:menahan penyerang@|@bay@
@kefanatikan@|@bigotry@
@kega-@|@frost@
@kegaduhan@|@affray, commotion, brawl, riot, row@
@kegagahan@|@gallantry@
@kegagalan@|@miss out@
@kegagalan mutlak@|@fiasco@
@kegairahan@|@ardour, vivacity, vitality, fervour, perkiness, fervor@
@kegairahan bsr@|@ecstasy@
@keganasan@|@violence, malignancy, ferocity@
@keganjilan@|@oddity, curiousity@
@kegarangan@|@pugnacity@
@kegelisahan@|@unrest, discomposure, discontent, discomfort, suspense@
@kegemaran@|@cult, fancy, relish, bent@
@kegemaran yg bersifat sementara@|@fad@
@kegembaran@|@clamour@
@kegembiraan@|@exuberance, gaiety, merriment@
@kegembiraan yg meluap2@|@exaltation@
@kegembiraan yg riuh@|@hilarity@
@kegemburan@|@flabbiness@
@kegemparan@|@trepidation, hurly-burly, hullabaloo, hubbub, hue@
@kegemukan@|@obesity, corpulence, corpulency, rotundity@
@kegendutan@|@obesity@
@kegeraman@|@indignation@
@kegersangan@|@aridity@
@kegesitan@|@hustle@
@kegetiran@|@gall, bitterness@
@kegi-@|@dash@
@kegiatan@|@sphere, racket, perkiness, dormant@
@kegiatan & kecepatan@|@impetuosity@
@kegiatan kecil@|@side-show@
@kegigihan@|@obstinacy, enterprise, tenacity, persistence, pertinacity@
@kegilaan@|@lunacy, frenzy, infatuation@
@kegilaan semen-@|@rage@
@kegimbaraan@|@buoyance@
@kegirangan@|@rapture@
@keguguran@|@miscarry@
@keguguran kandungan@|@miscarriage@
@kegunaan@|@utility, asset@
@kehabisan@|@short of@
@kehabisan-@|@tether@
@kehabisan nafas@|@puffy, blown@
@kehabisan tenaga@|@effete@
@kehadiran@|@attendance@
@kehakiman@|@judicature@
@kehalusan@|@subtlety@
@kehalusan budi bhs/cita rasa/selera@|@refinement@
@kehambaran@|@vapidity@
@kehamilan@|@conception@
@kehampaan@|@vanity@
@kehancuran@|@wreck, damnation, fate@
@kehancuran (tiba2)@|@downfall@
@kehangatan@|@warmth@
@keharuan@|@thrill@
@keharusan@|@requirement, compulsion@
@kehausan@|@voracity@
@kehebatan@|@vehemence, marvel, brilliance@
@kehematan@|@frugality@
@kehendak@|@volition, inclination, view, grain@
@keheningan@|@serenity, repose@
@keheranan@|@consternation, surprise@
@keheranan bsr@|@bombshell@
@keheranan/kekagetan@|@declare@
@kehi-@|@break up@
@kehidupan@|@existence, life@
@kehidupan baru yg lebih ba-@|@lease@
@kehidupan berumah tangga@|@domesticity@
@kehidupan sederhana tanpa peradaban@|@nature@
@kehidupan->afektif sbg keseluruhan@|@afektivitas@
@kehilangan@|@bereft of, bereavement, strip, miss, loss@
@kehilangan akal@|@sea@
@kehilangan daya ingat@|@amnesia@
@kehilangan harga diri@|@disgrace@
@kehilangan keberanian@|@heart@
@kehilangan kekuasaan@|@decay@
@kehilangan kesabaran lagi@|@straw@
@kehilangan keseimbangan@|@overbalance@
@kehilangan sifat2 alam yg sederhana@|@sophisticated@
@kehilangan tenaga@|@crack up@
@kehilangan yg membu-@|@blow@
@kehinaan@|@debasement, infamy, contempt@
@kehormatan@|@epithet, dignity, honorary, privilege, prestige, credit, compliment@
@keibuan@|@maternal, maternity@
@keikhlasan@|@grace@
@keindahan@|@glory, splendour, loveliness@
@keindahan spt puisi@|@poetry@
@keinginan@|@inclination, desirability, fancy, solicitude, proclivity, longing@
@keinginan kuat@|@rage@
@keinginan sesaat yg kuat@|@rage@
@keinginan yg bsr@|@desire@
@keinginan yg tak pantas dr kesadaran@|@represi@
@keinginan yg tertahan@|@inhibition@
@keingintahuan@|@couriusity, curiousity@
@keinsafan@|@consciousness@
@keistimewaan@|@distinction@
@keja-@|@tit for tat@
@kejadian@|@occurence, event, prolog, incident@
@Kejadian@|@Genesis@
@kejadian aneh@|@goings-on@
@kejadian stlh kematian@|@posthumous@
@kejadian tiba2 & merusak@|@thunderbolt@
@kejadian yg mendebarkan@|@excitement@
@kejadian yg mula2@|@prelude@
@kejadian yg tak terduga & tiba2@|@bolt from the blue@
@kejadian yg tdk disengaja@|@coincidence@
@kejadian yg tdk disengaja/kebetulan@|@coincidence@
@kejadian/bencana yg menggemparkan & tiba2@|@cataclysm@
@kejadian/keputusan dulu yg dijadikan patokan/conth@|@precedent@
@kejadian/peristiwa yg mungkin tjd@|@contingency@
@kejahatan@|@turpitude, atrocity, villainy, offence, malignity, misdeed@
@kejahatan besar@|@felony@
@kejahatan bsr@|@enormity@
@kejahatan yg dpt dihukum mati@|@capital crime@
@kejailan@|@turpitude, mischief@
@kejam@|@barbaric, rigorous, atrocious, savage, violent, inhuman, despotic, devilish, cruel, hard-hearted, harsh, grim, ferocious, bestial, tough, severe, bloodthirsty@
@kejam@|@cruel@
@kejang@|@spasm, katalepsi, taut, stark, cramp, convulsive@
@kejang@|@stiff; convulsion; seize with cramp@
@kejangkitan penyakit@|@septic, infection@
@kejantanan@|@virility, manhood@
@kejap@|@fleet@
@kejap@|@wink/blink (of eye) (se-, a second, briefly); meng-(kan), (v)@
@kejar@|@chase/race e.o., pursue (luru); meng-, (v) pursue@
@kejar2an@|@romp@
@kejarangan@|@dearth, scarcity@
@kejatuhan@|@lapse, come-down@
@kejayaan@|@lustre, glory@
@kejelasan@|@clarity@
@kejelasan grs2 gbr@|@relief@
@kejelitaan@|@comeliness@
@kejemuan@|@boredom@
@kejengkelan@|@iritasi, aggravation, annoyance, vexation, irritation@
@kejernihan@|@clarity@
@keji@|@sordid, abject, unsavoury, shabby, dissolute, despicable, dishonourable, disreputable, beast, base, wicked, scurvy, shame, loose, infamous, foul, dissipated@
@kejinakan@|@dicility@
@keju@|@cheese@
@keju dll@|@creamery@
@kejujuran@|@rectitude, sincerity, probity@
@kejur@|@lank@
@kejut@|@ter-, surprised/startled; -an, surprise (n); meng-kan, (v) to surprise/startle s.o.@
@kejutan@|@surprise@
@kejuujuran@|@squareness@
@kek@|@you could have.....or you could have s.t. else, it does not matter if it is...or if is; Lelaki -, perempuan -, pokoknya - etc.@
@kekacauan@|@welter, turmoil, turmoil, anarki, pandemonium, anarchy, confusion, tumult, promiscuity, disturbance, chaos@
@kekacauan@|@chaos, tangle@
@kekaguman@|@wonderful@
@kekaisaran@|@imperial@
@kekal@|@lasting, eternal, eternal, deathless, everlasting, timeless@
@kekalahan@|@thrashing, reverse, beating@
@kekalutan@|@confusion, disorder@
@kekanak2an@|@boyish@
@kekang@|@rein, curb@
@kekang@|@bridle, reins; restraint, curb; meng-, pull in the reins; curb o's impatience, etc.@
@kekang kuda@|@bridle@
@kekang pd mulut kuda@|@bit@
@kekar@|@sturdy, stumpy, strapping, stocky@
@kekar@|@solid, firm (body, etc.); squat, hefty; tight, close (weaving, etc); open, unfolded, spread out@
@kekasaran@|@asperity, indelicacy, crudity@
@kekasih@|@sweetheart@
@kekasih@|@beloved, sweetheart@
@kekayaan@|@wealth, affluence, opulence, fortune, treasure, resource, property, mean@
@kekayaan (pengaruh buruk)@|@mammon@
@kekayaan dll)@|@mediocrity@
@kekecewaan@|@regret, drawback@
@kekecualian@|@exception@
@kekejamaan@|@violence@
@kekejaman@|@atrocity, savagery, enormity, cruelty, ferocity, severity@
@kekejaman yg amat@|@outrage@
@kekejangan pd urat leher/punggung@|@crick@
@kekejian@|@turpitude, infamy@
@kekejutan@|@consternation, petrifaction, blow@
@kekekalan@|@eternity, permanence@
@kekelaman@|@gloom@
@kekeliruan@|@confusion@
@kekeliruan krn kurang hati2@|@blunder@
@kekeluargaan@|@kinship@
@kekentalan@|@censistence@
@kekenyalan@|@spring@
@kekenyangan@|@surfeit, satiety@
@keker@|@glass@
@kekeramatan@|@sanctity@
@kekerasan@|@asperity, violence, stringency, substance, rigidity, rigour, severity, rage, potency@
@kekerasan kepala@|@obstinacy@
@kekerasan tindakan@|@extremity@
@kekerasan/kekenyalan besi@|@temper@
@kekeringan@|@aridity, dryness@
@kekesalan@|@vexation@
@keketatan@|@stringency@
@kekhasan@|@peculiarity@
@kekhawatiran@|@care, apprehension, fear, solicitude@
@kekhidmatan@|@solemnity@
@kekhilafan@|@oversight, blunder@
@kekolotan@|@conservatism@
@kekosongan@|@inanition@
@kekuasaan@|@authority, ascendancy, ascendency, sovereignty, rule, mercy, dominion, dominance, control@
@kekuasaan bsr@|@might@
@kekuasaan hukum@|@jurisdiction@
@kekuasaan mutlak@|@plenary@
@kekuasaan politik@|@spoil@
@kekuasaan raja@|@throne@
@kekuasaan tertinggi@|@hegemoni@
@kekuasaan yg diberikan Uskup-@|@order@
@kekuasaan/pengaruh yg ditim-@|@prestige@
@kekuatan@|@pep, virility, vehemence, brawn, fortitude, backbone, solidity, soundness, preponderance, potency@
@kekuatan batin/badan@|@vigour, zing@
@kekuatan yg merusak@|@maelstrom@
@kekukuhan@|@substance, solidity@
@kekurangajaran@|@audacity, impertinence, brass, flippancy, cheek@
@kekurangan@|@lack, amiss, dearth, defect, deficient, deficiency, destitute of, pinch, failing, wanting, scant, scarce, scarcity, short of, shortage, shortcoming, privation@
@kekurangan tenaga@|@languor@
@kekurangan tenaga/pekerja@|@short-handed@
@kekurangsabaran@|@impatience@
@kekurusan@|@emaciation@
@kekusutan pikiran@|@tumult@
@kekuuatan@|@sinew@
@kelabakan@|@flounder about, run around like a chicken without a head; be at a lost@
@kelabangan@|@braid@
@kelahapan@|@gluttony@
@kelahi@|@quarrel/argument/fight; ber-, fight w/ fists, fight over; per-an, (n), fight/brawl (kegaduhan)@
@kelahiran@|@birth@
@kelahiran (N~:kelahiran Yesus)@|@nativity@
@kelahiran anak hewan@|@litter@
@kelainan@|@anomaly, rudiment@
@kelainan tingkah laku seksual@|@perversi@
@kelak@|@sequel@
@kelak@|@later (on), after@
@kelakar@|@banter, gag, sally, sport, pleasantry@
@kelakuan@|@manner, demeanour, behaviour, manner, conduct@
@kelakuan tdk bijaksana terutama dlm hal membuka-@|@indiskresi@
@kelakuan tdk senonoh@|@debauchery, ignomity@
@kelakuan yg dibuat2@|@affectation@
@kelakuan/mengurus buruk@|@misconduct@
@kelalaian@|@negligence, inadvertence@
@kelaliman@|@iniquity@
@kelam@|@sullen, glum, dim@
@kelam@|@dull, overcast; dark; @
@kelambanan@|@torpidity, torpor, intertia@
@kelambatan@|@tardiness@
@kelambu@|@netting@
@kelamin@|@pair, couple; sex/gender; per-an, sexual affair@
@kelamun@|@meng- daydream, muse (peng-) daydreamer, dreamer (peng-an) daydreaming, musing@
@kelana@|@ber-, meng-, roam/wander@
@kelancangan@|@audacity, effrontery, brass@
@kelancangan mulut@|@flippancy@
@kelancaran berbicara/membujuk@|@eloquence@
@kelangkaan@|@dearth@
@kelangsungan@|@directness, continuance@
@kelangsungan hidup@|@viability@
@kelanjutan@|@aftermath, continuance, continuity@
@kelap@|@(kelip) blinking, flickering; ber-, flicker, sparkle@
@kelap@|@se- mata, in a wink; meng-kan mata, blink o's eye@
@kelapa@|@cocoanut, cocoa-nut, coconut, coco-nut@
@kelapa@|@coconut@
@kelaparan@|@famish@
@kelap-kelip@|@flicker, blink@
@kelas@|@genus, rating@
@kelas@|@class@
@kelas 1@|@posh@
@kelas 2@|@mediocre@
@kelas kam-@|@gallery@
@kelasi biasa@|@rating@
@kelaziman@|@prevalence@
@kelebihan@|@excess, superiority, redundant, redundancy, pre-eminence@
@kelebihannya@|@balance@
@keledai@|@ass, donkey@
@keledai jantan@|@jackass@
@kelegaan@|@relief@
@kelelahan@|@fatigue@
@kelelawar@|@bat@
@keleluasaan@|@latitude@
@kelemahan@|@languor, debility, frailty, flabbiness, failing, infirmity@
@kelemahan (dlm hukum)@|@loop-hole@
