@English@|@Somali@
@sense@|@hiyi, maan@
@sent to hell@|@naar@
@sentence@|@hawraar, tix@
@separate@|@faquuq, feeraari, fiindhee, kalasooc, sooc@
@separateness@|@fiindho@
@separation@|@feeraar, feeraaris, kaladhig, kalasooc, kalasoocid, kalasoocid@
@separation (1)@|@kalabax@
@serious illness@|@qaarqaad@
@serious trouble@|@ildarro, qawaacid@
@sermon@|@khudbo@
@servant@|@khaaddin, midiidin, qabbaan, qabbaan, shaaqi@
@serve@|@adeeg, midiidin, qabbaan@
@service@|@adeeg, ciidamin@
@set alight@|@ololi@
@set apart@|@takoor@
@set in order@|@hannani@
@set out on a journey@|@kicitin@
@set up@|@qotomi@
@set upright@|@joogtee@
@settle@|@garqaybi@
@settlement@|@beel, degaan, degmo, duddo@
@seven@|@toddoba@
@seventeen@|@toddoba, toddoba iyo toban@
@seventh@|@toddobaad@
@seventieth@|@toddobaatanaad@
@seventy@|@toddobaatan@
@several@|@dhowr@
@severe drought@|@gasariir@
@severe harm@|@halako@
@severe hunger@|@mamac@
@severily@|@halakee@
@severity@|@kulkulan@
@sew@|@qodob, tol@
@sewing machine@|@harqaan@
@sexual intercourse@|@galmo@
@shade@|@hadh, har, hoos@
@shadow@|@higil@
@shake@|@liglig, liilliiji, lul, lulo, riirriiji, rux, rux, ruxo@
@shake (1)@|@jarcee@
@shake out@|@hurguf@
@shakiness@|@lalleemo@
@shaking@|@ruxasho, ruxitaan@
@Shall I call a taxi for you?@|@Tagsi ma kuugu yeedhaa?@
@shallow water@|@dabbaan@
@shame@|@ceeb, ceebaal, jiciir, jiciiree, xil, xishood@
@shame (1)@|@ilfashaq@
@shape@|@dir, hannaan, muug, qaab, qaabi, tatab@
@sharad@|@wager@
@share@|@moogtan, qayb, saami, sed, wadaag@
@shareholder@|@saamile@
@sharing@|@ciyi, qaybsasho, qaybsasho, wadaag@
@sharp@|@qor@
@sharp pain@|@kaar@
@sharpen@|@afee, fiiq, looli@
@shave@|@xiir@
@shave oneself@|@xiiro@
@she@|@ay, iyada@
@she comes@|@timaadda@
@she is at a place@|@taal@
@she is not@|@aha@
@she says@|@tiraahdaa@
@she-camel@|@hal@
@sheep@|@ido, wan@
@sheep and goats@|@adhi@
@she-goat@|@rih@
@Sheikh -- man of religion@|@sheekh, shiikh@
@shelter@|@dug, duggaal, gabbaad@
@sheltered place@|@marso@
@shepherdess@|@adhijir@
@shield@|@gaashaan@
@shift@|@dirgasho, durk, durug, nuuxi, nuuxi@
@shilling@|@shilin@
@shin@|@xog@
@shine@|@dhalaal, halaalac@
@ship@|@markab@
@shipping@|@khashabad@
@shirking@|@hodaddaabo@
@shirt@|@garbaggale, gashi, gashi, shaadh, shaar, shaati@
@shiver@|@jarcee, qarqar@
@shivering@|@qarqaryo@
@shock@|@musuraar, qarracan@
@shoe@|@kab@
@shoes@|@kabo@
@shop@|@daas, dukaan@
@shopkeeper@|@dukaanle@
@shore@|@dukaanle, xeeb@
@short@|@gaab@
@short sleep@|@laamaddood@
@short while@|@cabbaar@
@shortage@|@naaqis@
@shortcut@|@bogdoox@
@shorten@|@koob@
@shortening@|@koobid@
@shot@|@qarxin@
@shoulder@|@barbar, garab@
@shout@|@dhawaaq, qaylo, sooyaan, tannaagood, yeedh, yeer@
@shout (1)@|@ii, qabqab@
@shout caused by grief@|@dhawaaq@
@shouting@|@salow, sooyaan@
@shove@|@hataaqo, riix@
@show@|@muuji, tilmaan, tus@
@show compassion@|@jixinjix@
@show disrespect@|@quur@
@show longing@|@jimiimic@
@shower of rain@|@sayn@
@shred@|@saaf@
@shrink@|@kog, qonbob@
@shrinking@|@qonbob@
@shy person@|@ilgiir@
@siblings@|@bah, walaalo@
@siblings having the same mom@|@habarwadaag@
@sick person@|@bukaan, jirroole@
@sickness@|@bushi@
@side@|@barbar, bog, caw, caw, dhinac, dhinic, gees, jiha, xag@
@side (1)@|@barbar@
@side of the body@|@oof@
@side with@|@hinaas@
@sides@|@barbarro@
@sideways look@|@ollog@
@sideways of backward glance@|@jalleeco@
@siding with@|@ficil@
@sigh@|@eedaad@
@sight@|@arag, fiiro@
@sign@|@calaamad, ishaaro, saxiix@
@sign language@|@midaar@
@signature@|@saxiix@
@silence@|@aammus, shib@
@silk@|@xariir@
@silver@|@fiddo, maar@
@similarity@|@caadinimo, ekaan, ekaansho@
@since@|@ilaa, intii@
@sincerity@|@lillaahi@
@sing@|@hees, laaqi@
@singe@|@halwi@
@singer@|@heesaa@
@singing@|@aleeggad@
@singularity@|@gaar@
@sink@|@hafo@
@sink something@|@hafi@
@sip@|@kabbayso, kabbo@
@sister@|@huunno, walaal@
@sit@|@fadhi@
@sit and do nothing@|@cuskug@
@sit crouched@|@kuudud@
@sit down@|@fadhiiso, saldhig@
@situation@|@wadci@
@situations@|@axwaal@
@six@|@lix@
@sixteen@|@lix iyo toban@
@sixth@|@lixaad@
@sixtieth@|@lixdanaad@
@sixty@|@lixdan@
@size@|@baaxad, jurmi, qan@
@skeleton@|@lafallafo@
@skill@|@farshaxan@
@skilled person@|@fiic, saanac@
@skilled player@|@laacib@
@skin@|@dub, harag, maqaar@
@skin of fruit@|@diir@
@skirt@|@googgarad@
@skull@|@lafmadax@
@sky@|@cir, samo@
@skyness@|@shiix@
@slackness@|@jimcoonaan@
@slander@|@hitee, hito, xan@
@slap@|@bog, bug, dharbaaxo@
@slash@|@xaf@
@slaughter@|@dabaax, gawrac, qalliin@
@slave@|@addoon@
@slavery@|@addoonsi@
@sleep@|@hurdo@
@sleepiness@|@hurdo@
@sleeping@|@seexasho@
@sleet@|@baraf@
@slice@|@jar@
@slide@|@dhiigo@
@slight limp@|@muurin@
@slight movement@|@sikasho@
@sling to carry baby@|@furaad@
@slip@|@barriqo, dhiigo, kuf, sisibo@
@slit@|@sar@
@slope@|@babac@
@sloughed skin of snake@|@xuub@
@slow@|@ciddijiid, huddan@
@slow pace@|@hadaaf@
@slow running@|@bucle@
@slow walk@|@hudeec@
@small@|@diq@
@small amount@|@kis, waxoogaa@
@small bag@|@adab@
@small boy@|@yaraan, yaraan@
@small change@|@sarrif@
@small children@|@dhallaan, loomataliye@
@small group@|@cuntub, cutub@
@small hut@|@waab@
@small matter@|@hadur@
@small monkey@|@kore@
@small movement@|@dirgasho@
@small number@|@dhawr@
@small pieces@|@jarjar@
@small spear@|@hooto@
@small tick@|@shax@
@smallpox@|@furuqa, fuuruq@
@smash@|@jebi@
@smell@|@sanin, suun, ur@
@smell of cooking@|@sanuun, siniin@
@smell strongly@|@kankan@
@smile@|@dhoolbir, muusaab, muusood@
@smoke@|@qaac, qaaci, qiic, qiiq@
@smooth@|@sin@
@smoulder@|@hulaaq@
@smouldering@|@hulaaq@
@snake@|@halaq, mas@
@snatch@|@hoosh@
@sneeze@|@hindhis, hindhiso@
@sniff@|@cabburi@
@snore@|@khuuri, khuuro@
@snoring@|@khuuro@
@snow@|@baraf@
@so@|@sah@
@so (result)@|@sidaas darteed@
@soak@|@qoosh@
@so-and-so@|@hebel@
@soap@|@saabuun@
@sobbing@|@hiqhiq@
@sobs@|@hiqhiq@
@sociability@|@bulshannimo@
@socialize@|@bulshee@
@society@|@bulsho, mujtamac@
@socks@|@sharaabad@
@soft sand@|@ruub@
@soften@|@jilci@
@softness@|@jileec, nugeyl, nuglaan@
@soldier@|@dagaalame, daljir@
@soldier with firearms@|@dable@
@soldiers@|@askar, jeysh@
@solid@|@qarad@
@solution@|@shubmid, shubmid, xallin@
@solve@|@xalli@
@Somali@|@soomaali@
@Somali (language)@|@Soomaaliga@
@Somali epic poem@|@geeraar@
@somersault@|@qaalmarrogasho@
@something@|@walax, wax, wax@
@something apparent@|@qaddac@
@something avoidable@|@hurti@
@something bad of its kind@|@juuri@
@something bent@|@guho@
@something burning@|@gubad@
@something clear@|@qaddac@
@something desiccated@|@jawrar@
@something flat@|@jinaad@
@something hard to obtain@|@farkuddoon@
@something impressive@|@qowjad@
@something inevitable@|@huriweyto@
@something made of clay@|@dhoob@
@something messy@|@jacbur@
@something of the same type@|@maar@
@something pure@|@khaalis@
@something round@|@hunbul@
@something spoiled@|@jacbur@
@something stored@|@kayd@
@something stuck firmly@|@niibaati@
@something that is chopped@|@jaran@
@something that is confused@|@qasnaan@
@something that is untidy@|@qasnaan@
@something tied@|@guntin@
@something unexpected@|@cirkasoodhac@
@something unmixed@|@khaalis@
@something very strong@|@xaddi@
@something very useful@|@barkhad@
@something worn in the shoulder@|@jeeniqaar@
@something wrapped@|@guntin@
@son@|@iman, wiil@
@song@|@gabey, halaanhal, hees, laaq@
@song sung at watering animals@|@jawaab@
@soon@|@ilmo@
@sort@|@caynad, jinsi, jinsi, naqee@
@sort out@|@sooc@
@soul@|@cabdo, laab, ruux@
@sound@|@shanqar@
@sour milk@|@jaan@
@sourness@|@xaraar, xaraar@
@south@|@koofur, koonfur@
@sovereignty@|@xuquuq@
@space@|@firaaqo, nefis@
@spark@|@big, dhinbil@
@sparkle@|@birbir, halaalac, jalanqe@
@speak indirectly@|@guudmar@
@speak nonsensically@|@bulaan@
@spear@|@ciise, teeri, waran@
@special@|@khaas@
@specialists@|@khubaro@
@specialization@|@takhasus@
@speck@|@bar@
@spectacles@|@indhaggashi, mandarad@
@speech@|@baarran, eeray, khudbad, khudbo, oroh, oroh, qowl, qowl, Y@
@speed@|@degdeg, degdegsiinyo, degdegsiinyo, halhaleel@
@spell out@|@higgaaddi@
@spelling@|@higgaad@
@spend@|@khasir@
@spend extravagantly@|@baatul@
@spend night at watering place@|@guul@
@spending the evening@|@caweys@
@sphere@|@kankoon, kuryo, lucuun@
@spider@|@caaro@
@spill@|@balqo, qub@
@spine@|@lafdhabar, lafduud, xanjaad@
@spirit@|@laab@
@spit@|@tuf@
@splendor@|@xarrago@
@splint@|@jiil@
@splinter@|@falliir@
@split@|@dhantaal@
@split repeatedly@|@jeexjeex@
@spoil@|@ajeey, hallee, kharrib@
@spoiled@|@baas, kharaab@
@spoiling of milk@|@baq@
@spoon@|@malqacad@
@sport@|@bardooddan, bardooddan, isboorti, laacdan, laacdan@
@sports@|@jimjimicsi@
@sports ground@|@fagaare@
@sportsman@|@cayaaryahan, laacib, laacib@
@spot@|@gabbal@
@spotted thing@|@madmad@
@sppedometer@|@orodbeege@
@spray@|@bilbil, rushee@
@spraying@|@bilbil@
@spread@|@faaf@
@spread about@|@nashir@
@spread news@|@shaac@
@spread out@|@baah@
@spreading@|@faaf@
@spreading of news@|@shaac@
@spring of water@|@maax@
@sprinkle@|@rushee@
@sprout@|@magool@
@sprouting@|@magool@
@spy@|@basaas, jaajuus, jaasuus@
@square@|@afargees, murabbac@
@squeezing@|@jiiqo@
@squirrel@|@dabaggaalle@
@squirrel-like animal@|@kadaf@
@sringtime@|@gu'@
@stack@|@rasee@
@staff@|@ul@
@stage@|@heer@
@stagger@|@ciir@
@stain@|@sabbikh@
@stain brown@|@guduudi@
@stain red@|@guduudi@
@staircase@|@jaranjaro@
@stairs@|@jaranjaro@
@stalk@|@gaad@
@stampede@|@abraar, roor, roor@
@stand firm@|@mintid@
@stand in line@|@safo@
@stand still@|@hogo, hoji@
@stand up@|@istaag, taagnoow@
@standing@|@taagnaan@
@star@|@xiddig@
@stare at@|@hoomaay@
@start@|@bilaab, biloow, biloow, gundhig, handad, handad, hanfad, hanfaf, hanfaf, hanfaf@
@startle@|@hanfadi@
@startled@|@baraarug@
@state@|@dowlad@
@state of anxiety@|@kurbood@
@state of becoming black@|@madoobaad@
@state of being aromatic@|@udgoonaan@
@state of being bent@|@qooxnaan@
@state of being biased@|@eexasho@
@state of being broken@|@jabnaan@
@state of being busy@|@hawshood@
@state of being different@|@duwanaan@
@state of being entwined@|@iskudhoon@
@state of being folded@|@duubnaan@
@state of being kindled@|@shidnaan@
@state of being left handed@|@gurranaansho@
@state of being lined up@|@safnaa@
@state of being locked@|@qafilnaan@
@state of being long@|@dheeraan@
@state of being lost@|@hallow@
@state of being mixed@|@labnaan@
@state of being placed@|@meelaysnaan@
@state of being responsible@|@isxilqaan@
@state of being stretched@|@jiidnaan@
@state of being tied@|@xirnaan@
@state of being tired@|@jirrabnaan@
@state of being turned towards@|@leexanaan@
@state of being without food@|@qadoodi@
@state of being written@|@dhignaan@
@state of completeness@|@jeenicalaf@
@state of dangling@|@lalmasho@
@state of defeat@|@guuldarraysasho, guuldarro@
@state of desire@|@damacsanaan@
@state of fasting@|@hamuun@
@state of fullness@|@hirqasho@
@state of having@|@lahaan, lahaansho@
@state of longing@|@hiyiwaale@
@state of losing heart@|@quusasho@
@state of lying down@|@jiif@
@state of shaking@|@lulasho@
@state of suffering hardship@|@leelleelsanaan@
@statehood@|@dawladnimo@
@statement@|@caddayn@
@stay@|@har@
@stay out@|@dhax@
@staying@|@joogid@
@steal@|@xad@
@steal animals@|@halabayso@
@steam@|@hugaar, hunri, oomaar, qiiqbiyood@
@steel@|@bir, birlab@
@step@|@tallaab, tallaabo, tallaabso@
@stepmother@|@aayo@
@stick@|@dheji, niibo, ul@
@stick firmly@|@niib@
@stick on@|@nab@
@sticking something to place@|@niibasho@
@stiff neck@|@barkadhac@
@stiffle@|@ceeji@
@sting@|@qaniin@
@stink@|@qurmuun, shiir, shuruf@
@stir@|@laan@
@stir a pot@|@laami@
@stir up@|@guubaabi@
@stirrup@|@rakaab@
@stitch@|@lifaaq@
@stock@|@duunyo@
@stolen animals@|@halabo@
@stolen goods@|@booli@
@stomach@|@ubuc, uur@
@stomach hemorrhage@|@dabadhiig@
@stone@|@dhagax, mad@
@stong box@|@khasnad@
@stony ground@|@jafjaf@
@stooge@|@dabadhilif@
@stoop@|@qoox@
@stop@|@celi, sheel@
@stop up@|@aabbur@
@stopper@|@guf, jilay, joogajooge@
@stopping@|@cakis@
@store@|@daas, istoodh, kaydi@
@store away (for oneself)@|@kaydso@
@storeroom@|@bakhaar@
@storm@|@canbaar, duufan@
@storm clouds@|@guulaamo@
@story@|@qiso@
@straggler@|@haraag@
@straighten@|@qumi@
@straightening@|@qumin@
@straightness@|@hagaag, qummaati, qummanaan, toos@
@strain@|@miir@
@strangeness@|@sillanaan@
@stranger@|@qariib@
@strangers@|@aqraab@
@strangle@|@bakhtii, bakhtii, ceeji@
@strangulation@|@ceego, ceejo@
@strap@|@liglig, yeel, yeel@
@strategy@|@istaraatiiji, istaraatiijiyad@
@stratum@|@lakab@
@street@|@addo, dhabbe, jid, waddo@
@strenght (1)@|@daaqo, laxaad, lihiin, lixaad, taag, tabar, tabaro@
@strenghten@|@adkeey, quwee@
@strenghtening@|@xoojin@
@strength@|@caarranaan, gaan, itaal, lexaad, quwo, tamar, xoog@
@stretch@|@fid, soog, tog@
@stretching@|@fidin@
@strictness@|@kulkulan@
@strife@|@dirir@
@strike@|@hummaaji, jugee, jugee, tun@
@string@|@xarig@
@stripe@|@dildil@
@strips that make a body cloth@|@qeyb@
@strive@|@dadaal, harjad@
@stroll@|@mushaax, tamashle@
@strong man@|@jafaal@
@strong smell@|@kankan@
@structure@|@dhis@
@struggle@|@halgamid, halgan, loollan, loollan@
@sttoping@|@qooxnaan@
@stubbornness@|@cinaad@
@student@|@arday, ardey@
@students@|@xer@
@study@|@baadidoon, baadidoon, baro, daras, deres@
@stuff@|@cub, cuf, cufee@
@stuffing@|@cub@
@stuffy@|@huur@
@stumbling@|@nitaaqo@
@stupid@|@doqon, habilaawe, maangaab@
@stupid person@|@ardaal, dabbaal@
@stupidity@|@ardaalnimo, caaqnimo, maangaabi@
@sturdiness@|@miigganaan@
@style@|@heemaal@
@substance@|@wax@
@substitute@|@bedli, cawil, cigasho, sharmuuto@
@substract@|@naaqus@
@succeed@|@aflax, ray@
@success@|@guul, guul, nasri, taabbaggal@
@suck@|@jaq, muudso@
@sudden pain@|@qabatin@
@suddenness@|@kedo@
@suffer hardship@|@silic@
@suffer misfortune@|@hoog@
@suffering@|@arami@
@sufferings@|@ilxumo@
@suffice@|@deeq@
@sufficiency@|@fillaan@
@sugar@|@sonkor@
@suicide@|@isdil@
@suit of clothes@|@lebbis@
@summer@|@xaggaa@
@summit@|@qar@
@summit conference@|@shirweyne@
@summons@|@dacwo@
@sun@|@cadceed, qorrax, qundhac@
@sunlight@|@shucaac@
@sunrise@|@qorrax baxa@
@sunset@|@gabaldhac, gabbaldhac, gabbaldhacsi, qorrax dhaca@
@sunset (1)@|@dhalco, maqrib@
@superiority@|@korreyn@
@supernatural@|@karaamo@
@supervise@|@kormeer@
@supervision@|@kormeer@
@supervisor@|@horjooge@
@supper@|@casho@
@supply@|@bixin, keenij, keyd@
@support@|@hiil, kalkaal, miciin, miciinso, miciinso, taakulee, tabiino@
@support (1)@|@garabsasho, hinaas, itataabo, kaasho, tammiin@
@support (2)@|@ayid, hinaaso, itataabee, taageero, tagaabo@
@supporter@|@kaaliye@
@suppose@|@naawil@
@sura of the Koran@|@jus@
@surgeon@|@lafaggure, lafogure@
@surgery@|@lafogur@
@surplus@|@dheeraad@
@surprise@|@abyan, diimid, kedis, layaab, qaflad, yaab, yaab, yaabi, yaabi@
@surprise (1)@|@kedo@
@surrender@|@caalin, dhiib@
@surroundings@|@agagaar, dagaan, hareero@
@survey@|@sahan@
@suspect@|@dareen, tuhun@
@suspend@|@laallaadi, laallaadi, lalmi@
@suspicion@|@minfilaad@
@suuraggelin@|@feasibility@
@swalloing@|@waxliquida@
@swallow@|@dhunji, juq, laq, liq@
@swallowing@|@jug@
@swear as a threat@|@jibo@
@swearing an oath@|@jibasho@
@sweat@|@dhidid@
@sweater@|@funaanad, garan@
@sweep@|@xaadh@
@sweep up@|@gurbi@
@sweet@|@daallan@
@sweet odor@|@caraf@
@sweetness@|@jamaad@
@sweets@|@macaan@
@swell@|@barar, maax@
@swelling@|@barar, caabuq@
@swim@|@dabaalo@
@swimming@|@dabaal@
@swing@|@laal, laalaco@
@sympathy@|@arxan, kalgacal@
@syphilis@|@waraabow@
@system@|@gosido@
@table@|@miis, miisad@
@tablet@|@kiniini@
@tactics@|@tabo@
@tactlessness@|@haldhacsasho@
@tag@|@taarga@
@tail@|@dabo, dib@
@tail (animal)@|@sayn@
@take@|@geey, hooy, qaad, qalaaf@
@take a bite@|@rud@
@take a bite of@|@cantuug@
@take a break@|@naso@
@take a nap@|@sardhee@
@take a vacation@|@carraggeddiso@
@take anger out on@|@carabbaabba@
@take counsel@|@hanuun@
@take home@|@hooyi@
@take interest@|@ribix@
@take offense@|@qoonso@
@take out@|@bixi@
@take refuge@|@caymo@
@take responsibility@|@isxilqaan@
@take responsibility (for)@|@haalhee@
@take revenge@|@aar, aarbax, aarso@
@take sides@|@cugtan@
@take someone lightly@|@sahlo@
@take something lightly@|@sahlo@
@take turns@|@gafootan@
@taking sides@|@hiillo@
@taking turns@|@gaafeysi@
@talent@|@hadaayad, hado, hayaayad@
@talk@|@baarran, hadal, tiraab, wadahadal@
@talk cheerfully@|@bulxan@
@talk secretly@|@faq@
@talk with hidden meaning@|@madaar@
@talkativeness@|@hadaltiro@
@tall@|@dheer@
@tamarind@|@xamar@
@tame@|@barbaari, barbaari, carbi, rabbee@
@taming@|@rabbeyn@
@tan color@|@cawl@
@tanned skin@|@idimo, idin@
@tarmac@|@laami@
@task@|@hawl@
@tassel@|@bul@
@taste@|@dhadhan, dhedhemi, dooq, lasow@
@tautness@|@liilan@
@tax@|@baad, canshuur, cashuur, gabbaro, jisyo@
@taxi@|@taksi@
@tea@|@shaah@
@teach@|@bar, dhig@
@teach manners@|@edbi@
@teacher@|@astaad, bare, macallin@
@teacherhood@|@macallinnimo@
@teaching@|@ababid, baris@
@team@|@koox, tarab, tarabtarab, tiim@
@team mate@|@jaal@
@tear@|@ilmo, jeeb, jeex@
@tear off@|@mudhax@
@tear open@|@dillaacso@
@tears@|@illinka@
@tease@|@kajan@
@technique@|@farsamo@
@technology@|@teknolooji, teknoolajiyad@
@telephone@|@taleefan, telefoon@
@telescope@|@biladdaye@
@television@|@telefishin, telefisyoon@
@tell@|@sheeg@
@tell a story@|@sheekee@
@Tell about him@|@Isaga ka sheeg@
@Tell it to him@|@Isaga u sheeg@
@tell news@|@waran@
@tell stories@|@haasaawi@
@temperature@|@hugaar, hugaar, kuldiir@
@temple@|@dhafoor@
@temptation@|@laabraac@
@ten@|@toban@
@ten cents@|@kumi@
@tend@|@korso@
@tender-hearted person@|@laabqoyan@
@tennis@|@teenis@
@tent@|@taanbuug@
@tenth@|@tobanaad, tobnaad@
@tenuous@|@diq@
@termites@|@aboor@
@terrified@|@argagax@
@terrify@|@bardad@
@terror@|@bardad, dhawr@
@terrorize@|@guulguul@
@test@|@jirrab, jitaabi, sharrib, tijaabi, tijaabo@
@testicles@|@xeeniin@
@thank@|@mahadi, mahadnaq, shugri@
@thank you@|@Mahadsanid, Waan yara bukaa@
@thanks@|@mahad@
@that@|@kaas, taas@
@that time@|@markaa, markaas@
@the@|@ka, kii, ta, tii, tu@
@the act of doing@|@qabsi@
@the act of folding@|@laalaab@
@the air@|@hawada@
@the amount@|@inta@
@the color red@|@guduud@
@the countryside@|@miyi@
@the cry of billy goat in heat@|@qalaad@
@the dry season@|@jiilaal@
@the five pillars of Islam@|@arkaan@
@the Koran@|@jaamac@
@the leadership@|@hogaanka@
@the least@|@ugu yar@
@the lesser dry season@|@xagaa@
@the Lord God@|@rabbi@
@the month@|@bisha@
@the most@|@ugu badan@
@the night before last@|@habeen hore@
@The pain@|@Ma isdaba-joog baa?, Xanuunku@
@the people@|@dadyow@
@the pilgrimage to Mecca@|@xaj@
@the planet Jupiter@|@mushtar@
@the planet Mars@|@raage, saxal@
@the planet Neptune@|@netuun@
@the planet Venus@|@sahra@
@the poor@|@caydh, haadun, haawey@
@the public@|@dadweynaha@
@the sea@|@badda@
@the Somali language@|@soomaali@
@the sun@|@libdho@
@the things@|@arrimaha@
@the time@|@marka@
@the time between meals@|@qatin@
@the work@|@hawsha@
@theft@|@xatooyo@
@theirs@|@iyagale@
@them@|@ay, iyaga@
@then@|@markaa, markaas@
@theory@|@qaacido@
@these@|@kuwan, tuwan@
@they@|@ay, iyaga@
@they are@|@yihiin@
@they are coming@|@imaneyaan@
@they are located at@|@yaalliin@
@they are saying@|@oranayaan, oraneyaan@
@they came@|@yimaadeen@
@they come@|@yimaadaan@
@they knew@|@yiqiinneen@
@they know@|@yaqaanniin@
@they said@|@yidhaahdeen, yiraahdeen@
@they say@|@yiraahdaan@
@they were@|@ahaayeen@
@they were at@|@yiilleen@
@they were coming@|@imanayeen@
@thick forest@|@jiq@
@thicket@|@kayn@
@thickness@|@jurmi, qan, qiro@
@thieves@|@burcad@
@thigh@|@bawdo, cajar, tar@
@thimg@|@wax@
@thin@|@caato@
@thin person@|@jay@
@thing@|@shay, shey, shey, walax, walax@
@things@|@agab, waxyaabo, waxyaalo@
@think@|@bidaal, feker, fikir, maleey, mood, taawi, tallan@
@think about@|@maami@
@think over@|@taraddan@
@thinking@|@federid, tashad, tashad@
@thinness@|@jaynnimo, weyd@
@third@|@saddexaad@
@thirst@|@harraad, oommanaan, oon@
@thirteen@|@saddex iyo toban@
@thirtieth@|@soddonaad@
@thirty@|@soddon@
@this@|@kan, tan@
@this evening@|@caawey@
@thorough enquiry@|@jibaggar@
@those@|@kuwaas, tuwaas@
@though@|@in kastaoo@
@thought@|@danni, fikrad, habi, habi, male, taawo@
@thoughtfulness@|@aabo@
@thousand@|@kun@
@thousands@|@kumaankun, kumanyaal@
@thousandth@|@kunaad@
@thread@|@lifaaq, tax, tolan@
@threat@|@gooddi, guulguul, haddiddaad, hanfad, hanjabo@
@threaten@|@cagajuglee, gooddi, guulguul, hanfadi, hanjab@
@three@|@saddex@
@thrive@|@beekhaan@
@throat@|@booc, cune, gawra, haan, hunguri, jiddin, rubad@
@throw@|@filiq, halgaad, halgaad, lali, rid, tuur@
@throwing@|@ridasho@
@thumb@|@suul@
@thunder@|@danabnimo, diyaan, diyaan, guguc, hanqar, onkod, onkod@
@thunderbolt@|@danab@
@thursday@|@khamiis@
@tick@|@shilin@
@tidy@|@haaneedi@
@tie@|@xir@
@tie a knot@|@gunud@
@tie by the leg@|@dhaad@
@tie round oneself@|@gunto@
@tie up@|@xir@
@tiger@|@shabeel@
@tight passage@|@huluul@
@tilt@|@dhalleexsi, liic@
@timber@|@qor@
@time@|@had, jeer, kal, keni, keni, mar, moog, muddo, wakhti@
@time (1)@|@beri, goor, kol, samaan, waa, wakhti, waqti, xilli@
@time (2)@|@miile, milay, milay, moogaan, seben, seben, semen, semen@
@times@|@marar@
@timid@|@ilgiir@
@tin@|@daasad@
@tinder@|@lul@
@tip@|@caarad, cidhif@
@to@|@u@
@to aim@|@dan@
@to be@|@ahay, ahi, ahow, yahay, yahay@
@to be in a place@|@oolli@
@to become@|@ahaan@
@to bite@|@qanïn@
@to cause doubt@|@dareensii@
@to change@|@qayir@
@to chase@|@raacdee@
@to collect@|@ururi@
@to come@|@iman@
@to copulate@|@was@
@to defecate@|@xaar@
@to desire@|@himmad, jamo, niyeysasho, niyeysasho, niyeyso, niyeyso, niyeyso, niyeyso, quudarree@
@to disturb@|@rabbash@
@to dream@|@dhadhab@
@to dust@|@bus@
@to end@|@marnoow@
@to expect@|@fil@
@to gather@|@ururi@
@to have@|@lahaydeen, lahayn, leedahay, leedihiin, leenahay@
@to have (1)@|@laha, lahaa, lahaayeen, lahay, leeyahay, leeyihiin@
@to have (2)@|@lihid@
@to insult@|@jurxee, qadaf@
@to intend@|@niyeyso@
@to know@|@aqoonsan, naqaan, oqoon@
@to llok@|@arki@
@to number@|@caddad@
@to plug@|@cub@
@to respect@|@ciso@
@to say@|@odhan, oran@
@to see@|@arki@
@to shout@|@qayli@
@to silence someone@|@afjig@
@to sleep@|@hurd@
@to support@|@taageer@
@to think@|@naawil@
@to travel@|@saafir@
@to try@|@sharrib@
@to wound@|@hummaaji@
@tobacco@|@buuri, tubaako@
@today@|@maanta@
@toe@|@far@
@toes@|@faro@
@togetherness@|@wadajir@
@toilet@|@beytalmay@
@tolerance@|@raalli, raallinnimo, raallinnimo@
@tolerate@|@rillee@
@tomato@|@tamaandho@
@tomatoes@|@tamaandho@
@tomb@|@qabri@
@tom-cat@|@cumi@
@tomorrow@|@aroor, berri, berrito, foog, subax@
@ton@|@tan@
@tone@|@sawd@
@tongue@|@carrab@
@tonight@|@caawa@
@tonsil@|@xiiq, xoqad@
@tooth@|@ilig@
@top@|@kur, kur, saraar@
@topic@|@waayo@
@torment@|@murug@
@tornado@|@cirboor@
@torn-off piece@|@jeex@
@torso@|@qaaxo@
@total@|@jimlee@
@tottering walk@|@huddan@
@touch@|@taabo@
@tourist@|@dalxiise@
@tournament@|@tartan@
@towards@|@u@
@towel@|@gacantir, taweel, tuweel@
@tower@|@kuud@
@town@|@beled, magaalo, magaalo@
@Track down a spectre@|@Ruuxaan jirin raad ku doon@
@trade@|@baayac, biic, bucshiro, ganacso, iib, mushtar@
@trade (1)@|@rogrogo@
@trader@|@ganacsato, ganacsi, geddisley@
@train@|@layli, rabbee, tababbar, tareen@
@train a horse@|@jaree@
@trainee@|@barad@
@training@|@agabar, layli@
@training a horse@|@jaraysad@
@traitor@|@khaayin@
@trample@|@dhacdhac@
@trance@|@jidbo@
@transform@|@qayir@
@transformation@|@qayir@
@translate@|@macnayso, tarjim, tarjum@
@transplanting@|@abaqaal@
@transport@|@geey@
@transportation@|@gaadiid@
@transporting@|@geeyn@
@trap@|@cimil, dab, dabin, qab@
@trasfer@|@daadguree@
@trash@|@khashin, kuddaafad@
@trasurer@|@khasnaji@
@travel@|@dalxiis, dhoof, masaafee, masaafir, socdaal@
@travel abroad@|@dhoof@
@travel to a distant place@|@jadeerwaco@
@travelers@|@socoto@
@traveller@|@masaafir@
@travelling to a distant place@|@jadeerwacasho@
